Este,Norte,Cota,recpe_og,recpe_val,distancia_m
9196.658,24989.577,2150.8,15.83,15.55175018,3.15
9190.897,24989.392,2140.275,14.7,19.56999397,5.3
9184.795,24989.233,2129.081,28.51,26.43708611,6.81
9201.51,25057.59,2201.344,11.15,11.10295868,7.15
9202.542,25057.391,2187.885,10.08,12.0848217,7.82
9203.915,25057.043,2169.189,15.26,17.01874924,5.81
9204.785,25056.825,2157.222,14.33,15.77153587,7.39
9110.487,25036.365,2174.384,21.92,24.08895493,9.09
9112.788,25036.466,2166.462,33.87,24.08895493,4.66
9115.378,25036.578,2157.844,19.2,21.50330544,6.73
9120.906,25036.844,2139.93,19.56,19.54466248,6.44
9131.156,25037.307,2104.643,18.42,18.07548714,6.79
9144.176,25037.759,2059.226,13.44,14.53675175,6.25
9150.972,25037.978,2033.872,12.45,12.64899921,6.94
9153.87,25038.018,2023.002,11.4,11.91825485,7.87
8950.938,25011.71,2079.291,14.28,16.48161507,7.3
8962.303,25011.503,2047.515,15.92,17.03279686,6.58
8966.049,25011.403,2036.908,17.77,17.73348618,7.6
8963.495,24971.79,2071.467,38.47,25.43397522,6.26
8965.39,24971.556,2064.993,19.15,27.66848183,2.69
8973.5,24970.465,2036.131,27.53,26.23547935,4.42
9166.448,24927.988,2103.057,20.56,19.57447624,4.7
9168.849,24927.918,2094.384,14.12,17.67981529,4.31
9173.273,24927.786,2078.488,27.37,23.93320084,2.01
9195.235,24926.698,1998.195,13.49,13.43395138,4.39
9197.771,24926.587,1988.782,12.6,12.9116888,3.19
9226.572,24399.556,2237.67,17.54,17.60672951,5.87
9315.076,24371.62,2258.953,26.53,24.30999184,1.7
9326.972,24370.575,2228.19,16.41,17.9470768,2.84
9278.459,24447.851,2246.632,19.91,19.52737808,5.4
9098.47,24472.618,2243.61,12.14,13.8660078,6.09
9164.123,24563.791,2123.283,25.99,24.9962883,3.89
9286.023,24549.86,2221.289,16.4,17.10271454,6.83
9297.427,24549.938,2108.619,22.12,22.06131554,3.7
8907.772,24573.863,2194.841,23.72,24.74045753,7.43
8918.974,24573.63,2161.419,25.6,14.46000004,10.53
9275.303,24623.766,2251.117,22.76,22.11984634,7.4
9275.112,24599.155,2155.154,19.19,19.69458771,3.13
9164.305,24623.821,2270.72,16.6,16.3524456,4.15
9183.777,24561.603,2065.053,31.95,28.80388832,6.54
9215.934,24548.468,2143.055,25.24,22.9256382,6.93
9218.249,24548.338,2132.814,21.11,22.9256382,7.06
9219.168,24598.564,2253.533,12.67,15.07221603,5.85
9043.027,24673.987,2256.422,15.03,15.02999973,2.7
9165.887,24672.134,2218.905,15.63,16.62844849,6.48
9163.742,24725.725,2124.238,22.04,21.86266136,7.11
8992.362,24963.91,2115.183,15.36,19.0459919,10.08
8994.915,24963.889,2105.773,14.33,16.93432808,6.62
8998.625,24963.871,2092.015,11.21,15.91377354,7.35
9000.948,24963.848,2083.32,39.6,31.86194611,9.52
9018.262,24963.384,2016.53,34.18,30.55594254,6.8
8977.615,24990.355,2109.835,24.2,21.47451973,4.52
8980.303,24990.194,2102.835,20.81,21.02737045,7.15
8977.381,25027.862,2148.65,31.65,26.1836586,6.48
8979.462,25027.805,2142.229,16.88,24.7150631,8.02
8994.56,25027.459,2095.089,39.17,22.29791069,5.68
8996.819,25027.401,2087.938,15.73,22.29791069,7.08
8999.745,25027.319,2078.638,18.75,20.4782505,7.12
8862.692,25345.332,2109.206,34.33,34.04048538,3.6
8995.628,24722.623,2225.551,21.23,21.13164139,5.52
9258.725,24672.1,2250.794,18.49,17.94899559,7.68
9259.663,24671.944,2243.354,15.16,17.09831047,4.77
9261.099,24671.739,2232.955,13.83,16.6547451,6.75
9140.553,24929.203,2194.71,15.23,19.14448166,5.52
9142.842,24929.076,2186.785,19.83,19.41160583,5.05
9203.259,25057.208,2178.163,9.17,12.0848217,7.06
9121.531,24929.888,2259.47,15.64,16.80504036,4.65
9103.824,25036.173,2195.874,18.76,15.25824356,4.19
9106.034,25036.209,2188.707,17.86,25.18434143,7.3
9176.297,24988.989,2113.215,15.55,26.07840157,6.05
9173.13,24988.889,2107.256,42.97,26.07840157,2.34
9168.907,24988.761,2099.308,24.7,22.05401421,7.95
9163.312,24988.568,2088.695,16.5,22.05401421,4.3
9157.046,24988.294,2076.74,20.25,19.82833672,2.32
9146.339,25037.852,2051.265,15.16,14.32472229,6.68
9013.658,24987.617,2015.263,12.13,15.45190239,2.61
8905.949,24499.145,2254.946,12.85,15.07766438,8.79
9178.667,24927.604,2058.97,13.55,15.50874996,5.09
9045.138,24920.365,1986.219,16.39,18.2797718,7.25
9241.984,24748.101,2079.689,20.09,18.42922592,3.77
9243.627,24748.046,2072.371,17.41,18.42922592,5.34
9245.104,24747.997,2065.785,25.95,20.83115005,3.32
9246.908,24747.937,2057.735,14.95,20.83115005,5.15
8978.23,25011.096,2003.831,17.8,17.83292961,7.29
8987.316,25011.025,1978.406,17.11,17.10403061,9.06
9273.229,24599.172,2164.72,18.94,19.34126282,3.7
9222.657,24498.078,2152.987,24.0,23.69885445,6.07
9011.445,24924.547,2106.778,36.51,31.9051342,4.68
9013.52,24924.314,2099.575,34.89,30.93485451,7.9
9016.409,24923.973,2089.486,15.92,30.93485451,4.85
9020.099,24923.517,2076.508,20.97,20.18789864,6.39
9223.311,24548.164,2110.123,16.08,16.05993843,5.34
9155.822,24601.006,2080.496,22.07,22.7038517,4.68
9291.44,24599.253,2071.231,16.31,20.76740837,7.42
9293.439,24599.206,2060.923,22.06,20.1191597,2.8
9257.058,24747.609,2012.358,20.82,20.82242966,5.54
9088.028,24751.028,2027.169,15.63,15.47682381,7.07
9246.084,24689.794,2083.892,20.54,20.7946701,6.88
9279.564,24657.817,2084.13,15.84,18.20563889,8.06
9296.299,24599.09,2046.199,17.82,19.04771614,2.43
9118.757,24599.75,2221.184,25.73,21.97108078,7.69
9253.243,24600.14,2259.374,20.72,19.14469337,3.68
9292.137,24692.097,2127.878,12.71,13.18561649,7.63
9100.829,24648.102,2247.03,10.11,12.56548786,8.32
9205.874,24749.214,2236.839,10.99,14.32525253,5.98
9199.97,24926.522,1980.571,12.61,12.9116888,8.58
9140.425,25037.614,2072.194,14.24,16.17916298,8.67
9081.76,24991.506,2139.485,18.18,18.97364426,5.52
9172.603,24951.659,2174.974,20.38,20.6649437,9.78
9087.496,24991.281,2126.442,20.45,19.16003799,6.01
9042.79,24989.05,2050.17,19.78,19.39053535,3.8
9126.59,25037.138,2120.497,19.08,19.89532471,5.3
8988.254,24967.85,1983.475,17.83,15.82882977,6.96
8990.141,24967.412,1976.23,12.94,15.81328583,7.96
9069.038,24992.03,2168.297,16.69,18.72921944,6.12
9033.123,24717.681,2069.572,15.22,14.29989529,7.32
9276.948,24671.195,2108.718,20.77,20.50013924,2.64
9282.756,24670.67,2063.343,18.59,18.96158791,3.02
9205.895,24623.91,2071.022,25.57,24.75885963,7.46
9196.447,24623.943,2119.61,20.78,21.25469589,4.81
9294.679,24623.775,2082.74,30.63,26.11375999,6.44
9270.947,24689.553,2023.566,18.04,19.18173027,7.58
8746.621,24368.851,2122.416,24.49,23.30679703,3.99
8922.347,24267.605,2188.393,24.03,23.38701057,6.46
8987.018,24265.97,2100.986,18.68,19.45328331,6.99
8997.787,24265.345,2086.576,14.5,17.50551987,6.89
9094.193,25953.193,2027.487,8.83,9.81358719,7.63
9080.262,25953.035,2007.883,11.64,11.40286255,9.06
9088.545,25953.129,2019.539,9.55,10.19985199,6.96
9183.671,26372.014,2227.828,18.58,17.52999878,4.72
9008.065,24776.015,1961.174,16.17,16.70999908,5.01
8809.566,24467.487,2034.566,13.15,14.68693829,7.07
8997.51,25670.313,2031.095,12.44,13.88489437,7.74
9058.616,26151.271,1985.239,20.3,17.23221397,7.55
9059.541,26151.302,1977.041,16.86,16.88127708,8.93
9052.718,26151.075,2037.406,18.93,18.4579792,8.4
9056.425,26151.19,2004.615,16.66,16.90493202,6.81
9061.592,26151.367,1959.158,16.37,16.66550827,7.21
9060.733,26151.338,1966.609,22.37,16.88130188,9.53
8993.686,25668.083,2019.139,11.67,14.20172596,5.97
8991.426,25666.793,2012.105,15.9,14.20172596,7.77
8984.447,25662.737,1990.301,19.25,17.02298164,2.86
9035.308,25825.252,2055.946,11.54,14.26826859,6.94
9025.955,25825.489,2037.987,11.41,12.79360485,5.92
9007.103,25825.62,2001.298,19.17,15.63209248,3.07
9004.043,25825.643,1995.281,12.65,15.63209248,7.52
8980.842,26082.369,2106.289,15.05,17.88381004,4.33
9009.832,26082.25,2014.771,11.72,12.61614323,5.56
9021.959,26082.225,1975.345,22.53,17.67483521,4.17
9024.589,26082.238,1966.737,14.01,17.67483521,5.78
9030.044,26082.288,1948.799,16.76,18.45117188,8.02
9137.169,26027.491,2112.254,7.51,8.87449837,7.23
9123.62,26027.793,2092.448,10.19,10.00930882,5.47
9117.302,26027.891,2083.139,11.67,11.03834915,8.13
9152.89,26219.827,2217.06,14.75,12.48771858,5.54
9140.603,26219.57,2200.032,10.02,11.72812939,5.48
9144.545,26219.719,2205.509,14.01,14.01000023,7.35
9137.098,26219.514,2195.164,12.56,12.04839897,3.73
9133.152,26219.606,2189.688,14.24,12.40781593,7.71
9129.213,26219.558,2184.207,10.08,12.94910336,4.99
9117.471,26219.251,2167.713,14.61,14.17308712,3.04
9112.708,26219.06,2160.98,12.86,14.17308712,7.09
8738.68,24527.729,2141.32,21.15,21.8820076,7.45
8808.355,24349.409,2228.053,14.97,15.07747078,7.7
8819.578,24349.295,2199.424,12.74,13.35025787,8.42
8825.554,24349.182,2184.045,11.05,12.96706486,6.88
8743.038,24527.952,2120.778,14.06,13.97395134,6.04
8754.888,24399.37,2251.861,14.02,12.84080601,6.45
8758.15,24399.384,2245.107,12.09,13.27031422,5.14
8756.499,24470.456,2122.499,25.33,23.74952126,7.2
9042.106,26150.457,2129.796,8.78,11.80389881,10.55
8810.847,24399.098,2134.801,12.16,12.30658722,6.01
8828.957,24398.71,2096.079,22.17,19.90565109,6.54
8834.62,24398.57,2083.825,16.97,18.12194061,7.46
8854.6,24397.757,2041.016,15.2,16.34137344,8.04
9120.671,26200.272,2180.037,10.19,11.76801682,5.46
9123.513,26200.208,2174.753,15.13,10.68053341,7.75
9126.709,26200.151,2168.807,7.92,10.68053341,3.19
9134.083,26199.942,2154.892,11.16,12.63648319,3.62
9143.913,26199.631,2136.338,11.76,11.74466228,3.28
9146.723,26199.54,2131.037,9.31,11.74466228,7.31
9152.688,26199.355,2119.77,9.1,9.92582607,4.76
9085.744,25800.899,2001.315,15.69,15.43937016,3.68
9062.417,25800.966,1969.132,11.62,13.05504704,5.48
9057.59,25800.959,1962.442,12.83,12.75440407,6.56
9051.026,25800.985,1953.305,12.77,12.75440407,6.75
9040.992,25801.118,1939.275,12.93,12.86191559,6.29
9035.344,25801.119,1931.328,18.16,17.33437729,5.28
9031.002,25801.095,1925.212,16.51,17.33437729,5.84
8858.895,24200.86,2251.95,20.85,20.22877693,9.49
8860.841,24200.912,2245.487,18.11,19.5234375,8.34
8881.875,24201.6,2175.848,21.54,19.51299286,9.42
8839.121,24250.801,2236.701,17.17,18.26499939,7.31
8858.179,24251.034,2197.599,20.02,20.41467476,3.5
8902.909,24252.135,2107.611,16.21,16.99866295,2.13
8936.753,24299.085,2263.215,24.23,22.00402832,6.18
8957.863,24298.274,2196.741,20.59,20.44717979,3.06
8930.563,24627.445,2054.387,13.68,13.33828926,8.19
8924.209,24627.843,2031.246,14.94,14.33584976,1.52
9152.766,24355.446,2230.672,19.37,17.09138489,4.39
9155.745,24355.58,2224.617,15.19,17.09138489,3.54
9180.714,24356.306,2174.219,24.99,23.61523628,8.06
9197.462,24356.766,2140.671,15.33,16.17912865,4.08
8807.414,24174.927,2217.905,27.23,26.14954185,6.45
8958.077,26002.033,2029.32,13.68,14.34225464,7.03
8960.428,26002.092,2023.8,14.71,14.35686111,9.48
8963.652,26002.106,2016.206,14.27,14.35686111,5.71
8992.698,26002.844,1947.064,14.91,15.5363245,6.91
8996.123,26002.921,1938.742,14.15,15.5363245,6.03
8997.83,26002.977,1934.578,19.72,16.58644867,8.86
8942.652,26001.84,2065.139,13.29,16.1468277,6.67
8984.644,26002.644,1966.457,11.93,12.57854939,7.76
8990.693,26002.803,1951.916,13.43,13.63950634,8.47
9103.688,24222.969,2214.163,16.7,16.88105011,2.17
8838.705,24444.829,2030.691,21.79,21.92768097,4.91
8757.821,24449.131,2211.362,13.1,13.83430004,3.45
8782.826,24447.944,2155.188,25.94,23.2301445,3.49
8786.526,24447.726,2146.987,22.35,23.2301445,5.72
8792.371,24447.333,2133.997,19.33,18.25496483,4.38
8822.176,24445.702,2067.654,25.07,24.1509037,6.15
8825.859,24445.511,2059.444,25.03,24.1509037,3.75
8822.704,24427.306,2028.489,23.01,22.76969719,6.95
8825.491,24427.396,2019.932,22.85,22.03431511,5.68
8964.817,25925.505,2046.141,13.96,14.70007515,7.13
8987.92,25925.161,2021.542,21.83,20.2919426,8.87
9022.445,25924.554,1985.037,17.51,16.69201851,7.9
9027.628,25924.428,1979.617,15.63,15.34831142,10.27
9033.841,25924.226,1973.109,16.45,14.3899231,6.85
9039.528,25923.95,1967.139,12.14,14.3899231,9.53
9047.278,25923.622,1958.991,9.94,11.97629929,6.7
9053.483,25923.502,1952.474,13.7,11.79473591,7.97
9058.647,25923.456,1947.035,11.55,12.15900707,8.33
8757.574,24425.382,2228.123,12.15,13.17656612,7.59
8760.629,24425.475,2218.864,17.14,15.26484489,10.44
8804.128,24426.629,2085.536,17.75,19.8337574,9.15
8818.528,24427.158,2041.326,22.21,22.56860542,8.89
9047.407,24676.31,1915.064,22.15,11.75200367,5.18
9051.023,24676.315,1908.493,17.51,13.00328255,6.81
9067.671,24676.056,1878.277,17.9,15.45214844,6.13
8920.06,24628.057,2016.055,15.49,14.81930256,5.18
8779.563,23925.581,2200.132,21.81,23.72037315,6.1
8797.831,23925.162,2157.374,19.43,17.78986549,6.23
8815.164,23924.184,2118.308,13.74,16.07798958,4.52
8920.069,23901.01,2191.71,23.21,17.9391346,10.0
8923.008,23901.075,2185.634,15.12,17.96351242,7.42
8731.821,24527.272,2173.596,27.03,26.5164814,8.37
9008.518,24074.246,2105.212,19.21,19.00666809,4.55
9219.154,24357.531,2097.86,18.98,18.75388527,6.78
8869.958,24349.629,2066.131,14.89,16.64168549,9.41
8667.035,24313.092,2076.635,27.58,26.21619415,2.29
9037.145,26200.538,2099.925,24.84,24.07557297,7.97
9102.987,26028.135,2062.038,16.93,12.36085606,6.0
9005.364,26082.263,2029.09,15.98,21.29662704,3.44
9032.859,26082.279,1939.464,20.66,18.45117188,3.72
9035.226,26082.284,1931.561,15.94,16.30896568,4.07
8955.128,26001.97,2036.216,14.82,14.34225464,6.66
8956.311,26001.992,2033.459,12.03,14.34225464,5.74
9108.044,26028.052,2069.483,8.35,12.36085606,9.43
8959.98,23997.936,2180.261,23.04,22.11025238,5.48
8965.303,25651.467,1930.548,19.28,19.28000069,5.01
9149.375,26219.78,2212.197,22.38,14.01000023,4.94
9120.927,26219.433,2172.615,18.04,13.71376133,6.82
9073.354,26218.06,2105.232,14.11,20.60525322,2.86
9078.095,26200.116,2197.422,15.03,14.94430733,3.91
9069.376,26200.23,2176.681,17.5,16.02215004,7.63
9062.98,26200.327,2161.471,23.86,22.58002663,6.72
8977.582,26082.385,2116.27,22.61,21.48222351,6.74
9011.49,24775.918,1951.248,17.67,17.34419441,7.34
9153.816,26026.939,2136.298,14.88,15.32563972,4.75
8877.757,24201.427,2189.489,18.07,19.3133049,9.66
9136.188,26199.911,2150.915,13.25,12.63648319,3.26
9138.644,26199.808,2146.276,10.01,12.63648319,7.7
9142.156,26199.681,2139.65,12.89,11.74466228,4.55
9149.529,26199.436,2125.735,13.53,10.42229843,6.35
8852.399,24349.463,2113.214,17.99,12.15999985,9.38
8933.049,24319.965,2060.843,20.97,19.53836632,7.89
9190.092,24356.682,2155.433,20.25,18.13742447,5.78
8912.167,24321.388,2124.226,17.61,18.55499268,6.95
8999.07,26082.345,2049.125,23.01,22.49358749,4.39
9112.676,26027.976,2076.309,11.14,11.03834915,6.07
9038.108,25825.168,2061.252,14.21,14.26826859,4.08
9032.537,25825.339,2050.625,13.66,12.9386692,4.53
8989.616,25665.766,2006.477,15.67,14.98729897,6.91
8987.36,25664.471,1999.443,12.37,14.98729897,4.34
9076.056,25801.077,1987.96,14.92,14.78722191,3.76
9068.134,25800.968,1977.03,14.35,13.05504704,6.51
8995.104,25925.052,2013.885,14.64,14.5665369,8.28
9006.418,25924.882,2001.877,16.44,15.81516552,7.54
9011.581,25924.772,1996.438,17.65,15.89529419,10.07
8655.017,24198.726,2239.37,21.28,7.96431923,41.21
8734.473,24527.444,2161.126,29.8,26.5164814,8.08
8912.954,26001.397,2132.369,11.86,13.96000004,11.78
9140.399,26199.735,2142.963,14.01,11.74466228,7.66
9098.779,26028.216,2055.83,12.71,13.34737682,9.56
8741.088,23874.012,2208.138,9.79,13.49251938,6.82
8988.968,23972.391,2137.085,24.47,25.07332802,6.31
8992.765,23972.262,2129.762,28.65,25.69680405,8.97
8765.762,24075.798,2166.192,16.04,16.56871986,3.63
8997.172,24074.803,2136.993,18.42,18.84233856,3.21
8836.214,24101.833,2127.515,18.4,17.36271667,5.2
8841.025,24101.627,2114.103,16.87,15.56775093,7.76
8641.06,24123.929,2077.261,25.85,26.27590752,7.54
9013.939,24775.825,1944.16,20.99,18.53907776,2.59
9035.75,24775.16,1880.285,12.49,13.2952528,3.31
9159.127,24129.376,2182.39,17.79,22.29538345,5.18
9179.264,24130.655,2139.665,14.65,15.64954472,5.13
9183.725,24130.856,2130.162,12.49,15.62248898,7.63
9156.556,24129.259,2187.81,17.58,22.29538345,6.41
9162.016,24129.48,2176.29,30.12,22.95283508,7.52
9170.338,24130.014,2158.663,34.46,24.40506744,8.12
9175.761,24130.412,2147.131,20.0,24.40506744,5.81
8847.425,24101.442,2096.481,12.62,14.37733364,4.78
8785.346,24047.143,2021.302,12.42,12.55165577,6.01
8793.115,24318.93,2002.252,14.24,16.56054497,6.71
8913.725,24031.087,2052.756,20.39,23.58975601,6.49
8786.483,24319.368,2019.785,20.27,18.94413567,7.39
8884.988,24247.746,2036.514,13.55,14.60399246,6.22
8879.561,24247.899,2048.874,14.82,16.17956161,6.62
8774.803,24047.272,2041.178,11.04,13.21739483,7.92
8779.363,24047.205,2032.561,14.42,13.65153313,6.42
8775.509,24114.231,1989.418,13.8,19.31910706,3.82
8777.709,24114.029,1983.84,32.82,19.31910706,5.73
9108.006,24519.509,1893.974,19.94,18.41240692,5.51
8771.303,24047.357,2047.811,15.29,13.21739483,6.11
8918.981,24025.773,2037.209,28.5,26.57948685,6.4
9047.871,24559.356,1867.693,36.18,15.68075943,7.44
9050.986,24556.85,1862.254,17.51,15.50121593,7.91
9061.528,24624.24,1860.012,19.81,17.82763863,8.87
8742.645,24117.233,2073.149,25.01,19.22520256,4.95
8743.736,24117.138,2070.357,18.04,19.22520256,7.26
8934.987,24174.008,2144.122,26.47,24.62228012,7.49
8944.375,24173.446,2116.425,40.76,33.88863754,7.33
8719.181,24438.453,2057.206,16.24,16.47937965,9.0
9007.721,24662.656,1909.961,12.37,12.69150543,6.36
9023.477,24624.826,1930.664,24.45,22.86975479,4.41
9051.551,24624.478,1878.49,14.69,13.74214458,6.09
9015.873,24662.68,1896.485,19.9,19.45018387,5.35
9025.192,24662.58,1881.086,16.91,15.96002865,5.28
8871.098,24248.095,2068.092,19.27,17.0579567,9.37
8875.938,24247.998,2057.112,26.26,16.17956161,10.66
8957.948,24172.72,2076.685,23.22,21.09018326,5.67
8960.373,24172.572,2069.59,18.96,19.69347,9.8
9031.987,24572.199,1895.496,16.76,16.33572388,5.93
9038.882,24566.607,1883.405,18.79,18.75914955,4.08
8785.958,24113.324,1962.919,17.09,17.83524132,6.91
8779.911,24113.862,1978.261,34.08,24.17733574,8.4
8803.01,24111.722,1919.688,20.89,18.33369255,9.43
8792.419,24046.976,2008.075,14.79,14.35406208,7.6
8817.962,24046.19,1960.505,19.2,18.02785873,5.61
9035.434,24569.402,1889.45,18.64,18.75914955,7.22
8859.372,24044.437,1884.014,16.35,16.55401611,5.02
8805.478,24111.481,1913.41,24.12,18.33369255,6.11
8809.588,24111.111,1902.944,17.85,16.86084366,9.57
8826.565,24109.496,1859.684,19.46,18.94978905,10.15
8829.296,24109.23,1852.705,19.0,18.94978905,7.99
8832.567,24108.902,1844.326,20.75,18.78858185,9.67
9016.357,24168.312,1905.692,17.49,15.34002686,9.05
9111.965,24515.728,1884.145,17.37,18.19263458,7.6
9114.617,24513.223,1877.592,19.02,17.64794922,7.55
9116.205,24511.717,1873.66,30.15,15.65697289,7.56
8561.307,24497.839,2198.747,23.17,20.62583351,6.61
8564.355,24497.695,2192.726,18.75,20.62583351,7.08
8577.169,24497.232,2167.275,27.4,18.61209106,5.21
8627.913,24550.637,2142.35,29.77,17.94777679,5.96
9146.751,24123.578,2068.482,29.95,24.17852211,8.71
9149.672,24123.491,2062.397,25.72,24.17852211,7.6
8951.397,23901.904,2126.89,24.43,22.46811295,7.97
8961.127,23902.129,2106.604,22.64,21.06315804,6.68
8970.856,23902.343,2086.318,20.97,21.18168831,9.05
8989.084,23902.842,2048.483,16.28,17.96168709,6.27
8991.695,23902.881,2043.081,21.2,18.1145153,7.2
8840.499,23824.705,2137.124,18.7,16.0167141,9.01
8873.375,23825.73,2080.773,20.94,23.094841,7.69
8880.876,23825.9,2067.785,31.82,25.70575714,9.41
8819.19,23923.969,2109.431,21.64,17.97881126,4.84
8840.582,23922.26,2063.168,12.25,14.69790268,4.47
8845.687,23921.781,2052.319,19.28,18.28805923,4.92
8852.094,23921.115,2038.772,26.81,19.92404747,7.05
9253.864,24358.185,2031.381,23.04,22.68265915,1.74
9072.375,24675.936,1869.738,15.53,15.4743557,4.87
8836.671,23824.68,2143.574,17.6,17.02999878,9.55
8824.275,24236.745,2024.601,23.05,21.11183929,7.18
9251.887,24316.11,2048.904,19.36,20.14188766,4.97
9257.55,24315.604,2029.469,21.45,20.96740532,5.03
8860.117,24230.231,1942.308,17.78,19.02039909,8.76
8904.556,24349.538,1977.39,15.19,14.84336376,8.58
8914.723,24349.393,1952.378,23.31,21.12732315,8.59
8925.125,24349.269,1927.463,13.63,13.78046703,6.77
8877.078,24442.152,1943.555,14.51,16.11752892,5.83
8880.378,24441.928,1935.997,20.01,16.31836319,9.73
8885.185,24441.573,1925.008,15.84,16.58645248,6.43
8843.73,24074.045,2027.635,14.26,17.17894173,5.26
8846.318,24074.012,2023.067,17.6,17.55449295,5.92
8877.449,24100.683,2017.235,21.06,21.00645256,3.06
8888.9,24100.268,1988.7,21.65,21.08085823,4.65
8890.531,24148.209,1975.815,15.61,15.69702053,5.61
8734.442,24193.776,2019.323,15.1,16.21391106,2.29
8745.786,24193.135,1988.341,19.93,19.32871819,1.31
8858.563,23920.401,2025.258,13.07,19.92404747,8.34
8879.322,24072.778,1965.062,19.92,16.54937935,8.61
8881.932,24072.704,1960.507,18.44,17.68227386,4.3
8887.524,24072.484,1950.748,17.48,17.68227386,7.21
8900.55,24071.818,1927.968,20.47,18.96991348,4.53
8913.843,24099.523,1929.225,16.16,16.09535217,3.63
9173.8,24122.804,2012.421,13.45,16.51501656,7.44
9178.382,24122.704,2002.974,22.69,17.11536407,6.22
8668.529,24121.847,2008.312,38.45,31.9188633,8.07
8685.462,24120.51,1965.833,17.76,20.62304878,7.33
8687.948,24120.308,1959.56,18.19,17.61937141,4.56
9054.136,23970.673,2009.533,20.02,18.01960564,7.76
9042.363,24071.609,2009.029,13.79,14.90006924,7.1
9002.121,23903.192,2021.466,15.5,16.77721977,6.53
8920.624,24130.129,1952.606,19.92,18.39513779,6.98
8934.285,24130.209,1925.898,16.88,19.12751007,2.89
8859.099,24170.392,2054.195,14.5,16.15182114,10.59
8937.74,24130.177,1919.241,24.75,21.23401833,7.64
9011.236,23903.526,2002.55,17.8,16.84759712,5.47
8873.481,24168.283,2010.025,15.72,16.56933594,9.57
8886.69,24165.944,1969.435,15.09,15.57305241,4.91
9078.23,24258.816,1982.143,15.26,16.78727341,8.89
9096.501,24257.215,1959.358,15.21,17.3035717,5.29
9102.178,24256.756,1952.39,17.18,16.30904007,7.22
9107.69,24256.239,1945.614,11.01,12.9636898,5.56
8838.963,24221.679,1981.696,14.74,15.70234013,7.08
8842.885,24221.474,1975.307,15.56,15.92991257,3.66
8856.31,24220.955,1953.633,14.69,15.18859482,4.37
8960.924,24252.39,1996.617,14.54,15.08487225,7.16
8734.521,24300.761,2042.405,17.73,17.88471603,6.07
8748.858,24300.327,2009.387,16.15,16.17778778,8.38
8804.2,24365.009,2012.1,11.99,13.77513218,9.27
8807.668,24364.744,2005.456,10.04,12.88353348,8.27
8836.935,24362.464,1949.713,17.82,18.2678833,8.97
8893.539,24395.664,1958.242,13.97,14.83414936,7.03
8897.046,24395.417,1950.778,16.23,14.83414936,9.98
8966.49,24317.477,1958.97,8.99,11.0577383,5.4
9003.374,24252.242,1921.542,25.48,19.94334984,6.18
9134.86,24296.995,2013.845,20.37,19.62647247,3.69
8952.012,24318.582,2003.145,13.85,14.75224209,6.81
8956.229,24318.294,1990.324,15.73,14.92328072,6.56
8959.972,24317.988,1978.927,15.28,13.65893078,9.81
8916.173,24070.966,1900.628,12.41,14.88396263,3.68
8918.775,24070.815,1896.071,18.43,14.88396263,4.37
8921.746,24070.609,1890.862,17.23,14.75268555,7.63
8923.597,24070.474,1887.604,18.02,15.74875164,5.67
8953.526,24348.31,1862.128,19.01,19.60085678,8.05
9023.616,23903.9,1976.882,19.32,18.05122185,5.84
8501.429,24547.319,2167.918,14.93,16.16196442,6.31
9263.755,24358.377,2012.857,12.83,14.1879797,4.89
9185.224,24122.453,1988.79,10.5,13.76363945,5.12
8915.114,23826.561,2007.883,15.22,16.67343712,8.02
8922.179,24099.365,1909.951,12.02,13.04903603,4.93
8924.589,24099.355,1904.456,9.63,13.33753204,7.64
8907.185,24219.151,1872.245,15.33,14.75682735,6.21
8878.257,24226.568,1902.942,15.36,15.52575207,7.53
9006.772,24252.234,1915.71,14.14,19.9910717,3.68
8470.681,24548.674,2216.781,13.52,13.96269035,7.18
8939.214,24392.789,1861.248,16.4,16.47921371,9.21
9152.833,24174.47,1958.964,17.15,16.97361565,4.0
9155.836,24216.659,1940.159,19.28,18.49949265,6.35
8896.255,24222.602,1865.202,13.95,14.22500324,2.62
8899.503,24221.889,1858.479,12.92,14.42367172,7.51
9381.413,24277.62,2051.869,22.96,22.95999908,7.47
8949.715,23993.993,1945.289,16.96,16.6399765,6.5
8780.821,24002.892,2071.277,8.94,12.15849304,9.23
8782.457,24001.439,2063.323,10.64,11.59804726,4.76
8789.914,23994.595,2026.436,16.5,15.66906548,8.33
8796.043,23988.864,1996.075,13.81,14.00818729,9.1
9000.266,24091.429,2032.723,14.15,14.63816833,6.16
9012.104,24089.928,1994.807,18.28,16.98781204,8.23
9014.337,24089.653,1987.652,18.98,16.98781204,2.26
9071.058,24122.195,1986.204,14.17,16.78580475,6.27
9018.14,24089.179,1975.492,14.09,13.81177425,4.65
9020.374,24088.89,1968.338,10.68,13.3831358,6.38
9023.708,24088.436,1957.603,16.0,13.83135128,1.6
9025.481,24088.188,1951.876,13.31,13.83135128,5.69
9069.221,24122.256,1991.916,21.8,17.71321106,7.74
9074.273,24122.088,1976.209,15.55,15.32696438,5.94
8438.375,24571.334,2246.066,11.94,11.93999958,6.23
8490.368,24568.164,2158.372,23.42,18.42308998,7.51
8494.531,24567.853,2151.256,16.69,18.42308998,1.38
8485.449,24568.569,2166.781,19.32,18.88455963,1.36
