Este,Norte,Cota,recpe_og,recpe_val,distancia_m
8473.656,24569.378,2186.801,15.25,16.30571938,4.88
9254.922,24134.759,1977.219,16.37,15.78708458,5.23
8845.744,24167.205,1912.729,12.54,13.44194317,4.77
8967.604,24088.525,1989.915,15.57,15.4791851,3.7
8817.248,23969.413,2057.557,12.77,13.6281805,5.76
8974.29,24017.673,2066.891,21.37,17.18789291,6.82
9096.281,24138.756,2022.517,15.02,18.13535309,8.12
8978.692,24087.405,1962.061,12.01,12.43154812,5.87
8978.659,24016.451,2055.782,13.4,17.18789291,8.61
8980.577,24015.943,2050.922,11.29,13.72268772,6.57
8916.527,23921.421,2099.665,7.67,11.72345924,7.4
8943.819,23875.383,2120.34,11.7,12.88109779,3.25
8957.02,23875.251,2087.656,12.0,13.48162651,5.71
8946.499,23919.774,2033.397,11.22,12.74262428,3.24
8770.119,24028.886,2027.963,13.56,13.30645657,6.81
8686.214,24023.728,2025.475,10.99,14.36747169,8.07
9217.543,24286.36,2043.329,19.29,17.90616798,6.23
9154.38,24072.652,2140.141,9.0,12.50191402,2.72
9156.298,24072.587,2136.07,10.92,12.50191402,1.93
9158.217,24072.496,2132.001,11.06,12.50191402,6.37
8954.578,23919.209,2015.659,16.95,16.98035431,3.79
8940.445,23875.363,2128.684,10.49,12.88109779,7.97
9056.484,24610.344,1870.814,12.58,13.25238132,4.22
9060.01,24610.204,1862.535,13.29,13.15049362,7.4
8636.434,24052.389,2019.525,13.88,16.91809082,5.68
8731.587,24083.914,1976.15,18.73,17.20088577,6.15
8727.382,24087.657,1990.859,15.14,16.22873306,4.12
8739.743,24076.627,1947.411,12.55,14.92165947,7.98
8743.29,24073.451,1934.778,10.13,10.79933357,7.54
8688.517,24023.68,2019.13,12.46,13.88836288,5.44
8714.082,24022.434,1948.633,13.02,13.10759449,8.01
8718.166,24022.232,1937.351,10.69,13.10759449,8.02
8722.241,24022.013,1926.066,14.63,13.98614883,6.31
8786.477,23934.932,1944.028,15.18,15.09958649,3.33
8915.496,23950.1,2020.819,18.44,18.45832253,4.13
8919.536,23950.073,2011.946,20.17,18.45832253,7.57
8938.494,23950.251,1970.309,18.69,17.89368248,4.7
8947.112,23950.233,1951.434,15.77,16.86361313,6.81
8781.823,23935.904,1952.54,15.23,15.05423737,6.1
9161.416,24072.359,2125.219,12.6,11.9786644,4.5
9163.016,24072.298,2121.828,10.09,11.9786644,2.1
9165.9,24072.186,2115.726,9.18,11.9786644,6.84
9168.466,24072.085,2110.304,13.85,13.40188789,4.48
9173.623,24071.924,2099.469,14.05,13.61226463,7.13
9176.841,24071.794,2092.696,12.11,13.61226463,1.98
9180.068,24071.678,2085.927,15.56,15.40453815,8.26
8774.455,24024.665,1998.579,14.85,12.82091045,4.87
8775.724,24023.401,1989.759,11.83,12.97684956,4.74
8772.405,24026.661,2012.539,7.4,11.77374172,5.66
8773.274,24025.824,2006.662,12.07,12.82091045,4.81
8779.214,24020.024,1965.491,12.4,12.47729301,11.08
8781.53,24017.787,1949.308,9.57,11.14588165,9.29
9215.861,24070.657,2011.603,13.86,13.50106525,6.24
9220.123,24070.532,2002.835,12.9,13.15787601,5.27
9230.665,24070.33,1981.277,9.95,11.85415459,7.89
9028.363,24087.778,1942.571,16.25,13.83696651,3.38
9236.176,24268.846,1986.575,17.08,17.18835068,2.01
8543.622,24503.872,2175.539,14.69,14.12559986,7.97
9062.647,23829.304,2038.628,10.5,13.33754158,7.3
9073.204,23829.765,2020.481,14.09,12.22637272,4.43
9076.994,23829.874,2014.01,10.89,12.22637272,4.8
8973.732,23899.347,1979.303,15.73,16.15211868,9.73
8541.258,24506.154,2187.081,12.37,14.12559986,6.07
8506.298,24607.488,2208.563,11.82,12.69613934,6.5
9305.318,24450.593,2026.895,14.41,12.12946892,6.41
9293.23,24451.022,1999.443,11.97,11.71512604,4.99
9287.816,24451.222,1987.077,10.23,11.14467144,4.69
9279.395,24451.613,1967.844,14.0,13.85826683,7.61
9272.49,24451.766,1952.037,19.34,17.04203224,7.37
9302.892,24450.605,2021.408,10.71,17.62068367,5.42
9299.866,24450.734,2014.547,11.64,11.70946407,6.55
8831.345,23913.908,1921.888,18.18,17.83018112,9.27
8832.565,23913.803,1919.149,16.09,17.18911362,9.48
9057.372,23829.119,2047.705,22.66,17.69108963,4.14
9043.083,23870.764,2053.425,14.59,12.28230476,9.17
9047.573,23870.611,2042.298,8.69,12.28230476,9.01
8725.293,24021.845,1917.601,12.63,14.76257896,7.62
9198.513,24071.155,2047.364,12.48,12.22972393,3.76
8811.311,24128.952,1917.594,10.12,12.4879427,7.22
8816.785,24128.346,1904.452,15.69,14.20518494,8.29
8828.403,24127.12,1876.82,11.86,12.71411133,8.53
8838.937,24126.07,1851.982,14.55,16.06485748,7.56
8841.273,24125.82,1846.461,16.58,16.08169174,9.75
8970.574,24132.092,1904.999,12.93,13.06990623,8.72
8855.097,24166.407,1888.215,10.04,13.83120823,6.92
8857.495,24166.156,1881.911,16.14,13.83120823,4.47
8947.253,24214.686,1905.708,15.17,17.02877808,10.14
8954.556,24213.976,1890.929,13.29,16.63998413,9.24
9316.469,24319.931,2043.573,10.07,10.16064835,8.53
9195.265,24071.264,2054.124,9.87,12.22972393,6.74
8866.477,24270.471,1884.994,13.39,13.49152565,4.15
8885.621,24219.902,1906.517,15.44,16.16444016,6.55
8941.211,24130.146,1912.592,11.44,12.59222031,4.46
8830.285,23869.538,1919.39,14.41,16.40802765,10.92
8833.455,23869.214,1909.385,16.71,16.40802765,7.56
8905.095,23646.929,1975.309,15.9,15.22000027,15.41
8910.914,23641.085,1954.375,15.64,15.22000027,25.64
9052.065,23870.476,2031.171,8.54,11.68343353,7.73
9056.009,23870.267,2021.442,10.79,11.30367088,8.3
9209.19,24087.969,2030.146,13.98,14.66026878,4.83
9060.226,23870.151,2011.014,12.86,11.13651562,10.9
9203.414,24071.012,2037.239,15.69,15.55603504,5.21
9219.9,24078.087,1982.84,14.41,12.93128395,8.77
9321.064,24317.342,2033.641,11.09,12.72065926,6.34
8518.357,24535.207,2191.82,15.69,15.24458885,6.98
9031.208,23853.79,2037.9,13.02,14.14415359,9.12
9033.523,23853.765,2034.042,17.05,14.14415359,6.62
9036.97,23853.724,2028.238,12.27,14.14415359,7.8
9040.417,23853.68,2022.435,14.26,12.08632183,9.14
9045.014,23853.615,2014.698,11.45,12.08632183,6.73
9048.08,23853.566,2009.541,11.36,12.55087566,9.79
9051.927,23853.501,2003.102,11.18,11.14938259,6.77
9054.236,23853.461,1999.241,10.14,11.14938259,6.84
9056.929,23853.411,1994.734,9.9,10.53256416,9.54
8961.726,23981.918,1910.205,10.32,11.22117996,4.04
8969.57,23973.922,1887.297,13.36,13.51079369,9.23
8876.077,24164.252,1832.846,18.48,17.65160179,5.09
8646.497,24158.956,1988.626,15.31,16.47947693,4.01
9022.204,24167.736,1888.677,10.61,12.22142315,8.57
9024.878,24167.457,1880.878,13.5,12.22142315,5.22
8693.004,24223.079,1995.765,14.32,14.61060238,7.05
8699.736,24222.669,1978.27,14.0,14.17644405,7.47
8661.207,24271.382,2017.558,15.97,13.56154728,5.43
8771.917,24341.388,1983.746,13.49,14.40421772,4.98
9117.012,24344.766,1883.519,12.4,13.82079411,3.2
8677.358,24270.935,1983.718,13.64,14.35883808,5.63
8670.902,24271.122,1997.256,16.72,15.26386642,7.58
8673.808,24271.037,1991.164,10.8,14.35883808,5.23
8663.793,24271.303,2012.145,11.06,13.56154728,6.68
8708.051,24371.266,2038.544,12.04,17.33404541,6.88
8735.31,24370.994,1985.937,12.99,13.54860687,2.19
8614.124,24379.01,1992.622,18.88,18.87999916,8.33
9194.897,24406.244,1926.593,11.67,12.06892204,3.85
8752.847,24425.28,2002.721,11.36,13.59023762,7.54
8762.858,24425.181,1982.572,19.35,16.31014633,9.08
9011.326,24430.291,1851.785,11.02,11.35429001,4.35
8732.738,24437.315,2033.885,14.06,15.68992519,5.5
8736.876,24437.016,2026.754,18.16,15.68992519,7.55
9117.538,24510.469,1870.385,20.35,15.65697289,4.86
9118.606,24509.471,1867.765,11.34,15.65697289,4.12
9121.002,24507.214,1861.872,9.63,14.79877281,6.91
9122.859,24375.877,1883.094,14.19,13.05895138,4.04
9134.893,24363.279,1849.887,12.95,12.00683117,6.34
9136.585,24361.521,1845.239,10.24,12.00683117,8.45
9139.233,24358.71,1837.948,14.79,14.78999996,4.43
9141.639,24356.146,1831.323,20.27,10.57503319,7.16
8808.773,24729.575,2029.593,18.03,17.58276939,5.59
8810.76,24727.791,2025.073,7.66,17.11957932,9.76
8813.026,24725.759,2019.902,11.19,14.97236919,7.42
8817.882,24721.479,2008.917,9.2,11.71578312,8.08
8819.033,24720.48,2006.333,13.8,11.71578312,6.31
9061.054,24563.968,2009.049,15.81,22.30831528,8.42
9067.508,24557.872,1993.39,38.9,19.8634491,8.36
9070.154,24555.289,1986.865,12.02,16.62304688,5.63
9075.78,24549.959,1973.154,13.79,15.17002678,2.74
9079.791,24546.163,1963.353,13.43,17.2082653,9.87
9081.41,24544.66,1959.432,30.78,16.75579834,8.24
9083.831,24542.408,1953.547,12.8,16.75579834,6.41
9086.529,24539.921,1947.007,11.13,13.53642368,5.34
9016.245,24708.013,1982.281,9.7,11.20511818,7.69
9021.702,24702.388,1971.289,11.68,11.43184757,3.52
9025.951,24698.041,1962.728,11.31,12.19357777,6.94
9048.174,24676.017,1918.718,11.66,11.75200367,7.82
9051.265,24672.93,1912.621,12.22,13.00328255,3.76
9060.057,24664.395,1895.567,9.74,10.82282066,8.7
9075.951,24423.354,2011.529,7.89,8.99439049,8.42
9077.702,24421.717,2006.858,11.13,11.04726028,6.64
8865.737,24629.864,2019.274,14.13,14.02201462,3.05
8875.921,24619.887,1987.036,11.68,13.22246647,7.46
9112.566,24619.757,1968.018,12.37,12.85133266,8.87
9115.829,24616.684,1959.36,13.8,13.83542442,4.65
9118.809,24613.853,1951.353,14.66,13.83542442,7.36
9121.999,24610.754,1942.677,13.83,13.928792,3.48
8962.819,24662.835,1984.476,10.1,10.51260757,6.51
8968.225,24662.813,1975.474,11.09,11.49123001,6.89
8974.406,24662.809,1965.188,13.32,12.06831074,9.06
8889.461,24763.972,2009.553,12.51,12.35247612,8.47
8902.971,24763.923,1986.177,9.84,10.06374931,2.81
8920.921,24763.773,1954.972,11.23,12.09424973,4.96
8938.76,24763.653,1923.703,11.42,12.41987419,5.47
8825.364,24714.987,1992.121,10.96,11.06482697,5.27
8841.403,24700.765,1956.003,9.81,11.70350933,4.26
9030.198,24610.982,1932.982,13.15,12.93127537,7.44
9033.402,24610.952,1925.379,13.58,12.93127537,3.07
9038.347,24610.842,1913.628,10.93,12.31065369,3.9
9042.71,24610.727,1903.259,13.21,12.60948944,6.45
9047.672,24610.612,1891.515,11.61,12.60948944,6.82
9031.17,24775.329,1893.778,12.99,13.64589882,5.77
8919.965,24898.479,1913.068,10.54,11.64125061,5.09
8924.477,24898.492,1907.077,15.79,13.10229397,5.54
8933.065,24898.483,1895.706,12.67,12.45370007,2.82
8861.711,25025.261,1986.844,14.85,10.53999996,21.04
9002.93,24676.782,1995.881,16.31,17.25837326,8.15
9054.275,24676.26,1902.578,11.08,14.02453804,6.36
9058.611,24676.207,1894.692,14.93,14.02453804,5.89
8958.668,23853.98,2158.807,14.47,13.57367802,9.76
8964.426,23854.005,2149.143,12.24,13.34010792,7.34
8969.034,23854.026,2141.412,10.34,11.62437248,8.61
8971.719,23854.041,2136.9,8.77,11.67258167,7.34
8847.905,23879.948,2186.562,12.59,12.87871552,5.56
8849.716,23879.989,2181.634,15.27,12.87871552,5.4
8851.529,23880.029,2176.707,9.47,12.63575459,7.21
8853.603,23880.074,2171.077,8.1,10.75782108,4.62
8858.792,23880.171,2157.003,10.38,12.46303177,6.46
8862.169,23880.222,2147.857,16.09,12.39434052,6.08
8863.994,23880.246,2142.935,12.12,12.99023533,6.17
8865.826,23880.268,2138.015,11.44,12.99023533,2.93
8871.337,23880.334,2123.261,16.4,14.95953465,4.69
8873.95,23880.354,2116.23,14.29,14.95953465,6.97
8877.882,23880.378,2105.69,13.04,14.56233215,4.46
8879.989,23880.389,2100.072,15.75,14.56233215,9.4
9291.938,24379.4,2155.181,13.65,13.83467674,8.01
9294.915,24376.584,2143.903,13.49,12.88607311,7.6
9299.854,24371.764,2124.865,13.38,13.85320568,5.45
9057.842,24440.585,2060.239,9.44,9.82901478,7.81
9009.193,24300.667,2149.88,22.46,22.07107544,5.87
9243.957,24363.5,2202.451,11.03,15.76950932,7.85
9247.84,24361.067,2193.845,10.18,15.76950932,5.84
9249.977,24359.829,2189.212,26.76,21.7540741,8.67
9254.505,24357.074,2179.289,25.19,22.06024361,3.28
9285.306,24366.618,2145.205,12.3,14.06372643,9.38
9287.55,24364.498,2138.37,11.79,12.43156242,7.5
8694.422,24347.557,2216.346,7.22,9.04375362,6.38
8696.823,24347.366,2209.244,8.71,9.04375362,6.13
9158.636,24341.304,2215.953,22.6,16.28462219,5.16
9162.641,24337.538,2204.449,8.46,11.87833405,8.86
9164.294,24335.979,2199.716,11.67,11.87833405,6.92
9180.982,24320.411,2151.606,12.52,14.33589935,8.2
8711.615,24323.878,2216.735,10.37,11.58529949,17.0
8980.373,24344.277,2215.812,16.51,17.6590786,5.96
8997.988,24344.242,2173.589,18.09,17.13000107,7.0
9005.987,24344.169,2154.172,12.4,17.13000107,2.56
8692.703,24425.796,2125.253,15.66,15.67116833,7.6
9140.58,24459.439,2104.53,13.67,14.66529465,6.14
9142.913,24457.177,2096.947,9.35,13.49532795,7.24
9153.77,24446.729,2061.79,14.27,14.56316948,1.62
9157.78,24442.812,2048.688,13.64,14.35738659,5.58
9274.985,24344.448,2134.321,11.16,13.04719639,3.73
9277.718,24342.803,2128.372,13.02,14.29524326,6.48
9280.146,24341.342,2123.084,12.73,14.46706295,5.02
9282.871,24339.699,2117.131,17.9,14.46706295,6.42
9368.543,24449.264,2168.679,14.3,18.64699936,13.71
9365.747,24449.329,2162.535,12.52,18.64699936,11.98
9362.958,24449.408,2156.389,15.65,18.00681114,9.06
9354.964,24449.71,2138.606,9.5,16.43688011,10.27
9332.63,24276.319,2178.81,28.68,24.47105789,7.58
9098.067,24298.964,2181.594,15.34,16.46047974,3.52
8890.077,24322.617,2191.164,15.85,16.33428192,9.39
8624.5,24575.835,2215.167,14.84,17.01999283,7.2
8681.934,24577.886,2108.973,23.68,21.69219017,5.73
8708.183,24578.686,2060.08,13.41,15.11758804,5.53
8927.776,24627.605,2044.265,12.45,13.26701546,4.26
9162.051,24355.755,2211.839,13.49,14.314641,3.49
9168.711,24355.912,2198.4,10.72,11.90620041,4.14
9172.038,24356.017,2191.679,11.02,12.18451118,6.7
9205.956,24320.812,2201.051,19.23,17.9813385,7.63
9207.503,24320.669,2196.036,21.88,17.9813385,7.42
8880.615,24322.973,2219.631,11.97,16.55536842,10.08
8718.327,24370.195,2177.004,13.75,15.33650589,6.83
8724.865,24369.827,2164.347,12.31,13.10785961,4.14
8714.106,24472.251,2192.373,10.89,11.86233521,7.39
8721.882,24471.851,2179.553,14.25,15.54255867,7.09
8726.587,24471.714,2171.882,14.98,14.63587379,7.43
