Este,Norte,Cota,Rec_Peso_PND25_(%),Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore,origen,pred_nscore_knn,pred_nscore_xgb
8805.691220766592,25724.223629087923,1545.6561246658666,,,0,,relleno,-0.18930778247045138,-0.07184968
8910.358014956346,25699.591995939438,1436.476202857855,,,0,,relleno,-0.2723891519654845,-0.090142965
8858.844621283293,25768.016570256583,1453.8899942926987,,,0,,relleno,-0.17374835770562713,-0.17942886
9040.164295462831,25181.97333855464,1654.509361973916,,,0,,relleno,0.23297212074525767,0.16062759
8825.312991599947,25747.722465831102,1496.105736003973,,,0,,relleno,-0.2239229329744057,-0.7741684
9000.994978419383,25774.482215414948,1575.6056527688263,,,0,,relleno,-0.07053698378196047,-0.33312047
8970.457047236094,25160.586264090813,1339.6898649542866,,,0,,relleno,-0.4791787001344227,-1.2842865
8980.316548191038,25052.909603596985,1825.991377479144,,,4,,relleno,-0.8106375477963041,-0.042619515
9077.72891049751,24725.95488951154,1739.5067399982245,,,0,,relleno,0.12292442781769752,-0.008739664
9125.960072581816,24613.34027822233,1479.9396625097888,,,0,,relleno,0.24819357745498646,-0.13474362
8969.926310965311,26172.005863899554,1607.6307695218093,,,0,,relleno,0.12853419983938555,-0.45658106
8911.776098291673,25504.39581328216,1471.3694623687654,,,0,,relleno,-0.34508319119546355,-0.46287757
8996.690487280172,25051.591840662742,1446.360925919193,,,0,,relleno,-0.08581666208378119,0.1078906
9092.392528536097,24950.79908858573,1662.616910779837,,,0,,relleno,0.12292442781769752,0.06313624
8827.336255950258,25699.456570949493,1414.7031382678715,,,0,,relleno,-0.35796297237316643,-0.097010285
9035.253088833868,24947.703753964382,1555.0861989738278,,,0,,relleno,-0.18671109765856347,0.11358891
8907.22992395978,24987.054843393547,1298.808550461791,,,0,,relleno,-0.9524586647432054,-1.2883071
8866.511900643958,24764.755526708985,1484.4601694049863,,,0,,relleno,-0.3327899201004584,-0.6488801
8996.082622052994,25655.00510727185,1526.337677925293,,,0,,relleno,-0.49818521250562864,-0.20358416
8906.021967460809,24487.289532201645,1602.811413416939,,,0,,relleno,1.5241148411953827,-0.48600784
8842.27597457243,25412.33336519444,1289.3330342373051,,,0,,relleno,-0.9524586647432054,-0.9824494
9071.98097168048,25094.18804018706,1476.2946557153791,,,0,,relleno,-0.18671109765856345,-0.26446012
8831.219214576522,25913.78430645729,1387.0008934001255,,,0,,relleno,-0.35796297237316643,-0.15957507
8780.489801896598,25642.32872353344,1301.304360139601,,,0,,relleno,-0.6378381177150686,-0.59771854
8975.658495808704,25241.99710846769,1458.3098272044592,,,0,,relleno,-0.3568413386555111,0.20859607
9004.555053373128,25259.69347242463,1715.379243066648,,,0,,relleno,0.4375050544600677,0.391536
9056.079584357867,25338.330095472094,1596.9630349798829,,,0,,relleno,0.16603255638742587,-0.2029563
8766.70084363921,26112.799400726704,1358.889233196447,,,0,,relleno,-0.45298817525398294,-0.344776
9143.85129333637,25247.25266613144,1615.4756791664047,,,0,,relleno,0.1963392874391176,-0.48313323
8883.240527878863,24890.01996823,1506.746459347015,,,0,,relleno,-0.08581666208378122,-0.48134914
8991.277634922879,24634.69706973833,1414.2263914491468,,,0,,relleno,0.07281924562005294,0.38697994
8919.937532032385,25423.63704909393,1628.442519673112,,,0,,relleno,0.06760082950019998,0.4301763
8956.533237381042,25140.936398374797,1328.0763398681656,,,0,,relleno,-0.7796740910225083,-1.4115801
8792.42680466704,25488.67403998097,1436.574380066451,,,0,,relleno,-0.20660556722874696,-0.22443192
8838.187910751023,25974.53808748164,1511.6110259582908,,,0,,relleno,-0.17374835770562713,-0.4147848
9056.48932246074,24907.89203143253,1419.193599096992,,,0,,relleno,-0.5544109448105836,-0.09742131
8994.489476713281,24815.5959105521,1339.169078841173,,,0,,relleno,-0.8773376732308696,-1.1800683
8961.104975020055,24319.05822007393,1502.5573431730204,,,0,,relleno,1.547671443907836,0.9382696
8978.155480491589,24881.991381358217,1531.192634113007,,,0,,relleno,0.30886008662684483,-0.048415028
8826.568365893298,25251.381472832654,1290.7836219964288,,,0,,relleno,-0.9524586647432054,-1.1107005
8994.410153881461,26297.54622265992,1622.9970045655518,,,0,,relleno,0.3220301707318017,-0.41244864
8994.123883957893,25412.850141723087,1632.809216039579,,,0,,relleno,0.27841416613827485,0.43568343
9156.352498248503,25148.915062177097,1615.555706378822,,,0,,relleno,-0.0917141432619909,-0.5392282
9081.271652081286,24756.11897427705,1630.3010456519814,,,0,,relleno,0.5507621697815523,0.34113806
8997.194761647173,25545.62874982916,1595.0288670301204,,,0,,relleno,-0.08199863466338497,-0.22053072
9156.014816100804,24979.029863316755,1689.1160384877014,,,0,,relleno,0.12292442781769752,-0.15397128
9132.281631576196,24375.79454549461,1532.6604693544418,,,0,,relleno,0.9441092529078375,0.23617713
8964.455612193726,25031.601572763087,1318.6071305502596,,,0,,relleno,-0.7796740910225083,-1.1849017
8944.34830596007,25103.098764419537,1559.5021576417548,,,0,,relleno,-0.18243440698506436,0.12141988
8893.375271883788,26197.7910328124,1512.7210599970042,,,0,,relleno,-0.3734692536972012,-0.8386313
8804.588321519192,25298.505052277844,1378.9095206472905,,,0,,relleno,-0.41442796570029056,-0.34653708
9150.293545375916,24624.10999256397,1516.770418921656,,,0,,relleno,0.16621262876031542,-0.2484786
9088.092827588714,24331.325946628134,1549.5222976912587,,,0,,relleno,1.3269186648958429,0.4294314
8941.25123180914,25963.71312931517,1501.1130382627591,,,0,,relleno,-0.46295395230791564,-0.5088124
9153.8496379322,25084.825770179577,1583.8487397495148,,,0,,relleno,0.0010383451781080244,0.039119687
9077.361018038866,25903.1567933588,1609.26799099882,,,0,,relleno,-0.09395607695851753,-0.26529333
9039.98649699076,24733.924010183044,1570.480356442513,,,0,,relleno,1.0481801515129048,0.23448734
8934.104656600737,25099.695779669728,1542.1016104961482,,,0,,relleno,-0.5188745241075875,-0.05674665
8868.594967727435,25710.51579403813,1644.617503959727,,,0,,relleno,-0.11366281241370575,-0.29263112
9011.748823556554,24883.78079519302,1659.9615093547168,,,0,,relleno,0.23297212074525767,0.15516555
8991.756358715013,26348.06982430288,1641.7831950409511,,,0,,relleno,0.3220301707318017,-0.06715149
8778.903452752978,25101.283272893077,1482.162511345365,,,0,,relleno,0.017856713197391183,-0.061191272
8998.944829202777,24962.06159238715,1695.5464449060646,,,0,,relleno,0.2570819597173291,0.16248526
8974.423603110678,25617.088435633104,1563.449938446659,,,0,,relleno,-0.34494003336943946,-0.05072165
8880.683956191573,24900.696893739238,1480.314656281224,,,0,,relleno,-0.08581666208378122,-0.21926421
9110.859240531085,25611.7421776594,1661.7158550617062,,,0,,relleno,-0.02757206007638533,0.042949997
8984.495189094841,24659.87438989044,1464.897859607899,,,0,,relleno,0.7196591452075027,0.33191207
9090.861761316672,25241.62603444587,1623.9331412449133,,,0,,relleno,0.3342626339191226,0.0069369366
9119.912374800402,24925.556666702047,1527.625440411059,,,0,,relleno,0.6730664274890577,-0.19587351
9095.02721949271,24576.07473800119,1538.9196742778774,,,0,,relleno,0.9441092529078375,0.11578215
9042.292860640602,25402.685261201303,1612.0876992666538,,,0,,relleno,0.096239289126548,-0.3372967
9039.09777999659,25659.39634760462,1525.34138474859,,,0,,relleno,-0.39994510965459584,-0.2756911
9053.846487106057,25697.51857507469,1661.1774648424876,,,0,,relleno,0.1546028169353415,-0.13856135
9027.352319499012,25277.49165100359,1502.9177181525588,,,0,,relleno,-0.5188745241075875,-0.24292652
8879.33584485683,25096.13903219835,1675.7609014440218,,,0,,relleno,0.25375128677304554,0.3004047
9000.119713747337,25877.570627344005,1595.4595501236083,,,0,,relleno,0.1445488040480901,-0.22573699
8972.14364127651,25168.272538725403,1746.9713872792815,,,0,,relleno,0.3272485751830848,0.19791672
9068.839151415656,24855.650548197515,1501.0048490178672,,,0,,relleno,0.4989063661955096,-0.24561447
9004.88701463077,24606.18907124175,1455.519434892176,,,0,,relleno,1.1648620319198306,-0.030241074
9032.32498526964,25340.72209868592,1780.0695993998245,,,0,,relleno,0.3685288502611658,0.060776096
8849.60952165997,25711.22265006411,1470.8216464164468,,,0,,relleno,-0.2239229329744057,-0.60777336
9108.093686823078,25313.665036203736,1697.325409677144,,,0,,relleno,-0.01701224119859677,0.22787158
9110.974669645777,25235.18360175798,1614.4687607328592,,,0,,relleno,0.33426263391912253,-0.040666252
9045.47417974164,25204.382571382783,1593.5273824384844,,,0,,relleno,-0.10482260299007728,-0.09428396
8928.02725197298,25308.67025060002,1360.043575282574,,,0,,relleno,-0.4791787001344227,-0.18177065
8906.186235786145,25492.30286994822,1622.5449993494362,,,0,,relleno,0.0676008295002,-0.23203565
9128.314378299405,24378.018885864218,1660.359552433442,,,0,,relleno,0.38384775716611336,0.11983683
9065.423236257682,26154.777091413114,1674.9765577236574,,,0,,relleno,-0.05390496447045188,0.022922073
8974.873311564623,24393.42410690428,1552.976917324857,,,0,,relleno,1.547671443907836,0.39360365
8999.046137636304,25808.20262656382,1561.0379022026625,,,0,,relleno,-0.150283444501681,-0.29149497
9030.476696005417,24453.59790575164,1621.3203500197778,,,0,,relleno,1.3269186648958429,-0.42838237
8933.867449242884,25024.91499589909,1575.744973516779,,,0,,relleno,-0.18243440698506436,-0.024769124
8732.386311227374,25596.391356436896,1382.6375395605785,,,0,,relleno,-0.3016307701095635,-0.57457083
8997.185027823602,24897.318499120654,1431.366700852726,,,0,,relleno,-0.12563391080327727,0.13738076
9005.746424331977,24871.60404644093,1346.4674755945714,,,0,,relleno,-0.8557427862945705,-1.2596695
8945.324738458796,25230.813497788964,1650.9935259903723,,,0,,relleno,0.3746808947939545,0.4459869
8897.313059490029,24818.13213604704,1325.0848615826026,,,0,,relleno,-0.6962169618716556,-1.4334717
8965.903368632777,25293.870451729195,1502.8810729738211,,,0,,relleno,-0.3568413386555111,-0.23615266
8845.974579155552,25724.72179022911,1480.1096125308802,,,0,,relleno,-0.2239229329744057,-0.59971446
8960.485273923754,24523.46201548353,1615.042683782924,,,0,,relleno,1.4926784688476993,0.025522996
8940.217797190782,24666.512641304773,1602.1219506389357,,,0,,relleno,0.7582420484188066,0.14674523
8869.968790427272,25377.778666382805,1355.5707140942775,,,0,,relleno,-0.513391376175178,-0.40009248
8873.529680983816,25150.256587913467,1642.991641989553,,,0,,relleno,0.1833813186494126,0.30020663
8906.869683245995,25368.9939480074,1520.342329459571,,,0,,relleno,-0.3450831911954636,-0.39437777
8992.097304137431,24780.2734337829,1600.9582209124464,,,0,,relleno,0.6149746755684975,-0.078552574
8976.20542948503,25238.264237499177,1552.1202616263924,,,0,,relleno,-0.18243440698506438,0.39106897
9113.742578969684,24554.462913708576,1656.35384323768,,,0,,relleno,0.23676348994228183,0.46320984
9040.662446299217,25953.22670091956,1723.3012681037612,,,0,,relleno,0.21618589964475515,-0.016460057
8802.774523495213,26053.834507349016,1394.9102056860322,,,0,,relleno,-0.3579629723731664,-0.20077668
9091.10298606686,24985.094972308078,1554.0469223177502,,,0,,relleno,0.2321652635804921,0.26027882
8973.157504296942,24765.08354920341,1784.2062241376134,,,0,,relleno,0.6960333991475591,-0.02550625
8877.558689614898,24782.08319236427,1517.487335034317,,,0,,relleno,-0.0858166620837812,-0.4171576
9181.827164102044,24545.65518118424,1548.872203128703,,,0,,relleno,0.16621262876031545,0.41656157
9037.862033187155,26240.148471297274,1665.7472933940762,,,0,,relleno,-0.07807983132350553,-0.08119752
9008.446983680968,25213.33364075494,1625.9183250687015,,,0,,relleno,0.2329721207452577,-0.017359922
8887.385349256403,25890.109817491106,1465.467978621056,,,0,,relleno,-0.17374835770562708,-0.5307556
8955.948299078958,24960.176115079088,1783.7873238830598,,,0,,relleno,0.35495409011482687,0.13384521
8843.68700129874,25449.12217534496,1442.059688780802,,,0,,relleno,-0.3623809759537592,-0.28287536
9024.089812654944,25126.710149441136,1392.8865474009742,,,0,,relleno,-0.4839756351802279,-0.15917091
8915.99897342531,26070.76683066652,1581.8083839675032,,,0,,relleno,-0.07542062823912779,-0.0315772
9052.234539337296,25064.814758775075,1530.6258173955532,,,0,,relleno,-0.18671109765856347,0.68031394
9060.416430107312,25024.047333630697,1698.4655036991485,,,0,,relleno,0.17517753490486002,0.12052473
8937.399051381904,26006.86868025697,1532.318765464874,,,0,,relleno,-0.5483066443336178,-0.18106589
8891.23647840793,24857.508884164377,1345.06180081225,,,0,,relleno,-0.6962169618716556,-0.8976676
9038.619264477327,25053.094971739934,1698.194731115584,,,0,,relleno,0.25708195971732917,0.31273702
9169.985723550146,24558.092212969863,1668.6867527829354,,,0,,relleno,0.06984907732684278,0.21171454
8991.875576033352,25110.23050466957,1407.460633917513,,,0,,relleno,-0.08581666208378122,0.1881607
9125.31487258928,24746.81290770778,1585.0149347749852,,,0,,relleno,0.0010383451781080244,0.22206536
8968.306099254534,24364.357435458947,1515.7070147787183,,,0,,relleno,1.547671443907836,-0.037400085
9016.21060061161,25666.627335316403,1683.923827100481,,,0,,relleno,0.1546028169353415,0.21735106
9064.407157095757,25800.496494504318,1655.1692695365628,,,0,,relleno,-0.10326903276903762,-0.34849945
9079.573422524094,24290.484264822346,1519.676358437864,,,0,,relleno,1.4331820655859921,0.41253322
8793.740228530032,25801.10121242612,1378.963739312189,,,0,,relleno,-0.3579629723731664,-0.34104782
8889.83290438898,24766.485828470803,1437.530958827238,,,0,,relleno,-0.3327899201004584,-0.08507219
8988.508236905212,24948.899103455493,1585.126125293233,,,0,,relleno,-0.14463985170957333,-0.011672485
9156.743118608274,25249.24698433552,1618.3054600134722,,,0,,relleno,-0.0917141432619909,-0.47034672
8839.347162500344,25097.291083788383,1565.405587592145,,,0,,relleno,-0.35979287710185026,0.13396616
8977.785766027078,24990.115280586284,1643.3359156442834,,,0,,relleno,0.23297212074525767,0.32135656
8913.607115333743,25418.99931322132,1400.3984851292637,,,0,,relleno,-0.49987626720392875,-0.080674276
8981.865518170262,24770.95787778765,1509.7753031156717,,,0,,relleno,0.37530623859749823,-0.37027073
8995.996371362113,26416.643301105752,1599.2887449998757,,,0,,relleno,0.12853419983938555,-0.35074005
9192.071984763934,24643.99534151991,1582.1911404469151,,,0,,relleno,0.001038345178108023,0.0032494743
8983.393465249994,26645.568941548798,1619.2752910512077,,,0,,relleno,0.12853419983938555,-0.6388925
8937.525531772815,25918.80762429096,1694.3477939679124,,,0,,relleno,0.3541577029968547,0.33051047
8886.607231967899,24660.734031687007,1478.1983529292563,,,0,,relleno,-0.3327899201004584,-0.2638419
9076.118451323877,24911.69171693857,1626.6476150830126,,,0,,relleno,0.3958485889565444,0.2691606
9004.920055429178,24386.92280507932,1320.868960018884,,,0,,relleno,-0.2316014640671828,-1.105008
8910.239009776671,24528.97347480223,1676.1963888996297,,,0,,relleno,0.9674511142597311,0.27942848
9093.878800625196,24732.138927333854,1554.0048270520297,,,0,,relleno,0.9441092529078375,0.32007673
8918.896705285591,25128.13756162776,1349.374148360578,,,0,,relleno,-0.4791787001344227,-1.4056478
8888.915442230182,25314.61710515447,1486.492349239215,,,0,,relleno,-0.3277658254498048,-0.56157106
8918.255756935381,25307.52450771422,1700.7777251962827,,,0,,relleno,0.4118091929817188,0.41631985
8849.7872884488,25930.10288523506,1401.8856760270644,,,0,,relleno,-0.35796297237316643,-0.18213134
9076.8898262938,25123.93809660766,1659.5859944820768,,,0,,relleno,0.33426263391912253,0.19559753
8987.850471606562,24798.26089340846,1318.4248452386323,,,0,,relleno,-0.8773376732308696,-1.219609
8989.825833640627,25238.489343760342,1571.9420438489412,,,0,,relleno,-0.18243440698506436,0.41960824
8850.28667065685,25130.65392418873,1555.838992109471,,,0,,relleno,-0.36927505994400256,0.20367685
8949.19469492162,25923.094520310788,1474.7496835093852,,,0,,relleno,-0.4128325204799264,-0.6799696
9002.160832567346,24502.154660841617,1751.039584781056,,,0,,relleno,0.5643577076777353,-0.17827241
8946.476174150333,24812.92806424935,1759.793434638229,,,0,,relleno,0.7022810541577402,0.03846102
8851.53952519394,24721.91715396919,1591.552146470845,,,0,,relleno,-0.31536967189108783,-0.2733821
9198.022895800435,24458.27008402211,1605.3450441692962,,,0,,relleno,0.001038345178108023,-0.6945901
8962.947048338287,25035.3206220746,1772.574748772059,,,0,,relleno,0.35495409011482687,0.19843042
8937.521709704215,24925.299983757588,1739.8107284387956,,,0,,relleno,0.3317177837616839,0.3468207
8831.078710850392,25279.83697579495,1437.822368901448,,,0,,relleno,-0.5344914177078831,-0.5139757
8966.78592448214,25390.09319151058,1671.4027162340708,,,0,,relleno,0.5318168072640549,0.21672705
8992.809787231059,24806.957842488493,1583.8390372945632,,,0,,relleno,0.6149746755684975,0.14228205
8698.350936737987,25662.6762957164,1295.8517384463132,,,0,,relleno,-0.6378381177150686,-1.0482925
8981.40470867894,24621.45455454829,1563.698851730186,,,0,,relleno,1.5372529641910595,0.13210647
8999.928114498658,24852.06213588175,1605.1541514697722,,,0,,relleno,0.4617887007679302,-0.18066789
8960.348041034009,24671.74368000081,1576.311316832307,,,0,,relleno,1.2048118497761346,0.3005219
8875.749422373428,25732.62254784049,1351.803917033289,,,0,,relleno,-0.4791147442235628,-0.76185966
8795.645814364185,25022.263598609545,1486.724763635476,,,0,,relleno,-0.20724187449192616,-0.50676143
8909.228872414757,25864.45511245924,1587.870141388444,,,0,,relleno,-0.20022421366302176,-0.039818503
9029.362908187555,24433.5673761334,1302.729456311941,,,0,,relleno,-0.2316014640671828,-1.1630685
8861.109219696533,25412.211991702552,1304.5358210208085,,,0,,relleno,-0.513391376175178,-0.94111866
8893.936953912686,25168.367572898984,1536.3252426881209,,,0,,relleno,-0.36927505994400256,-0.3729301
8948.073630865012,25031.968507485624,1710.0574014798915,,,0,,relleno,0.2587793250523328,0.27311927
9032.87618007646,25028.584182876493,1561.3656801660788,,,0,,relleno,-0.1495234961667406,0.18907349
8886.44717361346,25084.435131606315,1556.0473424959569,,,0,,relleno,-0.36927505994400256,-0.04113634
8913.906538354217,24905.34969035757,1455.9486462450882,,,0,,relleno,-0.3327899201004584,0.22774968
8859.718815476861,26172.701979892205,1521.6944935848674,,,0,,relleno,-0.17374835770562713,-0.6733453
8897.41556053373,25397.736310817643,1607.869112408785,,,0,,relleno,0.13739409676107786,-0.35520113
8961.849179244125,24618.672222274046,1495.3682008833275,,,0,,relleno,1.100740951171067,-0.102669805
8994.407783298235,25531.20107237237,1530.2383964570597,,,0,,relleno,-0.4682091939642469,0.09331697
8895.245094032256,25068.73292998464,1516.9014472162291,,,0,,relleno,-0.3568413386555111,-0.6102045
9000.222088918252,24671.08928839595,1635.5311622242016,,,0,,relleno,0.7858525693945886,0.56386876
9032.671013130028,24299.916618094067,1599.751930365269,,,0,,relleno,1.3269186648958429,1.4726914
8932.406354418586,24980.2204327403,1562.8907661949777,,,0,,relleno,-0.18243440698506436,0.07582004
8976.109775496008,25891.47921035223,1617.3625513026095,,,0,,relleno,0.14454880404809012,-0.047895636
8860.84664387061,25882.865829793634,1390.6672495463151,,,0,,relleno,-0.35796297237316643,-0.21722776
