xcentre,ycentre,zcentre,recpe,ue
9015.0,24717.5,1417.5,12.37617683,2
9015.0,24702.5,1417.5,12.60657883,2
9005.0,24702.5,1417.5,12.37617683,2
9005.0,24717.5,1417.5,10.60000038,2
9005.0,24717.5,1432.5,12.37617683,2
9015.0,24717.5,1432.5,12.47753906,2
9005.0,24702.5,1432.5,12.47753906,2
9025.0,24717.5,1417.5,12.60657883,2
9025.0,24702.5,1432.5,12.47753906,2
9025.0,24702.5,1417.5,12.60657787,2
9035.0,24717.5,1432.5,12.47753906,2
9035.0,24717.5,1417.5,12.60657787,2
9035.0,24702.5,1417.5,12.60657692,2
9025.0,24717.5,1432.5,12.47753906,2
9035.0,24702.5,1432.5,12.60657692,2
9045.0,24702.5,1432.5,12.60657692,2
9045.0,24717.5,1432.5,12.60657692,2
9045.0,24717.5,1417.5,12.70206261,2
9055.0,24702.5,1432.5,12.70206261,2
9045.0,24702.5,1417.5,12.70206261,2
9055.0,24717.5,1417.5,14.60000038,2
9065.0,24702.5,1417.5,14.60000038,2
9075.0,24702.5,1432.5,14.60000038,2
9065.0,24702.5,1432.5,14.60000038,2
9085.0,24702.5,1417.5,14.60000038,2
9095.0,24702.5,1417.5,14.60000038,2
9095.0,24717.5,1417.5,14.60000038,2
9095.0,24717.5,1432.5,14.60000038,2
9095.0,24702.5,1432.5,14.60000038,2
9085.0,24717.5,1417.5,14.60000038,2
9115.0,24717.5,1417.5,14.60000038,2
9105.0,24702.5,1432.5,14.60000038,2
9105.0,24702.5,1417.5,14.60000038,2
9115.0,24702.5,1432.5,14.60000038,2
9115.0,24702.5,1417.5,14.60000038,2
9115.0,24717.5,1432.5,14.60000038,2
9105.0,24717.5,1417.5,14.60000038,2
9105.0,24717.5,1432.5,14.60000038,2
9135.0,24702.5,1417.5,14.60000038,2
9135.0,24702.5,1432.5,14.60000038,2
9125.0,24717.5,1417.5,14.60000038,2
9125.0,24702.5,1432.5,14.60000038,2
9125.0,24702.5,1417.5,14.60000038,2
9135.0,24717.5,1432.5,14.60000038,2
9135.0,24717.5,1417.5,14.60000038,2
9125.0,24717.5,1432.5,14.60000038,2
9145.0,24717.5,1432.5,14.60000038,2
9145.0,24702.5,1417.5,14.60000038,2
9145.0,24702.5,1432.5,14.60000038,2
8855.0,24747.5,1417.5,19.10000038,2
8845.0,24732.5,1417.5,19.10000038,2
8845.0,24747.5,1417.5,19.10000038,2
8855.0,24732.5,1432.5,19.10000038,2
8855.0,24732.5,1417.5,19.10000038,2
8865.0,24747.5,1432.5,19.10000038,2
8865.0,24747.5,1417.5,19.10000038,2
8875.0,24732.5,1432.5,19.10000038,2
8875.0,24732.5,1417.5,19.10000038,2
8865.0,24732.5,1432.5,19.10000038,2
8865.0,24732.5,1417.5,19.10000038,2
8875.0,24747.5,1432.5,19.10000038,2
8875.0,24747.5,1417.5,19.10000038,2
8885.0,24732.5,1432.5,19.10000038,2
8885.0,24732.5,1417.5,19.10000038,2
8895.0,24747.5,1432.5,14.5889349,2
8885.0,24747.5,1432.5,19.10000038,2
8895.0,24732.5,1417.5,19.10000038,2
8895.0,24732.5,1432.5,14.5889349,2
8885.0,24747.5,1417.5,19.10000038,2
8895.0,24747.5,1417.5,15.06604767,2
8905.0,24732.5,1417.5,14.86313915,2
8905.0,24732.5,1432.5,14.58893585,2
8915.0,24732.5,1417.5,14.5889349,2
8915.0,24747.5,1432.5,17.11130905,2
8905.0,24747.5,1432.5,14.58885002,2
8905.0,24747.5,1417.5,14.86313915,2
8915.0,24747.5,1417.5,14.58887672,2
8915.0,24732.5,1432.5,17.11580276,2
8935.0,24747.5,1417.5,14.57360744,2
8935.0,24747.5,1432.5,17.04635239,2
8925.0,24732.5,1417.5,14.5889349,2
8925.0,24747.5,1432.5,17.08354568,2
8935.0,24732.5,1432.5,17.11476707,2
8935.0,24732.5,1417.5,14.58893585,2
8925.0,24732.5,1432.5,17.11579704,2
8925.0,24747.5,1417.5,14.58577538,2
8945.0,24732.5,1417.5,14.58886814,2
8955.0,24732.5,1432.5,17.13790321,2
8955.0,24732.5,1417.5,14.58803368,2
8945.0,24747.5,1432.5,16.94740295,2
8955.0,24747.5,1432.5,16.8527813,2
8945.0,24747.5,1417.5,17.08384895,2
8955.0,24747.5,1417.5,17.06231117,2
8945.0,24732.5,1432.5,17.14426994,2
8965.0,24732.5,1432.5,17.05584145,2
8975.0,24747.5,1417.5,17.03767586,2
8975.0,24747.5,1432.5,16.71860504,2
8965.0,24747.5,1432.5,16.79442215,2
8975.0,24732.5,1417.5,14.58585548,2
8975.0,24732.5,1432.5,15.66400528,2
8965.0,24747.5,1417.5,17.04463577,2
8965.0,24732.5,1417.5,14.58670807,2
8995.0,24732.5,1432.5,15.66724205,2
8985.0,24747.5,1432.5,15.44482708,2
8995.0,24747.5,1417.5,10.60000038,2
8985.0,24747.5,1417.5,14.50670147,2
8995.0,24747.5,1432.5,15.51722431,2
8985.0,24732.5,1432.5,15.66462135,2
8985.0,24732.5,1417.5,10.59999943,2
8995.0,24732.5,1417.5,10.60000038,2
9005.0,24747.5,1432.5,15.58781147,2
9005.0,24732.5,1417.5,10.59999943,2
9005.0,24732.5,1432.5,15.67076397,2
9015.0,24747.5,1432.5,10.60000038,2
9015.0,24747.5,1417.5,10.60000038,2
9015.0,24732.5,1432.5,12.47625637,2
9015.0,24732.5,1417.5,10.60000038,2
9005.0,24747.5,1417.5,10.60000038,2
9025.0,24732.5,1432.5,12.4774456,2
9025.0,24747.5,1417.5,10.60000038,2
9025.0,24747.5,1432.5,12.45895195,2
9035.0,24732.5,1432.5,12.47753906,2
9035.0,24732.5,1417.5,12.60657883,2
9025.0,24732.5,1417.5,12.37617683,2
9045.0,24747.5,1417.5,12.60657883,2
9055.0,24747.5,1432.5,12.60657692,2
9055.0,24747.5,1417.5,12.70206261,2
9065.0,24747.5,1417.5,14.60000038,2
9065.0,24732.5,1417.5,14.60000038,2
9075.0,24747.5,1417.5,14.60000038,2
9075.0,24732.5,1417.5,14.60000038,2
9075.0,24747.5,1432.5,14.60000038,2
9085.0,24732.5,1432.5,14.60000038,2
9095.0,24732.5,1417.5,14.60000038,2
9095.0,24732.5,1432.5,14.60000038,2
9085.0,24747.5,1432.5,14.60000038,2
9085.0,24747.5,1417.5,14.60000038,2
9095.0,24747.5,1432.5,14.60000038,2
9105.0,24747.5,1417.5,14.60000038,2
9115.0,24732.5,1417.5,14.60000038,2
9115.0,24732.5,1432.5,14.60000038,2
9115.0,24747.5,1432.5,14.60000038,2
9115.0,24747.5,1417.5,14.60000038,2
9105.0,24732.5,1432.5,14.60000038,2
9105.0,24747.5,1432.5,14.60000038,2
9105.0,24732.5,1417.5,14.60000038,2
9125.0,24747.5,1432.5,14.60000038,2
9135.0,24732.5,1432.5,14.60000038,2
9125.0,24732.5,1417.5,14.60000038,2
9125.0,24732.5,1432.5,14.60000038,2
8835.0,24762.5,1417.5,19.10000038,2
8855.0,24777.5,1417.5,19.10000038,2
8855.0,24762.5,1417.5,19.10000038,2
8855.0,24762.5,1432.5,19.10000038,2
8845.0,24762.5,1417.5,19.10000038,2
8875.0,24762.5,1432.5,19.10000038,2
8875.0,24777.5,1432.5,19.10000038,2
8865.0,24777.5,1417.5,19.10000038,2
8875.0,24777.5,1417.5,19.09999847,2
8865.0,24777.5,1432.5,19.10000038,2
8865.0,24762.5,1432.5,19.10000038,2
8865.0,24762.5,1417.5,19.10000038,2
8875.0,24762.5,1417.5,19.10000038,2
8895.0,24762.5,1417.5,15.06604767,2
8895.0,24777.5,1432.5,14.57481194,2
8885.0,24762.5,1432.5,19.10000038,2
8885.0,24777.5,1432.5,14.86316109,2
8885.0,24777.5,1417.5,19.10000038,2
8895.0,24777.5,1417.5,14.88456631,2
8895.0,24762.5,1432.5,14.58830738,2
8885.0,24762.5,1417.5,19.10000038,2
8905.0,24777.5,1432.5,16.92403221,2
8915.0,24777.5,1417.5,14.54913616,2
8905.0,24762.5,1417.5,14.58791637,2
8915.0,24777.5,1432.5,16.56003189,2
8915.0,24762.5,1432.5,16.97115707,2
8905.0,24762.5,1432.5,17.09352303,2
8905.0,24777.5,1417.5,14.60351753,2
8915.0,24762.5,1417.5,14.57325172,2
8935.0,24777.5,1432.5,15.69275475,2
8925.0,24762.5,1432.5,16.75622559,2
8935.0,24777.5,1417.5,14.87768936,2
8935.0,24762.5,1432.5,16.45014381,2
8935.0,24762.5,1417.5,16.97583199,2
8925.0,24777.5,1432.5,16.14915085,2
8925.0,24777.5,1417.5,12.89233685,2
8925.0,24762.5,1417.5,14.53279114,2
8955.0,24762.5,1432.5,15.91997337,2
8945.0,24762.5,1432.5,16.15536308,2
8955.0,24777.5,1432.5,14.92101765,2
8955.0,24762.5,1417.5,16.74897766,2
8945.0,24762.5,1417.5,16.85923386,2
8945.0,24777.5,1432.5,15.26747417,2
8945.0,24777.5,1417.5,14.66131592,2
8955.0,24777.5,1417.5,16.12347221,2
8965.0,24762.5,1417.5,16.68069839,2
8965.0,24777.5,1417.5,15.99898911,2
8965.0,24777.5,1432.5,14.70083332,2
8975.0,24762.5,1432.5,15.76340961,2
8975.0,24762.5,1417.5,16.67345619,2
8965.0,24762.5,1432.5,15.78072166,2
8975.0,24777.5,1432.5,14.64466572,2
8975.0,24777.5,1417.5,15.9924469,2
8985.0,24762.5,1432.5,14.82857132,2
8985.0,24762.5,1417.5,16.726717,2
8985.0,24777.5,1432.5,14.7148447,2
8985.0,24777.5,1417.5,16.10313606,2
8995.0,24762.5,1417.5,10.60000038,2
8995.0,24777.5,1417.5,13.87050629,2
8995.0,24777.5,1432.5,13.9370575,2
8995.0,24762.5,1432.5,14.82859898,2
9005.0,24762.5,1417.5,10.60000038,2
9015.0,24777.5,1417.5,10.60000134,2
9015.0,24777.5,1432.5,14.79878616,2
9005.0,24777.5,1432.5,14.32865715,2
9005.0,24777.5,1417.5,10.60000038,2
9015.0,24762.5,1417.5,10.60000134,2
9015.0,24762.5,1432.5,15.36362934,2
9005.0,24762.5,1432.5,15.10089397,2
9025.0,24762.5,1432.5,10.60000038,2
9025.0,24777.5,1417.5,10.60000038,2
9025.0,24777.5,1432.5,10.60000038,2
9035.0,24762.5,1417.5,10.60000038,2
9035.0,24777.5,1417.5,10.60000038,2
9035.0,24777.5,1432.5,10.60000038,2
9055.0,24777.5,1432.5,12.4891634,2
9055.0,24777.5,1417.5,10.60000038,2
9055.0,24762.5,1432.5,12.60479164,2
9055.0,24762.5,1417.5,12.59998417,2
9045.0,24762.5,1417.5,12.50245953,2
9045.0,24777.5,1417.5,10.60000038,2
9045.0,24777.5,1432.5,10.60000038,2
9045.0,24762.5,1432.5,12.4620924,2
9065.0,24762.5,1432.5,12.70206261,2
9065.0,24777.5,1432.5,12.70025349,2
9075.0,24777.5,1432.5,14.60000038,2
9075.0,24762.5,1432.5,14.60000038,2
9075.0,24762.5,1417.5,14.60000038,2
9065.0,24762.5,1417.5,14.60000038,2
9085.0,24762.5,1432.5,14.60000038,2
9095.0,24777.5,1432.5,14.60000038,2
9085.0,24777.5,1432.5,14.60000038,2
9095.0,24762.5,1417.5,14.60000038,2
9095.0,24762.5,1432.5,14.60000038,2
9085.0,24762.5,1417.5,14.60000038,2
9115.0,24762.5,1432.5,14.60000038,2
9105.0,24762.5,1432.5,14.60000038,2
8855.0,24807.5,1432.5,19.10000038,2
8855.0,24792.5,1417.5,19.10000038,2
8845.0,24807.5,1417.5,19.10000038,2
8855.0,24807.5,1417.5,19.10000038,2
8865.0,24792.5,1432.5,19.10000038,2
8865.0,24792.5,1417.5,19.10000038,2
8875.0,24792.5,1417.5,19.10000038,2
8875.0,24792.5,1432.5,19.10000038,2
8865.0,24807.5,1432.5,19.10000038,2
8865.0,24807.5,1417.5,19.10000038,2
8875.0,24807.5,1432.5,19.10000038,2
8875.0,24807.5,1417.5,19.10000038,2
8885.0,24807.5,1417.5,19.10000038,2
8895.0,24792.5,1432.5,14.60281181,2
8895.0,24792.5,1417.5,15.07422924,2
8885.0,24792.5,1417.5,19.10000038,2
8895.0,24807.5,1432.5,14.78798008,2
8885.0,24807.5,1432.5,15.0314045,2
8895.0,24807.5,1417.5,15.44013119,2
8885.0,24792.5,1432.5,14.89441109,2
8905.0,24807.5,1432.5,16.80929184,2
8905.0,24792.5,1432.5,16.74250031,2
8915.0,24807.5,1417.5,14.03077412,2
8915.0,24792.5,1417.5,13.30655575,2
8915.0,24807.5,1432.5,16.33574677,2
8905.0,24807.5,1417.5,14.03395081,2
8905.0,24792.5,1417.5,14.81773186,2
8915.0,24792.5,1432.5,16.27312088,2
8935.0,24792.5,1417.5,14.80481815,2
8925.0,24792.5,1432.5,15.77316761,2
8935.0,24792.5,1432.5,15.21904182,2
8925.0,24807.5,1432.5,15.82046318,2
8925.0,24807.5,1417.5,13.90014267,2
8925.0,24792.5,1417.5,13.1993351,2
8935.0,24807.5,1417.5,15.24596882,2
8935.0,24807.5,1432.5,15.24357319,2
8955.0,24807.5,1417.5,14.40717602,2
8955.0,24792.5,1432.5,14.25540924,2
8945.0,24807.5,1432.5,14.68709755,2
8945.0,24807.5,1417.5,14.80472279,2
8955.0,24792.5,1417.5,14.15499115,2
8955.0,24807.5,1432.5,14.21591663,2
8945.0,24792.5,1417.5,14.44823074,2
8945.0,24792.5,1432.5,14.69276047,2
8965.0,24792.5,1417.5,15.47092628,2
8975.0,24807.5,1432.5,13.79904079,2
8975.0,24792.5,1417.5,15.44616508,2
8975.0,24807.5,1417.5,15.40881062,2
8965.0,24792.5,1432.5,13.96984577,2
8965.0,24807.5,1432.5,13.90028763,2
8965.0,24807.5,1417.5,15.47407627,2
8975.0,24792.5,1432.5,13.88511753,2
8995.0,24807.5,1432.5,13.28482819,2
8985.0,24807.5,1417.5,15.52774906,2
8995.0,24792.5,1417.5,13.84816647,2
8985.0,24807.5,1432.5,13.93457031,2
8985.0,24792.5,1417.5,15.58833599,2
8995.0,24807.5,1417.5,13.82402897,2
8985.0,24792.5,1432.5,13.97354889,2
8995.0,24792.5,1432.5,13.352911,2
9005.0,24792.5,1417.5,10.60000038,2
9005.0,24807.5,1417.5,10.60000038,2
9005.0,24792.5,1432.5,13.78719902,2
9015.0,24792.5,1432.5,14.33797073,2
9005.0,24807.5,1432.5,13.72334576,2
9025.0,24792.5,1417.5,10.60000038,2
9025.0,24792.5,1432.5,10.60000038,2
9025.0,24807.5,1417.5,10.59999943,2
9025.0,24807.5,1432.5,10.60000134,2
9035.0,24792.5,1432.5,10.60000038,2
9035.0,24807.5,1432.5,10.60000038,2
9035.0,24807.5,1417.5,10.60000038,2
9035.0,24792.5,1417.5,10.60000038,2
9055.0,24792.5,1417.5,10.60000038,2
9055.0,24807.5,1417.5,10.60000038,2
9055.0,24807.5,1432.5,10.59999943,2
9045.0,24792.5,1432.5,10.60000038,2
9045.0,24792.5,1417.5,10.60000038,2
9045.0,24807.5,1417.5,10.60000038,2
9045.0,24807.5,1432.5,10.60000038,2
9055.0,24792.5,1432.5,10.60000038,2
9065.0,24807.5,1432.5,10.60000038,2
9065.0,24792.5,1432.5,10.60000038,2
8835.0,24837.5,1417.5,19.10000038,2
8855.0,24822.5,1417.5,19.10000038,2
8855.0,24822.5,1432.5,19.10000038,2
8845.0,24837.5,1432.5,19.10000038,2
8855.0,24837.5,1432.5,19.09999847,2
8855.0,24837.5,1417.5,19.10000038,2
8845.0,24837.5,1417.5,19.10000229,2
8845.0,24822.5,1417.5,19.10000038,2
8865.0,24822.5,1417.5,19.10000038,2
8865.0,24822.5,1432.5,19.10000038,2
8875.0,24822.5,1432.5,19.10000038,2
8875.0,24822.5,1417.5,19.10000038,2
8865.0,24837.5,1432.5,19.10000038,2
8865.0,24837.5,1417.5,19.10000038,2
8875.0,24837.5,1417.5,19.10000038,2
8875.0,24837.5,1432.5,19.10000038,2
8895.0,24837.5,1417.5,16.18419647,2
8885.0,24822.5,1417.5,19.10000038,2
8885.0,24837.5,1417.5,19.10000038,2
8885.0,24837.5,1432.5,19.10000038,2
8895.0,24822.5,1432.5,15.04329395,2
8895.0,24822.5,1417.5,15.82396221,2
8895.0,24837.5,1432.5,15.194314,2
8885.0,24822.5,1432.5,15.21422958,2
8915.0,24837.5,1432.5,17.19557762,2
8915.0,24822.5,1417.5,14.81613922,2
8905.0,24837.5,1432.5,17.37144852,2
8915.0,24822.5,1432.5,16.70713806,2
8905.0,24822.5,1417.5,14.7765274,2
8905.0,24822.5,1432.5,17.10025978,2
8905.0,24837.5,1417.5,14.76694775,2
8915.0,24837.5,1417.5,14.84984493,2
8935.0,24837.5,1432.5,16.50907898,2
8935.0,24837.5,1417.5,16.60042,2
8925.0,24837.5,1417.5,15.16255665,2
8935.0,24822.5,1432.5,15.74449158,2
8925.0,24837.5,1432.5,16.89706039,2
8925.0,24822.5,1432.5,16.25673294,2
8935.0,24822.5,1417.5,15.99804592,2
8925.0,24822.5,1417.5,14.68528652,2
8955.0,24837.5,1432.5,15.80325508,2
8955.0,24822.5,1432.5,14.82637978,2
8945.0,24822.5,1417.5,15.54795933,2
8955.0,24837.5,1417.5,15.83186054,2
8945.0,24837.5,1417.5,16.23419762,2
8945.0,24822.5,1432.5,15.24822998,2
8955.0,24822.5,1417.5,15.10266113,2
8945.0,24837.5,1432.5,16.12729645,2
8975.0,24822.5,1432.5,14.43793583,2
8975.0,24837.5,1432.5,15.50647449,2
8965.0,24822.5,1417.5,14.73741245,2
8965.0,24837.5,1417.5,15.45967102,2
8975.0,24822.5,1417.5,15.91486454,2
8975.0,24837.5,1417.5,16.64338493,2
8965.0,24837.5,1432.5,15.58347702,2
8965.0,24822.5,1432.5,14.53937626,2
8995.0,24837.5,1432.5,14.59410286,2
8995.0,24837.5,1417.5,14.28708172,2
8995.0,24822.5,1432.5,13.75570965,2
8995.0,24822.5,1417.5,14.00465012,2
8985.0,24837.5,1432.5,15.59619141,2
8985.0,24822.5,1432.5,14.54877853,2
8985.0,24822.5,1417.5,15.97772503,2
8985.0,24837.5,1417.5,16.6373291,2
9005.0,24822.5,1417.5,10.60000134,2
9005.0,24822.5,1432.5,14.15584564,2
9015.0,24837.5,1432.5,15.23405457,2
9015.0,24837.5,1417.5,10.60000038,2
9005.0,24837.5,1432.5,14.90908146,2
9005.0,24837.5,1417.5,10.59999943,2
9015.0,24822.5,1417.5,10.60000038,2
9035.0,24822.5,1417.5,10.60000038,2
9025.0,24822.5,1417.5,10.60000038,2
9025.0,24822.5,1432.5,10.60000038,2
9035.0,24837.5,1417.5,10.60000038,2
9035.0,24837.5,1432.5,10.60000038,2
9025.0,24837.5,1432.5,10.60000038,2
9025.0,24837.5,1417.5,10.60000038,2
9035.0,24822.5,1432.5,10.60000038,2
9055.0,24822.5,1432.5,10.60000038,2
9055.0,24837.5,1417.5,10.60000038,2
9055.0,24837.5,1432.5,10.60000038,2
9055.0,24822.5,1417.5,10.60000038,2
9045.0,24837.5,1417.5,10.60000038,2
9045.0,24822.5,1417.5,10.60000038,2
9045.0,24822.5,1432.5,10.60000038,2
9045.0,24837.5,1432.5,10.60000038,2
9065.0,24822.5,1432.5,10.60000038,2
9065.0,24837.5,1432.5,10.60000038,2
8825.0,24867.5,1417.5,19.10000038,2
8835.0,24867.5,1432.5,19.10000038,2
8835.0,24867.5,1417.5,19.10000038,2
8835.0,24852.5,1417.5,19.09999847,2
8845.0,24867.5,1417.5,19.10000038,2
8845.0,24867.5,1432.5,19.10000038,2
8845.0,24852.5,1417.5,19.10000229,2
8855.0,24867.5,1417.5,19.10000038,2
8855.0,24867.5,1432.5,19.10000038,2
8855.0,24852.5,1432.5,19.10000038,2
8855.0,24852.5,1417.5,19.10000038,2
8845.0,24852.5,1432.5,19.10000038,2
8865.0,24867.5,1432.5,19.10000038,2
8875.0,24852.5,1417.5,19.10000038,2
8875.0,24867.5,1432.5,19.10000038,2
8865.0,24867.5,1417.5,15.39997482,2
8865.0,24852.5,1417.5,19.10000038,2
8875.0,24852.5,1432.5,19.10000038,2
8875.0,24867.5,1417.5,15.56187153,2
8865.0,24852.5,1432.5,19.10000038,2
8885.0,24852.5,1432.5,19.10000038,2
8895.0,24867.5,1432.5,14.96007252,2
8895.0,24852.5,1432.5,15.15261841,2
8885.0,24867.5,1417.5,15.72251892,2
8885.0,24852.5,1417.5,15.97704315,2
8895.0,24852.5,1417.5,15.07863045,2
8895.0,24867.5,1417.5,15.85834408,2
8885.0,24867.5,1432.5,19.10000038,2
8915.0,24852.5,1432.5,17.39438248,2
8915.0,24867.5,1417.5,14.06457138,2
8915.0,24852.5,1417.5,14.71858978,2
8905.0,24867.5,1432.5,15.01773834,2
8905.0,24852.5,1432.5,17.39653969,2
8915.0,24867.5,1432.5,17.3124218,2
8905.0,24852.5,1417.5,14.68409729,2
8905.0,24867.5,1417.5,14.05255413,2
8925.0,24852.5,1432.5,17.3178997,2
8925.0,24867.5,1432.5,17.30109215,2
8925.0,24867.5,1417.5,14.00352478,2
8935.0,24852.5,1417.5,14.38500214,2
8925.0,24852.5,1417.5,14.63143826,2
8935.0,24867.5,1417.5,13.82042694,2
8935.0,24852.5,1432.5,17.18779945,2
8935.0,24867.5,1432.5,17.26929283,2
8945.0,24852.5,1432.5,16.9838028,2
8945.0,24852.5,1417.5,16.38998413,2
8955.0,24852.5,1432.5,16.79121017,2
8945.0,24867.5,1432.5,16.28873634,2
8955.0,24867.5,1417.5,15.83273792,2
8955.0,24867.5,1432.5,16.21170235,2
8955.0,24852.5,1417.5,16.08491707,2
8945.0,24867.5,1417.5,13.5451355,2
8965.0,24852.5,1417.5,15.77063274,2
8965.0,24867.5,1432.5,16.14303589,2
8975.0,24867.5,1432.5,16.01888084,2
8975.0,24867.5,1417.5,14.72310162,2
8965.0,24867.5,1417.5,15.60250664,2
8975.0,24852.5,1432.5,16.60938835,2
8975.0,24852.5,1417.5,17.10515594,2
8965.0,24852.5,1432.5,16.65649605,2
8985.0,24867.5,1432.5,17.07618713,2
8985.0,24867.5,1417.5,14.61880207,2
8985.0,24852.5,1417.5,14.56819248,2
8995.0,24867.5,1417.5,14.58487511,2
8995.0,24852.5,1417.5,14.50291729,2
8995.0,24852.5,1432.5,15.39780807,2
8985.0,24852.5,1432.5,16.62587166,2
8995.0,24867.5,1432.5,15.65920353,2
9015.0,24852.5,1417.5,10.60000038,2
9005.0,24852.5,1432.5,15.51659489,2
9005.0,24852.5,1417.5,10.60000038,2
9005.0,24867.5,1432.5,15.66525269,2
9005.0,24867.5,1417.5,10.60000038,2
9015.0,24867.5,1417.5,10.60000038,2
9015.0,24867.5,1432.5,10.60000038,2
9015.0,24852.5,1432.5,15.60348034,2
9025.0,24867.5,1417.5,10.60000038,2
9025.0,24852.5,1432.5,10.60000038,2
9025.0,24852.5,1417.5,10.60000038,2
9035.0,24852.5,1417.5,10.59999943,2
9035.0,24852.5,1432.5,10.60000038,2
9035.0,24867.5,1417.5,10.60000038,2
9035.0,24867.5,1432.5,10.60000038,2
9025.0,24867.5,1432.5,10.60000038,2
9055.0,24867.5,1432.5,10.60000038,2
9055.0,24867.5,1417.5,10.60000038,2
9055.0,24852.5,1432.5,10.60000038,2
9055.0,24852.5,1417.5,10.60000038,2
9045.0,24867.5,1432.5,10.60000038,2
9045.0,24852.5,1432.5,10.60000038,2
9045.0,24852.5,1417.5,10.59999943,2
9045.0,24867.5,1417.5,10.60000038,2
9065.0,24852.5,1432.5,10.60000038,2
9065.0,24867.5,1432.5,10.60000038,2
8835.0,24897.5,1417.5,19.10000038,2
8835.0,24882.5,1417.5,19.10000038,2
8845.0,24882.5,1432.5,19.10000038,2
8845.0,24897.5,1432.5,19.10000038,2
8855.0,24897.5,1417.5,15.11451435,2
8855.0,24882.5,1432.5,19.10000038,2
8845.0,24897.5,1417.5,19.10000038,2
8855.0,24882.5,1417.5,19.10000038,2
8855.0,24897.5,1432.5,19.10000038,2
8845.0,24882.5,1417.5,19.10000038,2
8865.0,24882.5,1417.5,15.21695709,2
8875.0,24882.5,1417.5,15.30655193,2
8875.0,24897.5,1432.5,15.11519718,2
8865.0,24897.5,1417.5,15.12230587,2
8865.0,24897.5,1432.5,19.10000038,2
8875.0,24897.5,1417.5,14.87662601,2
8875.0,24882.5,1432.5,19.10000038,2
8865.0,24882.5,1432.5,19.10000038,2
8885.0,24897.5,1417.5,14.90791702,2
8885.0,24882.5,1432.5,19.10000038,2
8895.0,24897.5,1417.5,14.94058609,2
8885.0,24897.5,1432.5,15.11994267,2
8895.0,24897.5,1432.5,15.12636852,2
8895.0,24882.5,1432.5,13.73950386,2
8885.0,24882.5,1417.5,15.15469074,2
8895.0,24882.5,1417.5,15.24379539,2
8905.0,24882.5,1417.5,13.19288254,2
8915.0,24897.5,1417.5,12.58958912,2
8905.0,24897.5,1432.5,13.45716953,2
8905.0,24897.5,1417.5,13.69129372,2
8915.0,24897.5,1432.5,13.40655708,2
8905.0,24882.5,1432.5,13.6491909,2
8915.0,24882.5,1417.5,13.17616272,2
8915.0,24882.5,1432.5,15.50163937,2
8925.0,24897.5,1417.5,12.50709343,2
8925.0,24882.5,1432.5,15.04296589,2
8925.0,24882.5,1417.5,13.13768196,2
8935.0,24882.5,1417.5,13.07545662,2
8935.0,24897.5,1417.5,12.63658047,2
8935.0,24897.5,1432.5,14.85998535,2
8935.0,24882.5,1432.5,16.12819862,2
8925.0,24897.5,1432.5,14.86689186,2
8945.0,24882.5,1417.5,12.9067049,2
8945.0,24882.5,1432.5,16.0210495,2
8955.0,24897.5,1417.5,12.57647324,2
8955.0,24897.5,1432.5,15.96145344,2
8955.0,24882.5,1432.5,15.98926735,2
8945.0,24897.5,1417.5,12.62796021,2
8945.0,24897.5,1432.5,15.96399879,2
8955.0,24882.5,1417.5,12.71486759,2
8965.0,24882.5,1432.5,15.968297,2
8965.0,24882.5,1417.5,14.68950939,2
8965.0,24897.5,1417.5,13.38435173,2
8975.0,24882.5,1417.5,14.61828804,2
8975.0,24897.5,1432.5,15.9610672,2
8975.0,24882.5,1432.5,15.96150494,2
8975.0,24897.5,1417.5,14.17559147,2
8965.0,24897.5,1432.5,15.9610672,2
8995.0,24882.5,1432.5,14.69467449,2
8985.0,24897.5,1417.5,14.17545605,2
8985.0,24897.5,1432.5,15.86832428,2
8995.0,24882.5,1417.5,14.58893585,2
8985.0,24882.5,1432.5,15.94453239,2
8995.0,24897.5,1417.5,14.58893585,2
8995.0,24897.5,1432.5,14.63736439,2
8985.0,24882.5,1417.5,14.59114647,2
9015.0,24882.5,1417.5,10.60000038,2
9015.0,24882.5,1432.5,10.60000038,2
9015.0,24897.5,1417.5,10.60000038,2
9015.0,24897.5,1432.5,10.60000038,2
9005.0,24897.5,1417.5,10.60000038,2
9005.0,24882.5,1417.5,10.60000038,2
9005.0,24882.5,1432.5,15.67500591,2
9005.0,24897.5,1432.5,11.75451469,2
9025.0,24882.5,1432.5,10.60000038,2
9035.0,24897.5,1432.5,10.60000038,2
9035.0,24897.5,1417.5,10.60000038,2
9025.0,24897.5,1432.5,10.60000038,2
9025.0,24882.5,1417.5,10.60000038,2
9035.0,24882.5,1417.5,10.60000038,2
9035.0,24882.5,1432.5,10.60000038,2
9025.0,24897.5,1417.5,10.60000038,2
9045.0,24897.5,1432.5,10.60000038,2
9055.0,24897.5,1432.5,10.60000038,2
9045.0,24897.5,1417.5,10.60000038,2
9055.0,24882.5,1432.5,10.60000038,2
9045.0,24882.5,1417.5,10.60000038,2
9045.0,24882.5,1432.5,10.60000038,2
8835.0,24912.5,1417.5,19.10000038,2
8835.0,24927.5,1417.5,19.10000038,2
8845.0,24927.5,1432.5,19.10000038,2
8855.0,24927.5,1417.5,16.81492233,2
8855.0,24927.5,1432.5,19.75,2
8855.0,24912.5,1417.5,15.11350536,2
8845.0,24912.5,1432.5,19.10000038,2
