Este,Norte,Cota,Rec_Peso_PND25_(%),Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore,origen
9102.624,25289.697,2231.21,19.18,0.3952035232743205,2,4.0,original
9133.429,26045.251,2224.825,17.33,0.1106635014163062,3,4.0,original
8978.2,25852.483,2121.936,19.53,0.4772299580850767,3,4.0,original
9070.099,25984.66,2265.155,14.68,-0.4163638741504777,3,4.0,original
9141.383,26044.824,2212.114,15.61,-0.2032832600460793,3,4.0,original
9067.968,25554.22,2218.114,18.95,0.358005786669042,2,4.0,original
8982.016,25852.412,2110.559,16.85,0.0438584077675629,3,4.0,original
9152.042,26001.975,2189.137,22.6,0.8808881195869303,2,4.0,original
9161.402,25200.202,2176.464,19.07,0.3781645197195244,2,3.0,original
9149.55,25401.05,2271.52,22.89,0.9223302184168564,2,4.0,original
9076.693,25890.892,2293.23,16.59,-0.0111425017821475,3,4.0,original
8971.913,25543.719,2289.708,13.41,-0.6991080877832274,3,4.0,original
9174.844,25791.586,2312.772,20.86,0.6653929196423797,2,4.0,original
9091.655,25689.195,2228.095,21.63,0.7475897208823575,2,4.0,original
9104.195,25849.427,2243.437,16.05,-0.1091441473226023,3,4.0,original
9031.586,25500.207,2070.436,25.24,1.184446818906046,2,4.0,original
9002.241,25035.761,2176.559,19.65,0.4921368228083809,2,4.0,original
8996.894,25695.685,2224.618,25.51,1.216568325700689,2,4.0,original
9077.434,25903.366,2270.611,13.95,-0.5760748876486936,3,4.0,original
9092.158,25650.395,2256.335,13.52,-0.6612147922013155,3,4.0,original
9013.198,25634.814,2227.212,26.38,1.30384088963118,2,4.0,original
8995.847,25697.579,2136.486,17.61,0.1625523959526249,3,4.0,original
9058.001,25596.527,2061.798,21.86,0.7745513751430645,2,4.0,original
9064.138,25848.584,2291.257,9.45,-1.894324612200377,3,4.0,original
9086.681,25873.767,2293.097,12.45,-0.9515182841460368,3,4.0,original
9090.232,25799.786,2216.679,26.31,1.296098676082296,2,4.0,original
9107.75,25724.239,2273.739,18.7,0.320289675857082,2,4.0,original
9172.051,25325.203,2229.431,8.27,-2.267393134045988,3,3.0,original
9138.085,25526.605,2254.042,18.95,0.358005786669042,2,4.0,original
9048.748,25624.589,2264.67,7.7,-2.450419337547743,3,4.0,original
9128.956,26026.907,2142.79,16.26,-0.0700805409920501,3,4.0,original
9127.239,26077.473,2134.087,16.63,-0.0012545690351248,3,4.0,original
9135.472,26185.79,2103.527,11.81,-1.128498827555329,3,4.0,original
9060.958,25048.295,2248.341,19.29,0.4334819661117883,2,3.0,original
9083.559,25047.579,2203.466,12.12,-1.040089549800798,4,3.0,original
9071.296,25223.558,2193.848,12.81,-0.8363979269169166,3,4.0,original
9118.763,25496.345,2228.477,17.8,0.195700178301204,2,4.0,original
9152.961,25228.884,2246.871,10.23,-1.579968353041125,3,3.0,original
9087.539,25424.299,2260.022,4.35,-5.199337582605575,4,4.0,original
9152.322,25375.337,2255.083,12.58,-0.91087286903535,3,4.0,original
9158.718,25124.315,2257.123,13.51,-0.666231474605669,3,3.0,original
9013.397,25120.145,2268.579,14.71,-0.3979179193672613,2,4.0,original
8955.94,25224.375,2250.865,16.1,-0.0992737487239687,2,4.0,original
8972.898,25204.149,2259.634,13.49,-0.6800125783688008,3,4.0,original
9135.684,25276.531,2261.074,16.66,0.001254569035125,2,4.0,original
9042.047,25445.842,2258.192,18.9,0.3481497443296034,2,4.0,original
9092.749,25515.645,2161.087,11.98,-1.090930094401009,3,4.0,original
8950.309,25393.978,2098.258,19.58,0.4817838345515416,2,4.0,original
9181.744,26049.183,2298.524,17.68,0.1702416241534142,3,4.0,original
9101.951,26026.141,2201.359,9.43,-1.912314687935914,3,4.0,original
9165.053,26130.763,2183.727,11.95,-1.102204129666091,3,4.0,original
9167.498,26238.135,2190.937,16.25,-0.0740872744613857,3,4.0,original
9080.923,26025.93,2246.997,11.16,-1.301190684205984,3,4.0,original
9049.965,25926.086,2300.063,10.45,-1.534328927129561,3,4.0,original
9102.853,25631.876,2275.426,14.09,-0.5394308637341484,3,4.0,original
9026.41,25435.6,2269.221,20.58,0.6266114916038655,2,4.0,original
9024.056,25490.481,2202.284,18.18,0.2613873726778878,2,4.0,original
9058.688,25682.267,2071.863,6.6,-2.971951450597742,3,4.0,original
9053.335,25499.791,2194.482,24.12,1.083297854725801,2,4.0,original
9106.073,25349.458,2258.02,16.69,0.0075274833238294,2,4.0,original
9088.216,25554.22,2242.245,19.35,0.4502330983925351,2,4.0,original
9067.977,25552.933,2201.842,15.59,-0.213636118831163,3,4.0,original
8845.722,25398.912,2064.784,27.4,1.425010540789546,2,4.0,original
8855.769,24600.047,2170.495,20.4,0.602943093848241,1,1.0,original
9068.621,24400.209,2253.404,16.2,-0.0866736385517838,2,3.0,original
9063.232,26122.814,2229.845,11.2,-1.283861891254574,3,4.0,original
9098.691,26121.392,2168.927,13.3,-0.7315152969860136,3,4.0,original
9220.505,24652.054,2258.676,16.8,0.0363905226932068,2,3.0,original
9226.807,24652.297,2244.243,23.8,1.053106263987631,2,3.0,original
9236.947,24652.71,2220.85,22.8,0.91087286903535,2,3.0,original
9243.989,24652.993,2204.287,18.4,0.2783016875657953,2,3.0,original
8921.744,25157.924,2079.27,33.2,1.825378707082671,2,4.0,original
9148.667,25153.875,2183.871,13.1,-0.7630300992592184,3,3.0,original
9160.531,25154.848,2157.976,16.0,-0.1182041448033766,2,3.0,original
9075.285,25059.367,2151.481,18.5,0.2992297324571835,2,3.0,original
8982.041,25304.784,2103.275,21.6,0.743327161647077,2,4.0,original
9251.047,24797.125,2259.456,19.5,0.4740681138548057,2,3.0,original
9255.4,24797.011,2249.902,17.8,0.195700178301204,2,3.0,original
9147.664,24644.534,2267.778,21.2,0.708751856519529,2,3.0,original
9049.168,25105.435,2106.27,17.9,0.2136361188311631,2,4.0,original
8961.385,25199.728,2095.895,25.3,1.19300110187273,2,4.0,original
9121.553,25004.225,2216.752,18.2,0.2679198574612,2,3.0,original
9125.906,25004.76,2197.752,16.7,0.0125460161815425,2,3.0,original
9050.885,24995.89,2173.738,21.8,0.7630300992592185,2,3.0,original
9097.223,25001.753,2171.095,13.8,-0.6059551370107433,4,3.0,original
9092.138,25001.692,2153.828,22.2,0.8249333882852439,2,3.0,original
9131.443,24930.722,2177.629,18.5,0.2992297324571835,2,3.0,original
9139.319,24850.438,2180.035,19.3,0.4366734616095649,2,3.0,original
9106.492,24850.68,2157.935,17.3,0.1090879501271817,2,3.0,original
9096.002,25123.51,2086.322,13.6,-0.6462769374074668,4,3.0,original
9030.921,25293.498,2074.759,16.6,-0.0075274833238293,3,4.0,original
9036.104,25293.147,2064.78,17.2,0.1030567660911816,2,4.0,original
9041.974,25292.752,2053.468,14.1,-0.534175180637725,3,4.0,original
9053.309,25292.012,2031.479,13.5,-0.670557440622858,3,4.0,original
8955.965,25092.859,2169.608,29.1,1.554269606684581,2,4.0,original
9160.033,25174.428,2248.297,16.7,0.0125460161815425,2,3.0,original
9173.758,25173.522,2223.337,15.3,-0.2652838681602035,2,3.0,original
9167.683,25229.723,2220.746,12.3,-1.002056477837372,3,3.0,original
9168.833,25195.572,2226.462,15.2,-0.2926760607617537,2,3.0,original
9178.631,25195.111,2207.893,12.6,-0.8995338605921868,3,3.0,original
9164.003,25275.902,2220.48,14.4,-0.4672419879122241,3,3.0,original
9175.558,25275.503,2203.855,15.6,-0.207222833412141,2,3.0,original
9089.31,25914.227,2107.155,23.0,0.9416998217386928,2,4.0,original
9115.132,25926.376,2151.753,19.6,0.4860847196286867,3,4.0,original
9084.72,25077.431,2254.35,19.6,0.4860847196286867,2,3.0,original
9109.654,25223.431,2127.661,12.7,-0.8661892521534974,3,4.0,original
9185.509,25230.19,2188.614,14.9,-0.3580057866690429,2,3.0,original
9121.794,25143.887,2099.489,12.7,-0.8661892521534974,4,3.0,original
9107.47,25046.937,2155.053,20.3,0.5805236222863163,2,3.0,original
8993.362,24949.724,2092.022,20.2,0.5605989320293623,2,2.0,original
9142.435,24998.343,2225.366,22.2,0.8249333882852439,2,3.0,original
9155.017,24997.334,2186.094,21.3,0.7284361304927621,2,3.0,original
9163.498,24996.37,2158.903,17.7,0.1723473147982996,2,3.0,original
9106.319,25107.954,2122.878,16.8,0.0363905226932068,2,3.0,original
9114.878,25106.755,2108.823,13.0,-0.7878760170254154,4,3.0,original
9162.742,24600.275,2257.275,16.8,0.0363905226932068,2,3.0,original
9148.6,24751.144,2224.664,16.8,0.0363905226932068,2,3.0,original
9024.791,25049.912,2112.867,17.5,0.1359106806464805,2,4.0,original
9061.638,24997.227,2066.106,15.2,-0.2926760607617537,4,3.0,original
9148.892,25008.675,2089.231,14.8,-0.3803256417636312,4,3.0,original
9168.51,24644.047,2234.82,14.8,-0.3803256417636312,2,3.0,original
9138.208,24802.777,2209.437,14.2,-0.5116675283484657,4,3.0,original
9071.489,25001.224,2080.171,16.5,-0.0213292851438357,2,3.0,original
9113.42,24850.564,2137.583,19.8,0.5034973903918751,2,3.0,original
9009.014,25049.252,2136.591,16.6,-0.0075274833238293,2,4.0,original
9043.656,25050.966,2084.001,17.5,0.1359106806464805,2,4.0,original
8896.544,25273.767,2220.41,23.3,0.9931456094201364,2,4.0,original
9209.802,25047.189,2179.258,12.7,-0.8661892521534974,4,3.0,original
8915.437,25157.373,2092.037,18.5,0.2992297324571835,2,4.0,original
9011.498,25087.536,2094.268,22.3,0.8428931997765781,2,4.0,original
9104.96,25046.771,2087.953,16.8,0.0363905226932068,2,3.0,original
8958.989,25048.286,2128.738,21.3,0.7284361304927621,2,4.0,original
9025.024,24996.965,2141.705,22.9,0.9255717259908264,2,4.0,original
9184.906,24947.488,2236.983,21.2,0.708751856519529,2,3.0,original
9202.591,24947.151,2189.149,23.8,1.053106263987631,2,3.0,original
9154.807,24910.028,2132.912,19.1,0.3816746537655627,2,3.0,original
9102.418,24909.079,2202.363,16.9,0.0589989393061426,2,3.0,original
9193.899,24782.66,2198.156,18.7,0.320289675857082,2,3.0,original
8981.244,25570.798,2163.617,16.4,-0.0426682793205222,3,4.0,original
8985.26,25581.47,2160.52,19.8,0.5034973903918751,2,4.0,original
9048.011,25598.299,2164.725,19.5,0.4740681138548057,2,4.0,original
9036.016,25339.931,2059.446,27.4,1.425010540789546,2,4.0,original
9087.897,25679.261,2160.895,12.9,-0.81522107427356,3,4.0,original
