Este,Norte,Cota,Rec_Peso_PND25_(%),Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore,origen
8941.618543645694,25747.709320674283,1596.1018699418341,,,0,,relleno
8925.306071826955,24976.936482814333,1328.453636686309,,,0,,relleno
8951.999833328231,25147.18201822722,1690.2067123618513,,,0,,relleno
8851.74697342066,25793.79448644108,1411.2232979841117,,,0,,relleno
9049.24279184559,25503.490125847344,1597.259950962307,,,0,,relleno
8941.738496529739,24315.5570950842,1692.233981307214,,,0,,relleno
8971.259066932656,24621.286460782856,1667.7523958429233,,,0,,relleno
9052.038105845459,24237.000660340007,1337.7082283621796,,,0,,relleno
8987.867690969417,25580.55396979869,1657.504429153802,,,0,,relleno
8775.169482121935,25633.79697463394,1350.974552748916,,,0,,relleno
9065.995767173292,24506.95962152992,1454.5635752366302,,,0,,relleno
9015.149195063943,25791.65656027589,1625.034077638955,,,0,,relleno
8945.506975519114,25894.512397690174,1651.0025021349898,,,0,,relleno
9011.576841145637,24612.312164880706,1677.7925170254737,,,0,,relleno
8886.588847461842,25335.22467397057,1368.4286313509974,,,0,,relleno
9024.524182864327,25369.016629066675,1780.3081799769427,,,0,,relleno
8915.88547927185,25583.74058197479,1723.6073362776065,,,0,,relleno
8960.762238662981,25124.48246755501,1325.8799612296725,,,0,,relleno
9085.814022944285,25423.176818191616,1555.6776216481508,,,0,,relleno
8869.316903732262,25009.552438455252,1308.1299879470819,,,0,,relleno
9056.611276255177,25002.33614715244,1713.9340918445685,,,0,,relleno
8815.130336031289,25148.68737290666,1484.3926239187238,,,0,,relleno
9115.72311224309,24998.03463015844,1583.9975007684236,,,0,,relleno
8886.861104975567,24827.087113679543,1358.382581944641,,,0,,relleno
8903.142756839505,24447.358925437675,1700.6098653127206,,,1,,relleno
9175.81277118336,24504.014376640156,1543.6944665642316,,,0,,relleno
9037.478972744919,25127.68772979893,1437.3026676079262,,,0,,relleno
8824.288277367154,25708.919251980136,1361.9591104925262,,,0,,relleno
9110.399377901047,25169.853275259615,1735.9470874625608,,,0,,relleno
9114.750005778918,24907.35831119264,1500.899976436565,,,0,,relleno
8952.836150834968,24881.742627616113,1710.7599700586381,,,0,,relleno
8813.366777860294,25487.4867894281,1288.28888605749,,,0,,relleno
8829.778582969935,25350.695976524512,1604.2475219224136,,,0,,relleno
9010.1535436102,25279.113314471597,1435.0817570890913,,,0,,relleno
9023.490487830555,24682.75610901089,1337.6160843125479,,,0,,relleno
9106.449299018008,24605.73829616737,1603.301094936471,,,0,,relleno
9054.069131582422,25048.55126004488,1468.351351609159,,,0,,relleno
8857.537415969817,25193.054057413556,1266.3704329978823,,,0,,relleno
8948.671701624346,25700.165348654165,1664.8636160445851,,,0,,relleno
9058.03514547332,26371.355090893543,1660.9072307954548,,,0,,relleno
8907.58803074286,25015.115208630334,1737.374200631352,,,0,,relleno
8943.70296092287,25108.191336600106,1764.0959585465987,,,0,,relleno
8954.859136027597,25952.28890336731,1596.3624600493679,,,0,,relleno
8950.64341208706,26283.0295177415,1639.3636536551473,,,0,,relleno
8756.194773334462,25676.04800031348,1374.229644632128,,,0,,relleno
8961.325710007715,26066.402543545344,1597.436548626636,,,0,,relleno
9089.689518553683,25220.65251008762,1498.3498064042524,,,0,,relleno
9120.683528678941,25065.58011402085,1682.342994777117,,,0,,relleno
8871.323010309152,24847.006231256586,1631.0409918222442,,,0,,relleno
8997.041232592986,25195.564818388382,1657.8541424698149,,,0,,relleno
9050.431054292636,26340.635034167764,1684.4076458760023,,,0,,relleno
9124.966278475229,24915.67831003837,1717.8912522041564,,,0,,relleno
8870.506731202186,25284.646372801464,1457.0759080426883,,,0,,relleno
8928.594736561427,24931.09552948873,1340.528584036721,,,0,,relleno
8823.304940049587,25638.51166586935,1462.4454328152417,,,0,,relleno
8930.13630840681,25074.381932958266,1625.6063381439103,,,0,,relleno
9008.5615614627,24332.40245452447,1423.8788475177362,,,0,,relleno
8980.635537311318,25690.836450061386,1679.9053541642709,,,0,,relleno
9022.039072180562,24496.95337739637,1701.7892642387626,,,0,,relleno
9066.314641429744,25631.61617128177,1527.9697713933379,,,0,,relleno
9077.536218380696,24981.66624681077,1631.9830105579456,,,0,,relleno
8967.226823605126,24224.67242945675,1609.014937499008,,,0,,relleno
9039.096425018819,24921.79217774678,1672.9384279523067,,,0,,relleno
8857.704279596472,25380.72998963562,1506.3010510703866,,,0,,relleno
8921.022377909332,25050.195440183394,1399.27169239229,,,0,,relleno
9038.515746267116,25009.69072800116,1518.8279920616326,,,0,,relleno
8995.671850601799,24520.64862184338,1279.8446925395033,,,0,,relleno
8927.464574283604,25193.6410360594,1741.986741869036,,,0,,relleno
8815.037257113838,25540.66090011278,1607.6196297389854,,,0,,relleno
8820.479296778281,25859.848875287105,1497.9859360579808,,,0,,relleno
8963.49619492913,24323.103269291452,1620.1947608002251,,,0,,relleno
9005.604710409702,24970.69799899531,1499.1159199628898,,,0,,relleno
8849.634007919223,24887.18240690644,1515.3624054603774,,,0,,relleno
8978.775401816209,25220.411523054092,1562.470872997547,,,0,,relleno
9012.787801871713,24319.95962414113,1654.4439708836449,,,0,,relleno
8839.818882556912,25029.4255556847,1585.9440042359465,,,0,,relleno
9110.112670408425,25065.61987470231,1530.8112839091439,,,0,,relleno
9055.753132812655,25193.09897065062,1699.3031642020599,,,0,,relleno
9003.973381593576,24988.505353337958,1688.8098391631818,,,0,,relleno
9017.85666392885,25196.033797785276,1704.4559098892544,,,0,,relleno
8952.67475596292,25942.7081657181,1513.5905201902935,,,0,,relleno
9074.937687128824,24843.834832542136,1427.8250554281403,,,0,,relleno
8940.242727316392,24685.855762281873,1566.8501878097084,,,0,,relleno
8803.880795994473,25980.842304968668,1375.1810208944999,,,0,,relleno
9010.37887576072,25599.881401912502,1631.322758818257,,,0,,relleno
8983.495603878204,24424.742514840218,1477.0891108212843,,,0,,relleno
9046.526203103507,24926.117107075777,1705.6115633456238,,,0,,relleno
9008.838310404763,25391.273800971914,1467.8142388272001,,,0,,relleno
8964.808476551116,25748.405018522837,1470.1677460664287,,,0,,relleno
8831.11765140425,24783.490829866743,1567.115901852826,,,0,,relleno
8906.875376037096,26095.60747585088,1428.7339066709903,,,0,,relleno
9148.995160050881,24685.35386500744,1698.320530953645,,,0,,relleno
8906.637017538851,25032.341194289253,1494.3256166326478,,,0,,relleno
9053.658577759654,25318.677930109316,1454.7156635881743,,,0,,relleno
9052.977065915686,26071.281323874206,1700.397694374592,,,0,,relleno
8889.529698451926,25277.847047815725,1593.4706788356957,,,0,,relleno
8948.827016621564,26192.72884023353,1638.5449660731897,,,0,,relleno
9001.31028329901,24698.744235411665,1668.4821116950768,,,0,,relleno
8950.994062613187,26240.538053938508,1503.040843537217,,,0,,relleno
8915.572383945777,25244.793324557355,1372.0908471724986,,,0,,relleno
8965.782859801078,24806.362755703252,1558.6215020641375,,,0,,relleno
9089.640486810327,25241.95489605383,1649.7414493584906,,,0,,relleno
9020.252585057799,26557.51393920562,1641.4515822729625,,,0,,relleno
9077.844505912826,25863.3617386789,1638.5554606398528,,,0,,relleno
9097.235669134929,24430.492821468546,1369.3503683717508,,,0,,relleno
8965.943211755326,25045.784874173867,1473.1935211382943,,,0,,relleno
9005.835545947624,24869.3469217462,1706.2762950070553,,,0,,relleno
8814.32363882841,25289.049144378478,1403.0185899517733,,,0,,relleno
8968.881570283831,24985.362366075122,1462.249576816571,,,0,,relleno
8966.308424889192,24293.122787158252,1628.035847694178,,,0,,relleno
9051.793883836126,24495.96278562347,1677.543986734514,,,0,,relleno
8926.131989113721,24743.251955179378,1674.3207921313535,,,0,,relleno
8845.563143574274,25463.579766992858,1439.381568367037,,,0,,relleno
8918.441308924594,26060.904401490374,1558.879787463523,,,0,,relleno
9005.948417227693,25040.566571758915,1540.923656013357,,,0,,relleno
8974.686746536627,24942.84450730577,1617.447168888188,,,0,,relleno
9016.429060923643,26518.36751562047,1646.8906803617338,,,0,,relleno
8992.60925058141,24929.493624859348,1600.7441495062083,,,0,,relleno
8955.263412691138,25282.098761231704,1418.5471538488916,,,0,,relleno
9016.689575087259,25038.90852488145,1370.3703373728815,,,0,,relleno
8897.249438192403,24653.862712336093,1532.3509596940016,,,0,,relleno
8952.838810121686,25923.88786665844,1654.4962651311396,,,0,,relleno
8768.733251375023,25320.979372775342,1352.9518326602793,,,0,,relleno
8937.799771061218,25430.13035971117,1635.9758544808637,,,0,,relleno
9090.13265463246,25245.36111237169,1765.5138819374909,,,0,,relleno
8959.73676366323,25355.45199577519,1505.101795247531,,,0,,relleno
9000.889417190125,26084.78030778124,1689.5336748198847,,,0,,relleno
8763.300426347669,25828.32165840101,1379.0650199529523,,,0,,relleno
8892.018719631327,25188.04091275776,1390.2168953770536,,,0,,relleno
8989.92809344134,24450.319950755744,1349.1742968836325,,,0,,relleno
8911.963367981918,24984.309333778892,1350.9186446302188,,,0,,relleno
8894.365656807442,24925.889184372354,1564.1196724471197,,,0,,relleno
8741.019937829366,25449.506159564844,1340.165525220468,,,0,,relleno
8844.930407098767,25250.892364088297,1501.4720594907212,,,0,,relleno
8813.079390297898,25637.694744094522,1305.2111701771355,,,0,,relleno
8757.735279312346,25369.980001857653,1415.2704767299863,,,0,,relleno
8902.380080918556,24783.86479842106,1591.4170301389931,,,0,,relleno
8946.303264120828,24387.21466553723,1658.138792133681,,,0,,relleno
8917.5313417915,25341.497123051213,1721.1313981558774,,,0,,relleno
8931.911278196461,25515.99525777523,1512.643548283082,,,0,,relleno
9001.778567250383,24434.377131551453,1605.0337533046502,,,0,,relleno
8871.945731900909,24829.917170517878,1607.8845425810803,,,0,,relleno
8968.195953609888,24473.59641396852,1356.3351280485895,,,0,,relleno
8925.318329907544,26148.931096343622,1612.80722747848,,,0,,relleno
9000.144873924053,26005.32798397979,1524.4426605768745,,,0,,relleno
8946.949678285238,24970.89009769242,1610.924987376844,,,0,,relleno
8998.77921933441,26091.07591245854,1627.5164178722794,,,0,,relleno
8832.165208020668,26054.950056000882,1478.27448357442,,,0,,relleno
9047.601845873081,24433.570717610855,1319.9454867935544,,,0,,relleno
8936.980037449057,24993.904844627214,1654.201879573741,,,0,,relleno
8999.66457354502,25445.63074815866,1533.5214176452855,,,0,,relleno
9083.200700751242,25171.557868326596,1740.3766809084345,,,0,,relleno
8840.541795240015,25052.400211226603,1324.4263608240835,,,0,,relleno
8813.358093266172,25952.711622038736,1375.732070721123,,,0,,relleno
8983.090681963904,24444.33881246776,1483.43515597981,,,0,,relleno
8791.086620587323,25286.186900387827,1539.033861088465,,,0,,relleno
9078.385699986711,25760.132981732062,1617.2237913556703,,,0,,relleno
8787.38667149803,25634.36128107415,1387.261922991647,,,0,,relleno
9042.36022430048,25120.28316517958,1674.4532472652031,,,0,,relleno
8904.591405077394,25048.875809420544,1603.3355484519718,,,0,,relleno
8922.194079165945,25112.83899361129,1466.728172856389,,,0,,relleno
8921.460730009601,24371.120445719283,1650.8990861883763,,,0,,relleno
9026.596694237447,25039.966805695236,1405.539573265851,,,0,,relleno
8954.086908409532,24766.90656355561,1377.8382182643993,,,0,,relleno
8920.970551654957,24702.8826788648,1725.408151346963,,,0,,relleno
8957.675454141494,24703.296598306573,1395.5154388928293,,,0,,relleno
8950.453546987797,25035.231413400925,1657.1053445855305,,,0,,relleno
9035.565779266142,25075.554551407025,1557.0643616353618,,,0,,relleno
9056.092960438613,24625.327423844843,1417.01698594216,,,0,,relleno
9043.444978191845,25357.916680430142,1611.3480564123788,,,0,,relleno
9169.956479800614,24473.66773423512,1524.4457449700824,,,0,,relleno
8996.389387984636,25001.89718967786,1702.7743836051886,,,0,,relleno
8887.220767847788,25593.543857960467,1509.6259634742728,,,0,,relleno
8923.97071009345,25438.56512593863,1539.8389512295964,,,0,,relleno
8987.142441321283,24902.349252702115,1488.9549849269388,,,0,,relleno
8861.821536847234,25091.5678041008,1381.921382549911,,,0,,relleno
8745.17084676677,25469.19467674415,1304.1555671167057,,,0,,relleno
8933.215022288556,25057.498654887626,1337.2756585003676,,,0,,relleno
8883.2745555246,26286.557342972425,1492.8829478604894,,,0,,relleno
8795.450882396066,25789.52760904095,1489.3259741054628,,,0,,relleno
8927.326760248674,24752.559731960384,1347.731455321682,,,0,,relleno
8903.38533024255,25283.345782490982,1352.7467400003638,,,0,,relleno
8898.238324571585,25742.071106220974,1588.3647667440773,,,0,,relleno
9045.895686685782,25521.808789556544,1739.6372953239766,,,0,,relleno
9088.23291790526,25791.238778769544,1669.5188692226443,,,0,,relleno
8903.70542775297,24821.490370490603,1523.0918906207603,,,0,,relleno
8860.595361884903,24564.971735097028,1638.8059318526994,,,0,,relleno
8885.36412545553,25694.5797904864,1597.868179825532,,,0,,relleno
8933.757584647046,25946.240497465616,1615.9428085876248,,,0,,relleno
9059.807461526641,24457.043116140776,1683.2078950438047,,,0,,relleno
8983.803311927046,24944.280837878792,1455.6858936205454,,,0,,relleno
8966.931057740376,25535.285243209735,1722.9126878513998,,,0,,relleno
8757.79436019093,25455.727422151354,1341.581502359226,,,0,,relleno
9010.609937091187,25985.18375619994,1730.9309513766907,,,0,,relleno
8933.025782680274,26071.706162968087,1566.4378688010547,,,0,,relleno
8866.524941523196,24908.82801715257,1565.3381748431086,,,0,,relleno
8949.768758592492,25801.24182360362,1730.001013580786,,,0,,relleno
8862.964940205176,25859.806907672937,1606.8697424948286,,,0,,relleno
9105.092355360299,24832.753749784435,1779.490111072134,,,0,,relleno
8899.720653405666,24306.55892089478,1722.1874052891067,,,1,,relleno
9036.102860596859,25653.81970199333,1711.358179405509,,,0,,relleno
8961.388019887116,24858.999328840346,1764.8204208564125,,,0,,relleno
8773.478364005046,25712.38360189402,1293.1983925662473,,,0,,relleno
9030.485647115795,25105.52564294455,1752.1811673785487,,,0,,relleno
8734.05885692935,25684.42778431063,1383.7281545834062,,,0,,relleno
9154.318752307876,24460.8995694645,1510.7778510620137,,,0,,relleno
9110.931187784961,25800.131635938793,1636.2325247091212,,,0,,relleno
8956.900726848377,25315.785131489196,1628.7962365811345,,,0,,relleno
8968.725433844222,25737.45449451054,1741.814091568618,,,0,,relleno
8964.292345119533,24423.109764878165,1460.3952129680504,,,0,,relleno
9135.441031655946,24681.377070363145,1624.1726926428655,,,0,,relleno
8877.885727500721,24607.98601381282,1667.5784095444683,,,0,,relleno
9193.274719869427,24443.335097463834,1629.8422289646255,,,0,,relleno
9125.505916040156,24684.4308587637,1738.0499875059481,,,4,,relleno
8907.670924022728,24804.38124948266,1313.2254503222632,,,0,,relleno
8882.376542734506,25289.584715743888,1360.6468283652073,,,0,,relleno
8999.648051164068,25050.98044869892,1379.428835279718,,,0,,relleno
8873.172342290214,26048.755317776613,1427.1436467453211,,,0,,relleno
9087.542389546372,25599.629482080793,1608.4808066326277,,,0,,relleno
9051.14739005466,24983.509292781328,1430.7118928864807,,,0,,relleno
8808.294935663485,25783.676197116838,1325.654012151417,,,0,,relleno
8988.076421992599,25359.433839866582,1436.1540579982975,,,0,,relleno
8848.49213652771,25725.197691517908,1560.2361040377898,,,0,,relleno
9061.901366316557,24320.729849122115,1666.922672179575,,,0,,relleno
8773.77089817365,25847.70457313245,1435.3191219105206,,,0,,relleno
8707.808620705304,25552.966743059842,1335.4122744818158,,,0,,relleno
9032.717040164001,25444.27039908246,1553.307796204682,,,0,,relleno
8850.880114315074,25322.526441892667,1592.7713138254699,,,0,,relleno
9071.17329678039,24760.162369906393,1374.9246447483258,,,0,,relleno
8799.236626941349,25998.77293856086,1420.322543185643,,,0,,relleno
8890.042692799816,26096.500756580852,1445.913489266685,,,0,,relleno
9007.719043270401,24427.179287292834,1602.1058471366914,,,0,,relleno
9144.395674057347,24893.75580107217,1537.7385126984345,,,0,,relleno
9100.66544645803,24482.883416626573,1607.2888860914263,,,0,,relleno
8922.507936475049,25179.365019747893,1321.9537608929693,,,0,,relleno
8914.40693081593,26365.044289314945,1527.920505149798,,,0,,relleno
9196.898913291752,24792.261349939992,1634.3771787236929,,,0,,relleno
8919.537551084024,25833.51236811084,1570.251044911898,,,0,,relleno
8919.729792928225,24725.98193381726,1360.878385266332,,,0,,relleno
9221.545428467749,24520.18295407668,1588.4856091161303,,,0,,relleno
8895.917141124732,25796.525254025248,1474.678688721477,,,0,,relleno
9057.147974901098,24340.012705960205,1594.312022588866,,,0,,relleno
9108.960232716294,24694.234163821224,1502.4736963183286,,,0,,relleno
8907.191782145323,25754.955040879453,1697.63519621088,,,0,,relleno
8879.749677741258,24822.482995467763,1418.9777061265668,,,0,,relleno
8744.22354292929,25526.480083148876,1408.3231073510349,,,0,,relleno
9001.383496733573,25526.121998620907,1741.3443086592306,,,0,,relleno
8875.69168438511,25646.25674261334,1592.1391701525645,,,0,,relleno
9108.714483265703,24476.067782679424,1446.2484257830818,,,0,,relleno
8900.085591230814,26255.447001591438,1492.4652984711101,,,0,,relleno
8865.774498793371,25778.501013303096,1581.0451765003784,,,0,,relleno
8929.89794469931,24454.26026624056,1717.6903176122696,,,1,,relleno
8908.905443305179,24641.838007154383,1528.4925334961415,,,0,,relleno
8982.693848142257,25518.797802113342,1532.2178194289372,,,0,,relleno
8955.352793605984,24656.33828627262,1461.4172659605222,,,0,,relleno
8913.08462273273,25934.724050193814,1426.8960274031162,,,0,,relleno
8961.195976760147,24255.564530411477,1688.8455671251202,,,0,,relleno
8913.53122306224,25601.754998218676,1613.500459447867,,,0,,relleno
8730.60293691823,25592.857025656955,1285.828890114415,,,0,,relleno
8898.963779984293,26154.7419997383,1533.4980407934436,,,0,,relleno
8961.85831935222,24953.684970054564,1466.6825047788743,,,0,,relleno
8827.197718303512,25465.82058463232,1415.6965737120381,,,0,,relleno
8770.732838561102,25372.977440864608,1414.9844719493808,,,0,,relleno
8907.710538019332,24669.919490780478,1453.44967184781,,,0,,relleno
8987.65499102401,25541.696428441042,1498.286344045384,,,0,,relleno
9076.791047800642,24500.332553978824,1601.543435423328,,,0,,relleno
8871.396730029657,24797.676987331903,1413.775000805504,,,0,,relleno
8688.715496572708,25777.122806375,1266.6397968792683,,,0,,relleno
8880.28336966269,25186.661953773197,1462.7205596101776,,,0,,relleno
8755.426967693154,25651.922466515316,1436.9216721191078,,,0,,relleno
9078.717808661284,24379.495110100735,1326.3833319105781,,,0,,relleno
9072.327645279427,25735.54649388064,1567.3192385317006,,,0,,relleno
9081.298626237865,24810.522924877845,1720.2313101929522,,,0,,relleno
9001.202931840888,25419.07042618453,1563.7926665197022,,,0,,relleno
9009.471649469986,24476.543212666205,1419.810670905763,,,0,,relleno
8942.57691767607,24919.324986483934,1660.5602749983223,,,0,,relleno
8967.046648021504,25088.860168084353,1773.1005907981157,,,0,,relleno
8990.1374410481,24388.79270811636,1329.8393778128477,,,0,,relleno
8870.215498198591,24665.642084052743,1612.7368558450605,,,0,,relleno
9004.590959700283,25510.031620251284,1454.6385497802128,,,0,,relleno
9086.177637206087,25168.705603246297,1586.865343141543,,,0,,relleno
9018.827162898604,25400.62913670091,1568.3409409390451,,,0,,relleno
9010.135340142395,24452.467753427693,1321.723048881502,,,0,,relleno
8989.10921434401,25341.18480480306,1670.136861521693,,,0,,relleno
9050.308157299101,25876.745908107623,1718.800789925502,,,0,,relleno
8960.891725170184,25713.04930705773,1482.0872373539978,,,0,,relleno
8903.953276287259,25473.63538303617,1361.0242996283553,,,0,,relleno
8778.163831982725,25636.335533826696,1439.9207659776325,,,0,,relleno
8841.918103020667,25852.742513603316,1426.8717045958288,,,0,,relleno
8901.408647542932,24772.6087881489,1366.118017570695,,,0,,relleno
9016.743300896498,24502.154901855265,1752.1566807958498,,,0,,relleno
8724.31744664419,25835.077169549382,1334.637027180789,,,0,,relleno
9131.769073159485,25272.67005733317,1689.5686113898494,,,0,,relleno
8984.307585405364,25879.593890599062,1594.4867228130834,,,0,,relleno
8902.71799663461,24712.700925332105,1739.3771732596874,,,0,,relleno
8938.567465557799,25155.452742526802,1332.1116213082528,,,0,,relleno
8826.992530414089,25732.574646083634,1378.0411945280791,,,0,,relleno
8982.230654484985,25253.32235184037,1700.4887904333877,,,0,,relleno
9071.048049911651,24738.34603378421,1728.2028165830548,,,0,,relleno
8908.865337385108,25905.266392928283,1647.2525376187032,,,0,,relleno
8894.36910631389,25992.00819934891,1411.00094399207,,,0,,relleno
8917.7633208609,25311.762239110805,1397.0622845061841,,,0,,relleno
8909.266068015635,24735.574289184366,1449.8397894606119,,,0,,relleno
8756.212023044733,25929.536450378117,1337.4783920763336,,,0,,relleno
8884.227797423278,25785.760492317153,1520.6329321334229,,,0,,relleno
9121.564696705886,25460.72473768578,1637.9168472896758,,,0,,relleno
8890.136147919246,24692.971743085574,1545.6761584811156,,,0,,relleno
8848.04788269178,25495.086810488738,1430.9018291178984,,,0,,relleno
9189.530328230165,24624.27577782755,1564.8548694408075,,,0,,relleno
8825.908043108297,25759.58378075725,1520.0050804701807,,,0,,relleno
9057.759087717192,25270.277106258014,1750.6631376025002,,,0,,relleno
8809.45476940626,24945.052591343185,1490.372442962624,,,0,,relleno
8927.919741658608,25999.98898687186,1572.7542655007298,,,0,,relleno
8935.996297532438,24610.33179179423,1677.9917460561564,,,0,,relleno
8962.906146845484,24690.72676617755,1636.2063414493755,,,0,,relleno
8953.040444740884,25130.94836578034,1599.475401592471,,,0,,relleno
8961.295256347661,25211.628665954715,1549.8206778174454,,,0,,relleno
9000.110135443096,25614.79095823307,1579.134262447325,,,0,,relleno
8959.206750933286,25864.785968404158,1595.7437207356843,,,0,,relleno
9110.3258568323,24629.788308480765,1700.424957119793,,,0,,relleno
9075.366258164058,25171.54166132865,1472.353357288542,,,0,,relleno
8786.00304752176,25788.113796719404,1475.1262740005257,,,0,,relleno
9008.52805581043,24342.481582822133,1377.981883745963,,,0,,relleno
9009.48870417036,24251.267069352056,1370.5151112024594,,,0,,relleno
8817.022040885911,25279.986136228825,1604.544440951668,,,0,,relleno
9116.806151249291,24353.875318724527,1385.017844198067,,,0,,relleno
8929.626545970224,25787.230221186077,1525.8889477125654,,,0,,relleno
9010.672573486774,24592.569712339893,1393.5417546058789,,,0,,relleno
8973.129570967445,25333.972440052756,1568.8171933915883,,,0,,relleno
9000.169522225266,25378.851215565144,1515.7149496254,,,0,,relleno
9034.904576034336,24714.206381556236,1469.9150903558377,,,0,,relleno
9031.78592292019,25431.09264701557,1774.6636373126316,,,0,,relleno
9034.80984374686,24550.29545487581,1526.2135599062497,,,0,,relleno
8902.935889896398,25490.637528258187,1344.5567259150828,,,0,,relleno
9111.168138974965,25074.915643199394,1551.314844642928,,,0,,relleno
9004.283703837005,25158.699868744206,1379.3106759674708,,,0,,relleno
8980.018031494168,24520.15134816638,1705.0006703616727,,,0,,relleno
8956.525375220455,25286.20807545722,1789.118985112585,,,0,,relleno
8804.609607592416,25364.030225608993,1459.1624141670006,,,0,,relleno
8804.572458950426,25198.876556840714,1363.6940488760677,,,0,,relleno
9072.630538463261,24777.961675121842,1644.1710872921221,,,0,,relleno
8946.502425824681,24577.37531387094,1680.7114890272514,,,0,,relleno
9108.799879487777,25413.378316286267,1678.8125333323615,,,0,,relleno
8965.312858902345,26059.848668211765,1561.1025802424438,,,0,,relleno
8995.947085911928,25019.98896832243,1600.032936594048,,,0,,relleno
8862.476704151715,25205.271809238482,1299.2113908683666,,,0,,relleno
8893.871993645453,24637.62765270373,1686.6072531055265,,,0,,relleno
8986.089168505036,25709.94276055824,1670.7106877115993,,,0,,relleno
8917.671244070243,24995.784330039736,1590.4470832175236,,,0,,relleno
8887.429135944469,25544.844226935238,1336.270922948879,,,0,,relleno
9005.64341275351,24905.840833068036,1728.0301910368423,,,0,,relleno
9132.055957361452,24761.99948402977,1630.451974311472,,,0,,relleno
8923.303128623576,24872.02619324528,1555.0818756082163,,,0,,relleno
8912.208237323362,25281.37355674168,1550.0375246561093,,,0,,relleno
8858.600768291279,25317.666121672002,1538.646390469766,,,0,,relleno
9164.346973683809,24646.19776681578,1595.5787912986884,,,0,,relleno
9029.661771072786,24542.596651507523,1469.5539565516963,,,0,,relleno
9051.384921737916,24536.9781888191,1381.5790858469438,,,0,,relleno
8973.622930647398,24581.697637958583,1780.62469054772,,,1,,relleno
9071.953962329873,24770.958912424117,1634.7814852814442,,,0,,relleno
8911.720921380524,25584.404233435947,1618.013406218376,,,0,,relleno
8942.98816172526,24618.504741012886,1466.9698758513846,,,0,,relleno
8837.025230814463,26112.120761117854,1492.707261374525,,,0,,relleno
9079.693634889847,24746.587781745086,1568.0009595283018,,,0,,relleno
9115.2935425775,24665.033610092436,1597.2746668803766,,,0,,relleno
8963.454278750256,24402.043384555673,1674.6279194426845,,,0,,relleno
9018.726195675481,25191.26441257284,1453.3249460964798,,,0,,relleno
9110.537839317727,25341.497775127584,1609.3010738064972,,,0,,relleno
9169.2048895124,25080.98475646009,1638.150256907974,,,0,,relleno
8792.248664760395,25618.226404009452,1399.1535642854103,,,0,,relleno
8999.139523378053,24598.082198114942,1756.3614509631793,,,0,,relleno
8937.13184403082,24383.111638196682,1579.6630742983837,,,0,,relleno
8956.469023488853,24681.490724163676,1478.054291165873,,,0,,relleno
8927.34676077157,25101.183684668173,1738.7435903080495,,,0,,relleno
8857.173708908533,25208.212041419098,1648.8301970173666,,,0,,relleno
8981.66152945779,24563.403992817202,1654.8638754032286,,,0,,relleno
8897.52340988546,24480.501856512037,1692.1171024297566,,,1,,relleno
9007.540677522624,24469.956728060206,1568.1394849943217,,,0,,relleno
8933.241342434576,25093.989783654757,1628.1730971875993,,,0,,relleno
8994.629004540528,26568.974308257137,1633.5029312022248,,,0,,relleno
8943.439671186426,25751.44186773914,1481.4094178220098,,,0,,relleno
8952.016293958197,26363.338279678705,1584.1230049759115,,,0,,relleno
8755.433934531882,25680.579203752746,1446.1467292361708,,,0,,relleno
8896.38260927982,24735.06386855083,1637.1805723210923,,,0,,relleno
9132.119978583796,25108.366383070846,1675.0151931931114,,,0,,relleno
9094.830569401141,24844.91456315754,1712.4381725838962,,,0,,relleno
8981.789666552238,24681.20511091038,1463.7356030830201,,,0,,relleno
9147.82854333926,24434.125740824766,1564.0888207140454,,,0,,relleno
9004.141293649833,24887.700464589805,1672.2913328610407,,,0,,relleno
8960.214046645699,25271.424640819572,1508.6781018289828,,,0,,relleno
8868.638829973172,24791.998297235958,1574.6916306749404,,,0,,relleno
8955.813486170322,25911.666429563025,1692.2934450744544,,,0,,relleno
8714.252874330246,25784.003412312504,1292.3817412734702,,,0,,relleno
8991.344009447403,25610.30697159478,1558.7354172434216,,,0,,relleno
9055.178418714926,25846.09679784281,1724.6533913660066,,,0,,relleno
9028.753277963906,25809.494376134153,1604.9964456581165,,,0,,relleno
8913.222593429233,25680.240516225094,1677.0864542194458,,,0,,relleno
8915.235684376872,24711.778440457827,1647.5572954056474,,,0,,relleno
8944.160638074278,25082.152960693544,1672.865375154072,,,0,,relleno
8865.712025288276,25258.348178123797,1522.5873251074402,,,0,,relleno
9089.637019718606,24772.154140011873,1428.5338750615647,,,0,,relleno
8890.270794507327,25378.23097472806,1623.4393360060287,,,0,,relleno
9046.758449289055,24926.321116819483,1724.8482731486974,,,0,,relleno
8937.264677603182,24638.680671783528,1493.5096602471276,,,0,,relleno
8988.934440774168,25596.294920271044,1733.8428965475887,,,0,,relleno
9003.340434112803,25995.816710671454,1667.1740136811936,,,0,,relleno
9030.264076935651,25348.182400912166,1504.4364542547492,,,0,,relleno
8916.42194471485,25007.370493513827,1471.1067987690517,,,0,,relleno
8964.49862615326,25960.273565491978,1472.7493214196434,,,0,,relleno
8902.272301652389,24840.790013109185,1301.3815988027768,,,0,,relleno
8923.491648415864,26481.272668027817,1544.1611140172888,,,0,,relleno
8933.6603002601,25836.9103704743,1532.8832505724574,,,0,,relleno
