holeid;From;To;Este;Norte;Cota;Rec_Peso_PND25_(%)
DD5458;235.5;247.5;9141.383;26044.824;2212.114;15.61
DD3786;0;34.5;9067.968;25554.22;2218.114;18.95
DD5466;312;322.5;8982.016;25852.412;2110.559;16.85
DD3200;214;230.5;9152.042;26001.975;2189.137;22.6
DD3337;201;220.5;9161.402;25200.202;2176.464;19.07
DD3338;110.5;133;9149.55;25401.05;2271.52;22.89
DD3360;130;151;9076.693;25890.892;2293.23;16.59
DD3383;122.5;143.5;8971.913;25543.719;2289.708;13.41
DD3373;105;124.5;9174.844;25791.586;2312.772;20.86
DD3363;189;205.5;9091.655;25689.195;2228.095;21.63
DD4980;37.5;61.5;9104.195;25849.427;2243.437;16.05
DD4900;22.5;42;9031.586;25500.207;2070.436;25.24
DD4902C;241.5;255;9002.241;25035.761;2176.559;19.65
DD3789;57;79.5;8996.894;25695.685;2224.618;25.51
DD4995;76.5;99;9077.434;25903.366;2270.611;13.95
DD4932;39;63;9092.158;25650.395;2256.335;13.52
DD4871;63;88.5;9013.198;25634.814;2227.212;26.38
DD4942;85.5;108;8995.847;25697.579;2136.486;17.61
DD4876;30;52.5;9058.001;25596.527;2061.798;21.86
DD4979;70.5;96;9064.138;25848.584;2291.257;9.45
DD4986;82.5;102;9086.681;25873.767;2293.097;12.45
DD4960;10.5;33;9090.232;25799.786;2216.679;26.31
DD4943;67.5;87;9107.75;25724.239;2273.739;18.7
DD8934;190.5;210;9172.051;25325.203;2229.431;8.27
DD8843;153;169.5;9138.085;25526.605;2254.042;18.95
DD8880;153;165;9048.748;25624.589;2264.67;7.7
DD8922;292.5;309;9128.956;26026.907;2142.79;16.26
DD8919;319.5;333;9127.239;26077.473;2134.087;16.63
DD8912B;360;375;9135.472;26185.79;2103.527;11.81
DD8952B;145.5;159;9060.958;25048.295;2248.341;19.29
DD8952B;196.5;208.5;9083.559;25047.579;2203.466;12.12
DD8939;219;231;9071.296;25223.558;2193.848;12.81
DD4893;63;102;9118.763;25496.345;2228.477;17.8
DD8940;157.5;172.5;9152.961;25228.884;2246.871;10.23
DD8864B;147;157.5;9087.539;25424.299;2260.022;4.35
DD8861;124.5;138;9152.322;25375.337;2255.083;12.58
DD8948;150;162;9158.718;25124.315;2257.123;13.51
DD8947B;135;151.5;9013.397;25120.145;2268.579;14.71
DD8938;160.5;172.5;8955.94;25224.375;2250.865;16.1
DD8941B;138;166.5;8972.898;25204.149;2259.634;13.49
DD8937;151.5;168;9135.684;25276.531;2261.074;16.66
DD8847;145.5;159;9042.047;25445.842;2258.192;18.9
DD8878;250.5;265.5;9092.749;25515.645;2161.087;11.98
DD3266;276;316.5;8950.309;25393.978;2098.258;19.58
DD8921;126;138;9181.744;26049.183;2298.524;17.68
DD8922;229.5;243;9101.951;26026.141;2201.359;9.43
DD8917;247.5;261;9165.053;26130.763;2183.727;11.95
DD8910B;252;265.5;9167.498;26238.135;2190.937;16.25
DD8922;180;192;9080.923;26025.93;2246.997;11.16
DD8928;114;130.5;9049.965;25926.086;2300.063;10.45
DD3391;137;171.5;9102.853;25631.876;2275.426;14.09
DD3403;131;162.5;9026.41;25435.6;2269.221;20.58
DD3865;0;19.5;9024.056;25490.481;2202.284;18.18
DD5290;342;354;9058.688;25682.267;2071.863;6.6
DD3345;192.5;212;9053.335;25499.791;2194.482;24.12
DD5288;141;156;9106.073;25349.458;2258.02;16.69
DD3786;34.5;63;9088.216;25554.22;2242.245;19.35
DD3870;0;13.5;9067.977;25552.933;2201.842;15.59
DD8565;345;354;8845.722;25398.912;2064.784;27.4
DD8550;204;214.5;8855.769;24600.047;2170.495;20.4
DD8817B;112.5;129;9068.621;24400.209;2253.404;16.2
DD8916;214.5;225;9063.232;26122.814;2229.845;11.2
DD8916;283.5;297;9098.691;26121.392;2168.927;13.3
DD8962;118.5;129;9220.505;24652.054;2258.676;16.8
DD8962;130.5;148.5;9226.807;24652.297;2244.243;23.8
DD8962;160.5;169.5;9236.947;24652.71;2220.85;22.8
DD8962;178.5;187.5;9243.989;24652.993;2204.287;18.4
DD4921;337.5;348;8921.744;25157.924;2079.27;33.2
DD5283;216;231;9148.667;25153.875;2183.871;13.1
DD5283;246;258;9160.531;25154.848;2157.976;16
DD3397;262.5;273;9075.285;25059.367;2151.481;18.5
DD5481;6;19.5;8982.041;25304.784;2103.275;21.6
DD4013;123;132;9251.047;24797.125;2259.456;19.5
DD4013;132;144;9255.4;24797.011;2249.902;17.8
DD5450;118.5;127.5;9147.664;24644.534;2267.778;21.2
DD4924B;327;340.5;9049.168;25105.435;2106.27;17.9
DD5485;51;64.5;8961.385;25199.728;2095.895;25.3
DD4015;165;175.5;9121.553;25004.225;2216.752;18.2
DD4015;181.5;198;9125.906;25004.76;2197.752;16.7
DD3172;197;218;9050.885;24995.89;2173.738;21.8
DD4903;213;228;9097.223;25001.753;2171.095;13.8
DD4903;229.5;247.5;9092.138;25001.692;2153.828;22.2
DD3207;228;246;9131.443;24930.722;2177.629;18.5
DD5276;204;222;9139.319;24850.438;2180.035;19.3
DD5472;220;244;9106.492;24850.68;2157.935;17.3
DD3377;360;381;9096.002;25123.51;2086.322;13.6
DD5287;348;357;9030.921;25293.498;2074.759;16.6
DD5287;357;370.5;9036.104;25293.147;2064.78;17.2
DD5287;370.5;382.5;9041.974;25292.752;2053.468;14.1
DD5287;393;409.5;9053.309;25292.012;2031.479;13.5
DD5326;258;273;8955.965;25092.859;2169.608;29.1
DD8943;150;168;9160.033;25174.428;2248.297;16.7
DD8943;177;198;9173.758;25173.522;2223.337;15.3
DD8940;181.5;208.5;9167.683;25229.723;2220.746;12.3
DD8942;172.5;196.5;9168.833;25195.572;2226.462;15.2
DD8942;198;213;9178.631;25195.111;2207.893;12.6
DD8937;201;217.5;9164.003;25275.902;2220.48;14.4
DD8937;217.5;241.5;9175.558;25275.503;2203.855;15.6
DD8927;336;354;9089.31;25914.227;2107.155;23
DD8928;276;292.5;9115.132;25926.376;2151.753;19.6
DD8950;124.5;151.5;9084.72;25077.431;2254.35;19.6
DD8939;282;321;9109.654;25223.431;2127.661;12.7
DD8940;226.5;237;9185.509;25230.19;2188.614;14.9
DD8945B;310.5;324;9121.794;25143.887;2099.489;12.7
DD8952B;250.5;262.5;9107.47;25046.937;2155.053;20.3
DD8956;303;342;8993.362;24949.724;2092.022;20.2
DD8955;153;177;9142.435;24998.343;2225.366;22.2
DD8955;192;220.5;9155.017;24997.334;2186.094;21.3
DD8955;228;241.5;9163.498;24996.37;2158.903;17.7
DD8947B;307.5;325.5;9106.319;25107.954;2122.878;16.8
DD8947B;325.5;340.5;9114.878;25106.755;2108.823;13
DD8964B;118.5;135;9162.742;24600.275;2257.275;16.8
DD8959B;154.5;163.5;9148.6;24751.144;2224.664;16.8
DD5492;42;60;9024.791;25049.912;2112.867;17.5
DD5493;96;109.5;9061.638;24997.227;2066.106;15.2
DD4015;291;310.5;9148.892;25008.675;2089.231;14.8
DD5450;154.5;169.5;9168.51;24644.047;2234.82;14.8
DD5452;178.5;195;9138.208;24802.777;2209.437;14.2
DD4903;297;333;9071.489;25001.224;2080.171;16.5
DD5472;244.5;262.5;9113.42;24850.564;2137.583;19.8
DD5492;4.5;40.5;9009.014;25049.252;2136.591;16.6
DD5492;72;99;9043.656;25050.966;2084.001;17.5
DD8936;213;225;8896.544;25273.767;2220.41;23.3
DD8953;226.5;237;9209.802;25047.189;2179.258;12.7
DD4921;322.5;334.5;8915.437;25157.373;2092.037;18.5
DD5326;355.5;363;9011.498;25087.536;2094.268;22.3
DD3397;328.5;349.5;9104.96;25046.771;2087.953;16.8
DD5282;268.5;285;8958.989;25048.286;2128.738;21.3
DD5493;12;25.5;9025.024;24996.965;2141.705;22.9
DD5279;144;162;9184.906;24947.488;2236.983;21.2
DD5279;198;210;9202.591;24947.151;2189.149;23.8
DD5563C;285;336;9154.807;24910.028;2132.912;19.1
DD5563C;207;240;9102.418;24909.079;2202.363;16.9
DD3312;190;212.5;9193.899;24782.66;2198.156;18.7
DD3314;261;285;8981.244;25570.798;2163.617;16.4
DD3291;225.5;255.5;8985.26;25581.47;2160.52;19.8
DD3170;226.5;244.5;9048.011;25598.299;2164.725;19.5
DD5350;40.5;55.5;9036.016;25339.931;2059.446;27.4
DD5290;247.5;261;9087.897;25679.261;2160.895;12.9
DD5290;271.5;283.5;9080.64;25679.899;2138.816;12.4
DD8952B;304.5;342;9137.079;25045.5;2095.247;19.4
DD8953;151.5;162;9174.964;25049.175;2245.646;24.9
DD8945B;336;351;9132.332;25143.291;2075.454;16.8
MHDDD7917B;492;502.5;8700.032;23604.571;1906.354;41.57
MHDDD7918;313.5;328.5;9011.706;23703.441;2064.365;29.46
MHDDD7918;354;369;9031.884;23703.831;2029.252;26.79
MHDDD7919;150;163.5;8626.29;23802.141;2205.981;23.44
MHDDD7919;627;639;8877.836;23803.784;1801.859;37.6
MHDDD7919;711;721.5;8925.923;23802.574;1733.914;33.38
MHDDD7920;234;246;8665.476;23900.856;2134.819;22.25
MHDDD7920;334.5;348;8711.764;23899.764;2044.779;23.27
MHDDD7920;508.5;520.5;8787.671;23900.829;1889.056;39.85
MHDDD7921;255;267;8978.734;23901.286;2120.061;25.02
MHDDD7921;357;369;9027.013;23902.364;2030.22;19.27
MHDDD7922;294;306;9050.126;23796.774;2085.112;28.16
MHDDD7923;205.5;225;8858.923;23797.428;2157.081;22.08
MHDDD7924;124.5;136.5;8817.198;24001.906;2237.681;36.46
MHDDD7924;288;300;8898.915;24004.624;2096.097;31.68
MHDDD7925;268.5;280.5;8681.379;23999.152;2109.7;29.1
MHDDD7925;330;340.5;8713.667;23999.104;2058.241;41.68
MHDDD7925;420;429;8762.251;23999.386;1983.378;43.35
MHDDD7926;135;147;8690.11;23710.989;2218.315;8.31
MHDDD7927;357;367.5;8816.552;24095.501;2011.738;28.33
MHDDD7928;375;385.5;8835.374;24203.585;1996.557;16.74
MHDDD7928;447;459;8858.187;24204.686;1927.486;22.09
MHDDD7928;627;639;8913.441;24207.801;1756.207;22.39
MHDDD7928;1138.5;1150.5;9050.965;24203.257;1263.665;23.58
MHDDD7929;228;231;8777.834;24301.351;2144.872;23.94
MHDDD7929;924;934.5;9020.232;24306.17;1488.503;36.24
MHDDD7929;1045.5;1062;9061.478;24307.872;1371.047;15.59
MHDDD7935;430.5;442.5;9215.323;23699.381;1964.187;31.13
MHDDD7936;198;211.5;9155.354;24100.247;2178.979;28.26
MHDDD7936;220.5;235.5;9167.337;24100.085;2159.057;24.55
MHDDD7990;430.5;435;8599.8;24045.4;1953.3;59.66
MHDDD7990;442.5;447;8604.3;24045.1;1942.2;35.66
MHDDD7990;447;453;8606.3;24044.9;1937.4;22.91
MHDDD7990;453;459;8608.6;24044.7;1931.8;22.55
MHDDD7990;505.5;511.5;8628.2;24043;1883.1;29.73
MHDDD7990;514.5;520.1;8631.4;24042.7;1875;34.09
MHDDD7992;358.5;367.5;9046.7;23694.7;2027.3;21.23
MHDDD7992;367.5;373.5;9050.4;23694.5;2020.8;26.3
MHDDD7992;393;399;9062.9;23693.7;1998.6;42.74
MHDDD7992;403.5;409.5;9068.1;23693.3;1989.5;26.56
MHDDD7993;235.5;243;8697.8;23902.3;2131.3;32.22
MHDDD7993;277.5;283.5;8715.8;23902.6;2094.2;29.14
MHDDD7993;298.5;304.5;8724.9;23902.8;2075.3;22.61
MHDDD7993;399;406.5;8768.5;23904.2;1983.9;40.06
MHDDD7993;444;450;8787.4;23905;1943.9;24.84
MHDDD7991;207;211.5;8617.4;23996.6;2166.2;41.04
MHDDD7991;297;304.5;8660.9;23994;2085.7;17.73
MHDDD7991;406.5;411;8709.9;23990.5;1989.6;54.25
MHDDD7994;108;114;8980;24228.8;2254.9;21.76
MHDDD7994;145.5;153;8994;24228.8;2219.2;17.5
MHDDD7994;168;174;9001.8;24228.8;2199;16.76
MHDDD7994;211.5;216;9017.2;24228.7;2159.1;24.38
MHDDD7994;288;294;9044.7;24228.3;2086.9;22.14
MHDDD7994;307.5;315;9051.9;24228.1;2068;27.05
MHDDD7994;430.5;439.5;9095.2;24227.7;1952;25.36
MHDDD7995;324;330;8577.3;23756.2;2054.7;22.2
MHDDD7996;315;321;8829.7;24298.7;2063.1;26.22
MHDDD7996;321;327;8831.8;24298.6;2057.5;31.06
MHDDD7996;352.5;358.5;8843.1;24298.1;2028.1;28.63
MHDDD7996;405;411;8861.8;24297.1;1979;22.94
MHDDD7996;453;459;8878.9;24296.2;1934.2;27.1
MHDDD7996;609;615;8933.1;24293.7;1787.9;29.7
MHDDD7996;664.5;670.5;8952;24292.5;1735.7;32.33
MHDDD7996;853.5;859.5;9014.9;24288.4;1557.6;28.18
MHDDD7996;885;891;9025.1;24287.4;1527.8;28.15
MHDDD7996;909;915;9032.9;24286.8;1505.1;32.53
MHDDD7996;915;920;9034.7;24286.7;1499.9;23.07
MHDDD7997;190.5;196.5;9125;24101;2190;28.08
MHDDD7997;199.5;205.5;9129.7;24101.1;2182.3;15.96
MHDDD7997;208.5;214.5;9134.3;24101.3;2174.6;29.26
MHDDD7997;217.5;223.5;9139;24101.5;2166.9;22.54
MHDDD7997;237;243;9149;24101.9;2150.1;22.69
MHDDD7997;264;270;9162.8;24102.5;2126.9;18.9
MHDDD7998;499.5;508.5;8603.4;24256.7;1901.5;35.9
MHDDD7998;519;525;8610.8;24256.9;1885.1;30.74
MHDDD7999;180;186;8859.3;24003.3;2193;48.49
MHDDD7999;186;192;8862.3;24003.4;2187.8;60.87
MHDDD7999;336;340.5;8935.5;24005.4;2057.7;42.08
MHDDD7991;178.5;184.5;8604.1;23997.4;2190.5;30.59
MHDDD7936;270;279;9191.191;24099.732;2119.144;30.19
MHDD0080;189;195;8909.158;24374.246;2185.868;33.92
MHDD0048;292.5;298.5;9259.781;24442.823;2092.54;25.62
MHDD0048;307.5;318;9266.329;24442.385;2076.587;22.05
MHDD0048;318;324;9269.506;24442.184;2068.977;17.5
MHDD0078;142.5;154.5;8888.311;24424.422;2225.942;14.46
MHDD0079;136.5;150;8998.729;24423.706;2231.681;22.4
MHDD0030;171;178.5;8940.85;24472.211;2195.929;18.25
MHDD0030;180;187.5;8942.918;24472.097;2187.17;24.37
MHDD0049;279;288;9327.138;24445.367;2096.878;21.13
MHDD0031;190.5;198;8921.769;24518.519;2177.349;30.25
MHDD0029;310.5;318;9260.028;24469.315;2058.861;22.31
MHDD0033;232.5;240;9232.205;24519.015;2137.733;25.39
MHDD0080;124.5;141;8885.859;24374.982;2240.34;15.6
MHDD0056;144;154.5;9018.254;24547.623;2227.698;20.64
MHDD0056;157.5;165;9022.215;24547.183;2216.38;34.66
MHDD0059;103.5;115.5;9115.421;24568.738;2264.271;18.07
MHDD0059;115.5;123;9118.557;24568.462;2255.043;33.4
MHDD0041;54;66;9132.093;24929.613;2223.49;17.76
MHDD0041;78;87;9138.451;24929.317;2201.909;23.48
MHDD0092;153;160.5;9209.45;24749.091;2221.501;26.81
MHDD0068;124.5;133.5;8989.822;24723.216;2248.831;20.45
MHDD0095;301.5;316.5;9062.737;24751.228;2079.003;27.37
MHDD0090;66;75;9235.127;24990.158;2219.509;18.17
MHDD0090;75;85.5;9230.26;24990.142;2211.061;20.05
MHDD0090;85.5;96;9225.065;24990.077;2201.936;30.04
MHDD0090;102;114;9216.594;24989.992;2186.91;36.75
MHDD0090;115.5;124.5;9210.758;24989.933;2176.424;16.63
MHDD0090;135;145.5;9200.992;24989.705;2158.687;13.04
MHDD0090;145.5;153;9196.658;24989.577;2150.8;15.83
MHDD0090;156;166.5;9190.897;24989.392;2140.275;14.7
MHDD0090;166.5;181.5;9184.795;24989.233;2129.081;28.51
MHDD0089;75;84;9201.51;25057.59;2201.344;11.15
MHDD0089;88.5;97.5;9202.542;25057.391;2187.885;10.08
MHDD0089;106.5;117;9203.915;25057.043;2169.189;15.26
MHDD0089;117;130.5;9204.785;25056.825;2157.222;14.33
MHDD0064;106.5;115.5;9110.487;25036.365;2174.384;21.92
MHDD0064;115.5;123;9112.788;25036.466;2166.462;33.87
MHDD0064;123;133.5;9115.378;25036.578;2157.844;19.2
MHDD0064;142.5;151.5;9120.906;25036.844;2139.93;19.56
MHDD0064;178.5;189;9131.156;25037.307;2104.643;18.42
MHDD0064;226.5;235.5;9144.176;25037.759;2059.226;13.44
MHDD0064;253.5;261;9150.972;25037.978;2033.872;12.45
MHDD0064;264;273;9153.87;25038.018;2023.002;11.4
MHDD0062;225;234;8950.938;25011.71;2079.291;14.28
MHDD0062;258;268.5;8962.303;25011.503;2047.515;15.92
MHDD0062;270;279;8966.049;25011.403;2036.908;17.77
MHDD0043;229.5;237;8963.495;24971.79;2071.467;38.47
MHDD0043;237;243;8965.39;24971.556;2064.993;19.15
MHDD0043;264;276;8973.5;24970.465;2036.131;27.53
MHDD0041;180;190.5;9166.448;24927.988;2103.057;20.56
MHDD0041;190.5;198;9168.849;24927.918;2094.384;14.12
MHDD0041;205.5;216;9173.273;24927.786;2078.488;27.37
MHDD0041;288;300;9195.235;24926.698;1998.195;13.49
MHDD0041;300;307.5;9197.771;24926.587;1988.782;12.6
MHDD0087;130.5;138;9226.572;24399.556;2237.67;17.54
MHDD0081;108;118.5;9315.076;24371.62;2258.953;26.53
MHDD0081;139.5;153;9326.972;24370.575;2228.19;16.41
MHDD0049;120;132;9278.459;24447.851;2246.632;19.91
MHDD0028;124.5;133.5;9098.47;24472.618;2243.61;12.14
MHDD0059;255;262.5;9164.123;24563.791;2123.283;25.99
MHDD0058;144;153;9286.023;24549.86;2221.289;16.4
MHDD0058;256.5;267;9297.427;24549.938;2108.619;22.12
MHDD0082;178.5;189;8907.772;24573.863;2194.841;23.72
MHDD0082;213;225;8918.974;24573.63;2161.419;25.6
MHDD0035;115.5;126;9275.303;24623.766;2251.117;22.76
MHDD0052;214.5;222;9275.112;24599.155;2155.154;19.19
MHDD0036;97.5;106.5;9164.305;24623.821;2270.72;16.6
MHDD0059;316.5;324;9183.777;24561.603;2065.053;31.95
MHDD0057;226.5;235.5;9215.934;24548.468;2143.055;25.24
MHDD0057;237;246;9218.249;24548.338;2132.814;21.11
MHDD0070;120;127.5;9219.168;24598.564;2253.533;12.67
MHDD0037;112.5;123;9043.027;24673.987;2256.422;15.03
MHDD0026;150;162;9165.887;24672.134;2218.905;15.63
MHDD0067;250.5;258;9163.742;24725.725;2124.238;22.04
MHDD0096;168;175.5;8992.362;24963.91;2115.183;15.36
MHDD0096;175.5;187.5;8994.915;24963.889;2105.773;14.33
MHDD0096;192;199.5;8998.625;24963.871;2092.015;11.21
MHDD0096;201;208.5;9000.948;24963.848;2083.32;39.6
MHDD0096;270;277.5;9018.262;24963.384;2016.53;34.18
MHDD0060;195;202.5;8977.615;24990.355;2109.835;24.2
MHDD0060;202.5;210;8980.303;24990.194;2102.835;20.81
MHDD0098;135;142.5;8977.381;25027.862;2148.65;31.65
MHDD0098;142.5;148.5;8979.462;25027.805;2142.229;16.88
MHDD0098;192;198;8994.56;25027.459;2095.089;39.17
MHDD0098;198;207;8996.819;25027.401;2087.938;15.73
MHDD0098;207;217.5;8999.745;25027.319;2078.638;18.75
MHDD0077;166.5;177;8862.692;25345.332;2109.206;34.33
MHDD0068;150;156;8995.628;24722.623;2225.551;21.23
MHDD0038;120;126;9258.725;24672.1;2250.794;18.49
MHDD0038;126;135;9259.663;24671.944;2243.354;15.16
MHDD0038;135;147;9261.099;24671.739;2232.955;13.83
MHDD0041;87;93;9140.553;24929.203;2194.71;15.23
MHDD0041;93;103.5;9142.842;24929.076;2186.785;19.83
MHDD0089;99;106.5;9203.259;25057.208;2178.163;9.17
MHDD0041;16.5;28.5;9121.531;24929.888;2259.47;15.64
MHDD0064;85.5;91.5;9103.824;25036.173;2195.874;18.76
MHDD0064;91.5;100.5;9106.034;25036.209;2188.707;17.86
MHDD0090;189;195;9176.297;24988.989;2113.215;15.55
MHDD0090;195;202.5;9173.13;24988.889;2107.256;42.97
MHDD0090;202.5;213;9168.907;24988.761;2099.308;24.7
MHDD0090;213;226.5;9163.312;24988.568;2088.695;16.5
MHDD0090;226.5;240;9157.046;24988.294;2076.74;20.25
MHDD0064;235.5;243;9146.339;25037.852;2051.265;15.16
MHDD0060;297;303;9013.658;24987.617;2015.263;12.13
MHDD0050;112.5;118.5;8905.949;24499.145;2254.946;12.85
MHDD0041;225;237;9178.667;24927.604;2058.97;13.55
MHDD0039;301.5;310.5;9045.138;24920.365;1986.219;16.39
MHDD0092;298.5;306;9241.984;24748.101;2079.689;20.09
MHDD0092;306;313.5;9243.627;24748.046;2072.371;17.41
MHDD0092;313.5;319.5;9245.104;24747.997;2065.785;25.95
MHDD0092;321;328.5;9246.908;24747.937;2057.735;14.95
MHDD0062;303;316.5;8978.23;25011.096;2003.831;17.8
MHDD0062;331.5;342;8987.316;25011.025;1978.406;17.11
MHDD0052;202.5;214.5;9273.229;24599.172;2164.72;18.94
MHDD0051;219;225;9222.657;24498.078;2152.987;24
MHDD0039;177;184.5;9011.445;24924.547;2106.778;36.51
MHDD0039;184.5;192;9013.52;24924.314;2099.575;34.89
MHDD0039;192;205.5;9016.409;24923.973;2089.486;15.92
MHDD0039;205.5;219;9020.099;24923.517;2076.508;20.97
MHDD0057;261;268.5;9223.311;24548.164;2110.123;16.08
MHDD0053;292.5;306;9155.822;24601.006;2080.496;22.07
MHDD0052;298.5;309;9291.44;24599.253;2071.231;16.31
MHDD0052;309;319.5;9293.439;24599.206;2060.923;22.06
MHDD0092;367.5;375;9257.058;24747.609;2012.358;20.82
MHDD0074;348;355.5;9088.028;24751.028;2027.169;15.63
MHDD0069;312;319.5;9246.084;24689.794;2083.892;20.54
MHDD0075;295.5;300;9279.564;24657.817;2084.13;15.84
MHDD0052;325.5;333;9296.299;24599.09;2046.199;17.82
MHDD0053;147;160.5;9118.757;24599.75;2221.184;25.73
MHDD0052;106.5;117;9253.243;24600.14;2259.374;20.72
MHDD0073;264;270;9292.137;24692.097;2127.878;12.71
MHDD0088;132;138;9100.829;24648.102;2247.03;10.11
MHDD0092;135;147;9205.874;24749.214;2236.839;10.99
MHDD0041;307.5;317;9199.97;24926.522;1980.571;12.61
MHDD0064;211.5;223.5;9140.425;25037.614;2072.194;14.24
MHDD0104;129;145.5;9081.76;24991.506;2139.485;18.18
MHDD0091;105;111;9172.603;24951.659;2174.974;20.38
MHDD0104;150;153;9087.496;24991.281;2126.442;20.45
MHDD0097;250;256;9042.79;24989.05;2050.17;19.78
MHDD0064;162;172.5;9126.59;25037.138;2120.497;19.08
MHDD0043;321;328.5;8988.254;24967.85;1983.475;17.83
MHDD0043;328.5;336;8990.141;24967.412;1976.23;12.94
MHDD0104;103.5;108;9069.038;24992.03;2168.297;16.69
MHDD0068;309;318;9033.123;24717.681;2069.572;15.22
MHDD0038;261;271.5;9276.948;24671.195;2108.718;20.77
MHDD0038;304.5;319.5;9282.756;24670.67;2063.343;18.59
MHDD0036;301.5;310.5;9205.895;24623.91;2071.022;25.57
MHDD0036;250.5;262.5;9196.447;24623.943;2119.61;20.78
MHDD0035;285;295.5;9294.679;24623.775;2082.74;30.63
MHDD0069;378;384;9270.947;24689.553;2023.566;18.04
MHDD0261A;265.5;271.5;8746.621;24368.851;2122.416;24.49
MHDD0309;204;211.5;8922.347;24267.605;2188.393;24.03
MHDD0309;312;321;8987.018;24265.97;2100.986;18.68
MHDD0309;328.5;340.5;8997.787;24265.345;2086.576;14.5
MHDD0304;201;210;9094.193;25953.193;2027.487;8.83
MHDD0304;223.5;235.6;9080.262;25953.035;2007.883;11.64
MHDD0304;210;220.5;9088.545;25953.129;2019.539;9.55
MHDD0310;231;246;9183.671;26372.014;2227.828;18.58
MHDD0272;141;150;9008.065;24776.015;1961.174;16.17
MHDD0264;354;363;8809.566;24467.487;2034.566;13.15
MHDD0282;19.5;30;8997.51;25670.313;2031.095;12.44
MHDD0292;241.5;249;9058.616;26151.271;1985.239;20.3
MHDD0292;249;258;9059.541;26151.302;1977.041;16.86
MHDD0292;186;199.5;9052.718;26151.075;2037.406;18.93
MHDD0292;222;229.5;9056.425;26151.19;2004.615;16.66
MHDD0292;267;276;9061.592;26151.367;1959.158;16.37
MHDD0292;261;267;9060.733;26151.338;1966.609;22.37
MHDD0282;34.5;40.5;8993.686;25668.083;2019.139;11.67
MHDD0282;40.5;49.5;8991.426;25666.793;2012.105;15.9
MHDD0282;66;70.5;8984.447;25662.737;1990.301;19.25
MHDD0291;6;15;9035.308;25825.252;2055.946;11.54
MHDD0291;27;34.5;9025.955;25825.489;2037.987;11.41
MHDD0291;69;75;9007.103;25825.62;2001.298;19.17
MHDD0291;75;82.5;9004.043;25825.643;1995.281;12.65
MHDD0284;133.5;142.5;8980.842;26082.369;2106.289;15.05
MHDD0284;231;237;9009.832;26082.25;2014.771;11.72
MHDD0284;270;280.5;9021.959;26082.225;1975.345;22.53
MHDD0284;280.5;288;9024.589;26082.238;1966.737;14.01
MHDD0284;300;306;9030.044;26082.288;1948.799;16.76
MHDD0287;108;117;9137.169;26027.491;2112.254;7.51
MHDD0287;132;141;9123.62;26027.793;2092.448;10.19
MHDD0287;142.5;153;9117.302;26027.891;2083.139;11.67
MHDD0286;1.5;9;9152.89;26219.827;2217.06;14.75
MHDD0286;22.5;30;9140.603;26219.57;2200.032;10.02
MHDD0286;18;21;9144.545;26219.719;2205.509;14.01
MHDD0286;30;34.5;9137.098;26219.514;2195.164;12.56
MHDD0286;36;42;9133.152;26219.606;2189.688;14.24
MHDD0286;43.5;48;9129.213;26219.558;2184.207;10.08
MHDD0286;63;69;9117.471;26219.251;2167.713;14.61
MHDD0286;72;76.5;9112.708;26219.06;2160.98;12.86
MHDD0289;199.5;205.5;8738.68;24527.729;2141.32;21.15
MHDD0197;130.5;139.5;8808.355;24349.409;2228.053;14.97
MHDD0197;162;169.5;8819.578;24349.295;2199.424;12.74
MHDD0197;178.5;186;8825.554;24349.182;2184.045;11.05
MHDD0289;220.5;226.5;8743.038;24527.952;2120.778;14.06
MHDD0263;94.5;100.5;8754.888;24399.37;2251.861;14.02
MHDD0263;100.5;109.5;8758.15;24399.384;2245.107;12.09
MHDD0264;252;259.5;8756.499;24470.456;2122.499;25.33
MHDD0292;96;103.5;9042.106;26150.457;2129.796;8.78
MHDD0263;225;229.5;8810.847;24399.098;2134.801;12.16
MHDD0263;267;273;8828.957;24398.71;2096.079;22.17
MHDD0263;280.5;286.5;8834.62;24398.57;2083.825;16.97
MHDD0263;328.5;333;8854.6;24397.757;2041.016;15.2
MHDD0306;43.5;51;9120.671;26200.272;2180.037;10.19
MHDD0306;51;55.5;9123.513;26200.208;2174.753;15.13
MHDD0306;57;63;9126.709;26200.151;2168.807;7.92
MHDD0306;73.5;78;9134.083;26199.942;2154.892;11.16
MHDD0306;94.5;99;9143.913;26199.631;2136.338;11.76
MHDD0306;99;106.5;9146.723;26199.54;2131.037;9.31
MHDD0306;112.5;118.5;9152.688;26199.355;2119.77;9.1
MHDD0303;211.5;219;9085.744;25800.899;2001.315;15.69
MHDD0303;250.5;259.5;9062.417;25800.966;1969.132;11.62
MHDD0303;261;265.5;9057.59;25800.959;1962.442;12.83
MHDD0303;270;279;9051.026;25800.985;1953.305;12.77
MHDD0303;289.5;294;9040.992;25801.118;1939.275;12.93
MHDD0303;298.5;304.5;9035.344;25801.119;1931.328;18.16
MHDD0303;306;312;9031.002;25801.095;1925.212;16.51
MHDD0251;106.5;112.5;8858.895;24200.86;2251.95;20.85
MHDD0251;114;118.5;8860.841;24200.912;2245.487;18.11
MHDD0251;186;192;8881.875;24201.6;2175.848;21.54
MHDD0253;130.5;138;8839.121;24250.801;2236.701;17.17
MHDD0253;174;181.5;8858.179;24251.034;2197.599;20.02
