Este_val,Norte_val,Cota_val,recpe_og,recpe_val,KNN,RandomForest,GradientBoosting,XGBoost
9135.0,26052.5,2227.5,17.33,15.87030029,15.249012470657298,14.613495493742334,14.076931120363895,14.810125
8975.0,25857.5,2122.5,19.53,18.51036644,18.968794753169163,18.610724622735347,19.082886848319248,19.01595
9075.0,25977.5,2272.5,14.68,15.46897125,15.818711955028457,15.2,16.594999494361424,16.0
9145.0,26037.5,2212.5,15.61,14.97068501,15.49737706877274,12.929669559718496,13.39885218015662,13.331912
9065.0,25557.5,2212.5,18.95,18.82811928,19.009698032865682,18.04,20.396970919591617,19.290777
8985.0,25857.5,2107.5,16.85,17.38799286,18.09472270023344,18.69986119965416,19.31831290130591,19.113667
9155.0,26007.5,2182.5,22.6,21.98710251,16.538026714852418,14.5,12.37,12.4957285
9165.0,25197.5,2182.5,19.07,17.75272369,16.05504713898056,16.5,15.983998412348884,15.740615
9145.0,25407.5,2272.5,22.89,23.37147141,20.386426999336273,17.60737102588469,22.068699562334405,18.068836
9075.0,25887.5,2287.5,16.59,15.26225662,15.51380410238426,15.161856034030656,14.148212851538247,14.477567
8975.0,25542.5,2287.5,13.41,13.30000019,15.213273742146805,17.963032168576095,15.606612148195234,18.743198
9175.0,25797.5,2317.5,20.86,20.8599987,18.17805574460235,16.67697113949269,20.715013189039645,18.899946
9095.0,25692.5,2227.5,21.63,20.97975349,20.562825797656274,17.335102119299144,16.24026465980821,17.164421
9105.0,25842.5,2242.5,16.05,17.85736656,17.38322362443689,17.605446294356312,17.8379345808974,16.712597
9035.0,25497.5,2077.5,25.24,25.24000168,22.40833486671838,20.146911517477086,20.941877718598416,20.685297
9005.0,25032.5,2182.5,19.65,20.10322762,22.872944818415366,20.37201695481814,21.394310594827623,20.443295
8995.0,25692.5,2227.5,25.51,24.01371193,22.063586970210192,18.41048772402801,18.514068565298018,18.881449
9075.0,25902.5,2272.5,13.95,15.72378826,15.563206642355121,16.406058910288525,18.89979808412349,17.8
9095.0,25647.5,2257.5,13.52,13.84544945,15.135022981306918,16.752131405144347,15.116559564475354,15.66126
9015.0,25632.5,2227.5,26.38,25.38414192,22.627729106147005,19.153108528910604,20.31123210247952,20.35775
8995.0,25692.5,2137.5,17.61,17.77155304,17.82021705146594,18.876442613934653,16.93251110801929,17.6
9055.0,25602.5,2062.5,21.86,21.45667267,18.938779667897148,16.897240927705305,16.26665109834585,17.466553
9065.0,25842.5,2287.5,9.45,12.61203098,12.704879484094743,15.094877820676215,12.992445743003874,14.735351
9085.0,25872.5,2287.5,12.45,13.97429371,15.63040984888109,15.12665037504359,13.06685112222855,14.144041
9095.0,25797.5,2212.5,26.31,24.1176815,21.884864505306144,18.177236521032572,17.8,17.674631
9105.0,25722.5,2272.5,18.7,18.02462578,17.5,18.410758150697664,22.378007025925907,20.678404
9175.0,25332.5,2227.5,8.27,8.33418179,11.005772998620634,15.79955411955594,16.6,16.4
9135.0,25527.5,2257.5,18.95,19.46858025,20.72570177725218,17.67643705411274,16.281293439298487,16.110518
9045.0,25617.5,2257.5,7.7,11.17370319,13.6738041899387,17.3624135137052,15.626878029104239,16.843943
9125.0,26022.5,2137.5,16.26,15.66087437,14.771730662717125,12.865082120598393,11.706048563385249,12.112383
