Norte,Este,Cota,dist_3d_m,Rec_Peso_PND25_(%),recpe,diferencia
25223.431,9109.654,2127.661,8.053098658280598,12.7,13.06599712,-0.3659971200000012
25230.19,9185.509,2188.614,6.69896835341035,14.9,15.40286255,-0.5028625499999997
25143.887,9121.794,2099.489,9.995915465828332,12.7,13.75662994,-1.0566299400000005
25046.937,9107.47,2155.053,3.59662035805758,20.3,21.11268616,-0.8126861599999984
24949.724,8993.362,2092.022,7.42278276658955,20.2,23.51110077,-3.3111007699999995
24998.343,9142.435,2225.366,5.3304624564850265,22.2,21.75819969,0.44180030999999786
24997.334,9155.017,2186.094,6.293225007896307,21.3,21.29963493,0.00036507000000085554
24996.37,9163.498,2158.903,8.990623615746076,17.7,19.3004303,-1.6004302999999993
25107.954,9106.319,2122.878,1.445254648842277,16.8,16.18235779,0.6176422099999996
25106.755,9114.878,2108.823,1.5232327464960753,13.0,13.57522869,-0.5752286899999994
24600.275,9162.742,2257.275,3.5846637220257054,16.8,16.56841087,0.2315891299999997
24751.144,9148.6,2224.664,5.855051835808382,16.8,16.20456886,0.5954311400000023
25049.912,9024.791,2112.867,5.887793644482082,17.5,18.0705986,-0.5705986000000003
24997.227,9061.638,2066.106,7.218781683913642,15.2,16.34675789,-1.14675789
25008.675,9148.892,2089.231,7.99779031983136,14.8,16.63977814,-1.83977814
24644.047,9168.51,2234.82,8.264121792422943,14.8,16.21149635,-1.4114963500000002
24802.777,9138.208,2209.437,6.4791945487090326,14.2,14.96818829,-0.7681882900000012
25001.224,9071.489,2080.171,4.592334700346464,16.5,16.64534378,-0.14534378000000103
24850.564,9113.42,2137.583,2.5002769846570287,19.8,19.25146866,0.5485313400000003
25049.252,9009.014,2136.591,4.473028168924863,16.6,17.46084785,-0.860847849999999
25050.966,9043.656,2084.001,7.488824540607341,17.5,17.67047119,-0.17047119000000066
25273.767,8896.544,2220.41,7.36595716794506,23.3,25.1240406,-1.8240406
25047.189,9209.802,2179.258,5.802283085131153,12.7,12.58724499,0.11275500999999899
25157.373,8915.437,2092.037,4.914414207206808,18.5,22.22337723,-3.7233772300000005
25087.536,9011.498,2094.268,6.327015410128411,22.3,21.09689903,1.2031009700000013
25046.771,9104.96,2087.953,4.605241578896743,16.8,16.98435211,-0.18435210999999896
25048.286,8958.989,2128.738,7.445976161659034,21.3,21.22155952,0.07844048000000114
24996.965,9025.024,2141.705,6.951174433144212,22.9,21.81699944,1.0830005599999986
24947.488,9184.906,2236.983,7.438163012465498,21.2,20.62648773,0.5735122699999984
24947.151,9202.591,2189.149,8.464294595535545,23.8,23.06531715,0.7346828500000022
24910.028,9154.807,2132.912,5.2151487994120815,19.1,19.37433815,-0.2743381499999984
24909.079,9102.418,2202.363,6.482185896747293,16.9,17.25343323,-0.35343323000000026
24782.66,9193.899,2198.156,5.316778818043843,18.7,19.00683784,-0.30683784000000003
25570.798,8981.244,2163.617,5.664100016772118,16.4,17.87942696,-1.4794269600000014
25581.47,8985.26,2160.52,9.227616160200116,19.8,19.65263367,0.14736633000000054
25598.299,9048.011,2164.725,5.8664424483677395,19.5,19.93158531,-0.4315853099999991
25339.931,9036.016,2059.446,8.098082056882797,27.4,25.17614746,2.2238525399999993
25679.261,9087.897,2160.895,7.424267977383374,12.9,13.77828121,-0.878281209999999
25679.899,9080.64,2138.816,5.147490359389764,12.4,12.92814732,-0.5281473200000004
25045.5,9137.079,2095.247,3.983497207228592,19.4,19.01790619,0.3820938099999971
25049.175,9174.964,2245.646,3.5643003521026024,24.9,23.92398453,0.9760154700000001
25143.291,9132.332,2075.454,6.696269185151532,16.8,15.95504665,0.8449533500000008
23604.571,8700.032,1906.354,8.42813033833765,41.57,41.56999969,3.099999972278056e-07
23703.441,9011.706,2064.365,7.0444405029771655,29.46,28.79816818,0.6618318199999997
23703.831,9031.884,2029.252,7.767916129823934,26.79,25.91469193,0.8753080699999991
23802.141,8626.29,2205.981,69.40634223181661,23.44,22.20000076,1.2399992399999995
23803.784,8877.836,1801.859,6.443014279046428,37.6,37.03915024,0.5608497600000035
23802.574,8925.923,1733.914,1.6902073837258267,33.38,33.85412979,-0.4741297899999992
23900.856,8665.476,2134.819,11.917930734821061,22.25,23.27000046,-1.0200004599999986
23899.764,8711.764,2044.779,8.404833906746385,23.27,22.08641624,1.1835837600000012
23900.829,8787.671,1889.056,9.727158783528797,39.85,36.01231766,3.8376823400000006
23901.286,8978.734,2120.061,7.648873969415457,25.02,23.78772545,1.2322745499999996
23902.364,9027.013,2030.22,5.969008711669708,19.27,17.79468346,1.475316539999998
23796.774,9050.126,2085.112,10.541607847002396,28.16,24.03421593,4.125784070000002
23797.428,8858.923,2157.081,7.880398086391812,22.08,20.61049271,1.4695072899999992
24001.906,8817.198,2237.681,6.889615446452186,36.46,34.20262527,2.257374730000002
24004.624,8898.915,2096.097,8.889151253072782,31.68,26.71114159,4.968858409999999
23999.152,8681.379,2109.7,4.547608712278073,29.1,30.27000046,-1.1700004599999971
23999.104,8713.667,2058.241,4.742234283541832,41.68,38.50941849,3.170581509999998
23999.386,8762.251,1983.378,5.301403682044426,43.35,37.41538239,5.934617610000004
23710.989,8690.11,2218.315,75.07942092211313,8.31,21.80999947,-13.49999947
24095.501,8816.552,2011.738,9.197572995089276,28.33,25.80843925,2.521560749999999
24203.585,8835.374,1996.557,7.126454237557868,16.74,18.3786602,-1.6386602000000003
24204.686,8858.187,1927.486,4.25155983140198,22.09,21.42614365,0.6638563499999997
24207.801,8913.441,1756.207,6.490218101111558,22.39,22.07936859,0.31063140999999916
24203.257,9050.965,1263.665,6.999392759374702,23.58,23.57999992,7.999999951380232e-08
24301.351,8777.834,2144.872,8.786816317642714,23.94,21.84529305,2.0947069500000026
24306.17,9020.232,1488.503,8.875738448153086,36.24,34.63669205,1.6033079500000014
24307.872,9061.478,1371.047,5.9945038994074835,15.59,15.62246895,-0.03246895000000016
23699.381,9215.323,1964.187,6.9540246620215145,31.13,31.12999916,8.399999984476381e-07
24100.247,9155.354,2178.979,4.195088318498623,28.26,28.26000023,-2.2999999771400326e-07
24100.085,9167.337,2159.057,7.36804200585198,24.55,22.47382927,2.076170730000001
24045.4,8599.8,1953.3,7.0064256222414745,59.66,48.6161232,11.0438768
24045.1,8604.3,1942.2,2.7092434368275997,35.66,36.45808792,-0.7980879200000004
24044.9,8606.3,1937.4,5.784461945592188,22.91,36.45808792,-13.548087919999997
24044.7,8608.6,1931.8,6.024118192732064,22.55,23.73302841,-1.1830284099999986
24043.0,8628.2,1883.1,3.293933818400811,29.73,28.92584419,0.804155810000001
24042.7,8631.4,1875.0,8.321658488546793,34.09,34.09000015,-1.4999999820020093e-07
23694.7,9046.7,2027.3,6.145730225123689,21.23,24.83356857,-3.60356857
23694.5,9050.4,2020.8,6.407027391856777,26.3,23.85415459,2.4458454100000004
23693.7,9062.9,1998.6,5.836094584565667,42.74,39.43835831,3.301641690000004
23693.3,9068.1,1989.5,5.590169943750222,26.56,23.44762993,3.112370069999997
23902.3,8697.8,2131.3,8.562709851443131,32.22,28.1198864,4.1001136
23902.6,8715.8,2094.2,5.24785670536196,29.14,23.27000046,5.869999540000002
23902.8,8724.9,2075.3,5.1903757089449805,22.61,21.13073158,1.4792684200000004
23904.2,8768.5,1983.9,6.008327554319466,40.06,33.3405304,6.719469600000004
23905.0,8787.4,1943.9,3.737646318205952,24.84,23.14711952,1.6928804799999995
23996.6,8617.4,2166.2,30.10415253748096,41.04,32.22000122,8.819998779999999
23994.0,8660.9,2085.7,8.677557259966969,17.73,23.27000046,-5.540000459999998
23990.5,8709.9,1989.6,8.79886356298335,54.25,45.134758,9.115242000000002
24228.8,8980.0,2254.9,8.452810183601093,21.76,24.03000069,-2.27000069
24228.8,8994.0,2219.2,9.250945897581953,17.5,17.23594093,0.2640590699999983
24228.8,9001.8,2199.0,7.223572523342968,16.76,16.85778618,-0.09778617999999994
24228.7,9017.2,2159.1,9.318798205777988,24.38,23.48588181,0.8941181900000004
24228.3,9044.7,2086.9,11.049434374663385,22.14,24.50115395,-2.3611539499999985
24228.1,9051.9,2068.0,8.439194274336026,27.05,23.69971085,3.350289150000002
24227.7,9095.2,1952.0,7.571657678474897,25.36,22.48586464,2.8741353600000004
23756.2,8577.3,2054.7,7.669419795525092,22.2,22.20000076,-7.600000024865494e-07
24298.7,8829.7,2063.1,4.887739763940842,26.22,25.24554443,0.9744555699999999
24298.6,8831.8,2057.5,6.037383539249553,31.06,25.40958977,5.6504102299999985
24298.1,8843.1,2028.1,4.830113870293088,28.63,25.97399139,2.6560086100000007
24297.1,8861.8,1979.0,7.256031973469096,22.94,23.01029205,-0.07029204999999905
24296.2,8878.9,1934.2,7.860661549767671,27.1,25.47858429,1.6214157100000008
24293.7,8933.1,1787.9,6.261788881780689,29.7,26.41509056,3.28490944
24292.5,8952.0,1735.7,33.27521600230414,32.33,27.01181221,5.31818779
24288.4,9014.9,1557.6,7.799358948017222,28.18,28.6336937,-0.45369369999999876
24287.4,9025.1,1527.8,7.218725649310539,28.15,29.21648216,-1.0664821600000032
24286.8,9032.9,1505.1,5.353503525729268,32.53,27.81679344,4.71320656
24286.7,9034.7,1499.9,8.514105942493728,23.07,27.64554787,-4.575547870000001
24101.0,9125.0,2190.0,7.648529270389178,28.08,17.11397743,10.96602257
24101.1,9129.7,2182.3,4.908156476724315,15.96,17.11397743,-1.1539774299999976
24101.3,9134.3,2174.6,7.234638899074471,29.26,28.26000023,0.9999997700000023
24101.5,9139.0,2166.9,4.166533331199918,22.54,28.26000023,-5.72000023
24101.9,9149.0,2150.1,4.7031904065217995,22.69,21.60158348,1.0884165200000027
24102.5,9162.8,2126.9,4.919349550499944,18.9,20.22358704,-1.3235870400000032
24256.7,8603.4,1901.5,6.016643582597134,35.9,35.90000153,-1.5299999986950752e-06
24256.9,8610.8,1885.1,6.615134163417885,30.74,30.73999977,2.2999999771400326e-07
24003.3,8859.3,2193.0,8.507643622060417,48.49,41.82702255,6.66297745
24003.4,8862.3,2187.8,8.37794724261397,60.87,41.54209518,19.32790482
24005.4,8935.5,2057.7,8.5848704125328,42.08,37.34954071,4.730459289999999
23997.4,8604.1,2190.5,43.12563043017541,30.59,32.22000122,-1.6300012200000005
24099.732,9191.191,2119.144,5.782131181493223,30.19,24.63570404,5.554295960000001
24374.246,8909.158,2185.868,5.628579216817699,33.92,31.23677444,2.6832255600000003
24442.823,9259.781,2092.54,6.688339853805667,25.62,23.31415558,2.3058444199999997
24442.385,9266.329,2076.587,5.363118029655478,22.05,22.14183617,-0.09183617000000055
24442.184,9269.506,2068.977,9.51395927046049,17.5,19.12467575,-1.6246757500000015
24424.422,8888.311,2225.942,7.829697886890618,14.46,15.21768761,-0.7576876099999996
24423.706,8998.729,2231.681,8.3606601413988,22.4,23.41561127,-1.0156112700000008
24472.211,8940.85,2195.929,6.903916424755139,18.25,21.58569717,-3.3356971699999995
24472.097,8942.918,2187.17,7.438819328360187,24.37,23.83288574,0.5371142600000027
24445.367,9327.138,2096.878,5.31861043882816,21.13,20.36983871,0.7601612899999992
24518.519,8921.769,2177.349,7.267772905092384,30.25,29.33347321,0.9165267899999989
24469.315,9260.028,2058.861,9.187346189187636,22.31,20.71004677,1.599953229999997
24519.015,9232.205,2137.733,4.473425868392651,25.39,24.59882164,0.79117836
24374.982,8885.859,2240.34,3.4005595127860766,15.6,15.88658047,-0.28658047000000053
24547.623,9018.254,2227.698,5.866246585339661,20.64,23.78119659,-3.14119659
24547.183,9022.215,2216.38,7.147105288156209,34.66,28.08277321,6.577226789999997
24568.738,9115.421,2264.271,6.896109482890023,18.07,27.39815903,-9.328159029999998
24568.462,9118.557,2255.043,4.428830771208523,33.4,27.39815903,6.00184097
24929.613,9132.093,2223.49,5.384748647801715,17.76,18.26768112,-0.5076811199999973
24929.317,9138.451,2201.909,5.886439586030892,23.48,20.05463219,3.425367810000001
24749.091,9209.45,2221.501,7.63686990854271,26.81,20.18986511,6.620134889999999
24723.216,8989.822,2248.831,9.798260100650868,20.45,22.03733063,-1.5873306300000003
24751.228,9062.737,2079.003,4.612825815050676,27.37,27.37000084,-8.399999984476381e-07
24990.158,9235.127,2219.509,7.497144389699145,18.17,20.11516762,-1.9451676199999994
24990.142,9230.26,2211.061,5.61413261332475,20.05,20.11516762,-0.06516762000000043
24990.077,9225.065,2201.936,5.130618871053202,30.04,30.31987381,-0.27987381000000155
24989.992,9216.594,2186.91,5.3102730626576875,36.75,26.97541809,9.774581909999998
24989.933,9210.758,2176.424,7.799476200361552,16.63,26.97541809,-10.345418090000003
24989.705,9200.992,2158.687,7.694482308771977,13.04,16.29730797,-3.2573079699999994
24989.577,9196.658,2150.8,3.1548205971183627,15.83,15.55175018,0.2782498199999992
24989.392,9190.897,2140.275,5.302348347665675,14.7,19.56999397,-4.8699939699999995
24989.233,9184.795,2129.081,6.808441451610074,28.51,26.43708611,2.0729138900000024
25057.59,9201.51,2201.344,7.145945423804847,11.15,11.10295868,0.04704131999999994
25057.391,9202.542,2187.885,7.819326697357571,10.08,12.0848217,-2.004821700000001
25057.043,9203.915,2169.189,5.8145330852942445,15.26,17.01874924,-1.7587492399999984
25056.825,9204.785,2157.222,7.385738554809111,14.33,15.77153587,-1.4415358699999992
25036.365,9110.487,2174.384,9.093670875945536,21.92,24.08895493,-2.168954929999998
25036.466,9112.788,2166.462,4.658276934661649,33.87,24.08895493,9.781045069999998
25036.578,9115.378,2157.844,6.732852590099677,19.2,21.50330544,-2.303305439999999
25036.844,9120.906,2139.93,6.4448484854184525,19.56,19.54466248,0.015337519999999216
25037.307,9131.156,2104.643,6.785722806009685,18.42,18.07548714,0.3445128600000018
25037.759,9144.176,2059.226,6.249410612208254,13.44,14.53675175,-1.096751750000001
25037.978,9150.972,2033.872,6.936544672961672,12.45,12.64899921,-0.1989992100000002
25038.018,9153.87,2023.002,7.873831849868143,11.4,11.91825485,-0.5182548499999999
25011.71,8950.938,2079.291,7.296000616776967,14.28,16.48161507,-2.201615070000001
25011.503,8962.303,2047.515,6.575564082266501,15.92,17.03279686,-1.1127968600000013
25011.403,8966.049,2036.908,7.596332931093802,17.77,17.73348618,0.0365138199999997
24971.79,8963.495,2071.467,6.258291619922738,38.47,25.43397522,13.036024779999998
24971.556,8965.39,2064.993,2.6941204501651934,19.15,27.66848183,-8.518481830000002
24970.465,8973.5,2036.131,4.424407982996146,27.53,26.23547935,1.2945206500000026
24927.988,9166.448,2103.057,4.698414306976766,20.56,19.57447624,0.9855237599999995
24927.918,9168.849,2094.384,4.305691698206286,14.12,17.67981529,-3.5598152900000013
24927.786,9173.273,2078.488,2.0100917889495395,27.37,23.93320084,3.4367991599999996
24926.698,9195.235,1998.195,4.385368171545043,13.49,13.43395138,0.056048620000000327
24926.587,9197.771,1988.782,3.186774858694007,12.6,12.9116888,-0.31168880000000065
24399.556,9226.572,2237.67,5.870878980186592,17.54,17.60672951,-0.06672951000000182
24371.62,9315.076,2258.953,1.7004073041485042,26.53,24.30999184,2.2200081600000026
24370.575,9326.972,2228.19,2.8408641290980983,16.41,17.9470768,-1.5370768000000012
24447.851,9278.459,2246.632,5.400120924572408,19.91,19.52737808,0.38262192000000184
24472.618,9098.47,2243.61,6.091545288349226,12.14,13.8660078,-1.7260077999999996
24563.791,9164.123,2123.283,3.890873809312321,25.99,24.9962883,0.9937116999999986
24549.86,9286.023,2221.289,6.825880895532289,16.4,17.10271454,-0.7027145400000023
24549.938,9297.427,2108.619,3.702206639290622,22.12,22.06131554,0.05868446000000205
24573.863,8907.772,2194.841,7.432498503196649,23.72,24.74045753,-1.0204575300000016
24573.63,8918.974,2161.419,10.529393952170853,25.6,14.46000004,11.13999996
24623.766,9275.303,2251.117,7.401165718993214,22.76,22.11984634,0.6401536600000028
24599.155,9275.112,2155.154,3.1297420021458544,19.19,19.69458771,-0.5045877099999991
24623.821,9164.305,2270.72,4.145656280976627,16.6,16.3524456,0.24755440000000206
24561.603,9183.777,2065.053,6.541264938833256,31.95,28.80388832,3.1461116800000006
24548.468,9215.934,2143.055,6.9272942048097494,25.24,22.9256382,2.314361799999997
24548.338,9218.249,2132.814,7.059521301051669,21.11,22.9256382,-1.8156382000000022
24598.564,9219.168,2253.533,5.851615930663492,12.67,15.07221603,-2.40221603
24673.987,9043.027,2256.422,2.695548552707355,15.03,15.02999973,2.6999999924726126e-07
24672.134,9165.887,2218.905,6.476476665595653,15.63,16.62844849,-0.9984484899999995
24725.725,9163.742,2124.238,7.1066048855989346,22.04,21.86266136,0.17733863999999855
24963.91,8992.362,2115.183,10.078969838232606,15.36,19.0459919,-3.685991900000001
24963.889,8994.915,2105.773,6.618842421450244,14.33,16.93432808,-2.60432808
24963.871,8998.625,2092.015,7.346120813054312,11.21,15.91377354,-4.7037735399999985
24963.848,9000.948,2083.32,9.517783775649763,39.6,31.86194611,7.73805389
24963.384,9018.262,2016.53,6.797278867310278,34.18,30.55594254,3.6240574599999995
24990.355,8977.615,2109.835,4.521224944635749,24.2,21.47451973,2.7254802699999985
24990.194,8980.303,2102.835,7.147144184917363,20.81,21.02737045,-0.21737045000000066
25027.862,8977.381,2148.65,6.480949390327568,31.65,26.1836586,5.4663413999999975
25027.805,8979.462,2142.229,8.01972006992709,16.88,24.7150631,-7.835063099999999
25027.459,8994.56,2095.089,5.684030436231935,39.17,22.29791069,16.872089310000003
25027.401,8996.819,2087.938,7.079576682258647,15.73,22.29791069,-6.567910689999998
25027.319,8999.745,2078.638,7.117080159729308,18.75,20.4782505,-1.7282505000000015
25345.332,8862.692,2109.206,3.596876978715153,34.33,34.04048538,0.2895146199999985
24722.623,8995.628,2225.551,5.51707476838921,21.23,21.13164139,0.09835861000000179
24672.1,9258.725,2250.794,7.68154027523163,18.49,17.94899559,0.5410044099999993
24671.944,9259.663,2243.354,4.773051539634218,15.16,17.09831047,-1.9383104700000011
24671.739,9261.099,2232.955,6.749366414708557,13.83,16.6547451,-2.8247450999999995
24929.203,9140.553,2194.71,5.5190685808391065,15.23,19.14448166,-3.91448166
24929.076,9142.842,2186.785,5.049947029425091,19.83,19.41160583,0.4183941699999991
25057.208,9203.259,2178.163,7.060163879118771,9.17,12.0848217,-2.914821700000001
24929.888,9121.531,2259.47,4.649452118259584,15.64,16.80504036,-1.165040359999999
25036.173,9103.824,2195.874,4.18542482909335,18.76,15.25824356,3.501756440000001
25036.209,9106.034,2188.707,7.304292299736491,17.86,25.18434143,-7.3243414300000005
24988.989,9176.297,2113.215,6.046532477379665,15.55,26.07840157,-10.52840157
24988.889,9173.13,2107.256,2.3421692936252234,42.97,26.07840157,16.89159843
24988.761,9168.907,2099.308,7.950071320434205,24.7,22.05401421,2.645985790000001
24988.568,9163.312,2088.695,4.297440284634285,16.5,22.05401421,-5.554014209999998
24988.294,9157.046,2076.74,2.322531377614551,20.25,19.82833672,0.42166328000000064
25037.852,9146.339,2051.265,6.679225254472833,15.16,14.32472229,0.8352777099999997
24987.617,9013.658,2015.263,2.6112874219437163,12.13,15.45190239,-3.32190239
24499.145,8905.949,2254.946,8.788034023602442,12.85,15.07766438,-2.22766438
24927.604,9178.667,2058.97,5.091031820760634,13.55,15.50874996,-1.9587499599999987
24920.365,9045.138,1986.219,7.2503951616430715,16.39,18.2797718,-1.8897717999999983
24748.101,9241.984,2079.689,3.7748083395048764,20.09,18.42922592,1.6607740799999995
24748.046,9243.627,2072.371,5.337591779070054,17.41,18.42922592,-1.0192259200000002
24747.997,9245.104,2065.785,3.3240111311483753,25.95,20.83115005,5.118849949999998
24747.937,9246.908,2057.735,5.1513743797163665,14.95,20.83115005,-5.881150050000002
25011.096,8978.23,2003.831,7.294907607364154,17.8,17.83292961,-0.032929610000000054
25011.025,8987.316,1978.406,9.064784443106403,17.11,17.10403061,0.0059693900000006295
24599.172,9273.229,2164.72,3.696001217532119,18.94,19.34126282,-0.40126281999999946
24498.078,9222.657,2152.987,6.069670666520429,24.0,23.69885445,0.3011455500000011
24924.547,9011.445,2106.778,4.677554703048408,36.51,31.9051342,4.604865799999999
24924.314,9013.52,2099.575,7.899153182462395,34.89,30.93485451,3.9551454899999996
24923.973,9016.409,2089.486,4.84862929083955,15.92,30.93485451,-15.014854510000001
24923.517,9020.099,2076.508,6.392820504284489,20.97,20.18789864,0.7821013599999986
24548.164,9223.311,2110.123,5.341698793454707,16.08,16.05993843,0.020061569999999307
24601.006,9155.822,2080.496,4.68441415760918,22.07,22.7038517,-0.633851700000001
24599.253,9291.44,2071.231,7.419364528043876,16.31,20.76740837,-4.45740837
24599.206,9293.439,2060.923,2.798943729336836,22.06,20.1191597,1.9408402999999979
24747.609,9257.058,2012.358,5.539621737989367,20.82,20.82242966,-0.0024296600000006663
24751.028,9088.028,2027.169,7.073551371128182,15.63,15.47682381,0.15317618999999993
24689.794,9246.084,2083.892,6.877147373730414,20.54,20.7946701,-0.254670100000002
24657.817,9279.564,2084.13,8.055276841921925,15.84,18.20563889,-2.3656388899999996
24599.09,9296.299,2046.199,2.4306587584444244,17.82,19.04771614,-1.2277161399999983
24599.75,9118.757,2221.184,7.6856623006735445,25.73,21.97108078,3.7589192199999992
24600.14,9253.243,2259.374,3.6835478821368377,20.72,19.14469337,1.57530663
24692.097,9292.137,2127.878,7.6323038461536985,12.71,13.18561649,-0.4756164899999984
24648.102,9100.829,2247.03,8.324694889303293,10.11,12.56548786,-2.45548786
24749.214,9205.874,2236.839,5.979012711142208,10.99,14.32525253,-3.33525253
24926.522,9199.97,1980.571,8.583031224456372,12.61,12.9116888,-0.30168880000000087
25037.614,9140.425,2072.194,8.673941261042835,14.24,16.17916298,-1.9391629800000008
24991.506,9081.76,2139.485,5.5214002752932965,18.18,18.97364426,-0.7936442600000007
24951.659,9172.603,2174.974,9.783842087851301,20.38,20.6649437,-0.28494369999999947
24991.281,9087.496,2126.442,6.005442614827714,20.45,19.16003799,1.28996201
24989.05,9042.79,2050.17,3.7967749472406545,19.78,19.39053535,0.38946465000000074
25037.138,9126.59,2120.497,5.296333920741017,19.08,19.89532471,-0.8153247100000023
24967.85,8988.254,1983.475,6.957847440122525,17.83,15.82882977,2.001170229999998
24967.412,8990.141,1976.23,7.963072585378155,12.94,15.81328583,-2.8732858300000004
24992.03,9069.038,2168.297,6.120584367525151,16.69,18.72921944,-2.03921944
24717.681,9033.123,2069.572,7.31908969749677,15.22,14.29989529,0.9201047100000004
24671.195,9276.948,2108.718,2.64220608583086,20.77,20.50013924,0.26986076000000025
24670.67,9282.756,2063.343,3.0158058624534854,18.59,18.96158791,-0.3715879099999988
24623.91,9205.895,2071.022,7.4601346502595165,25.57,24.75885963,0.8111403700000004
24623.943,9196.447,2119.61,4.806054306809752,20.78,21.25469589,-0.47469588999999957
24623.775,9294.679,2082.74,6.4371007448995865,30.63,26.11375999,4.516240010000001
24689.553,9270.947,2023.566,7.578784467181987,18.04,19.18173027,-1.14173027
24368.851,8746.621,2122.416,3.993732339554876,24.49,23.30679703,1.18320297
24267.605,8922.347,2188.393,6.463503925890473,24.03,23.38701057,0.6429894300000001
24265.97,8987.018,2100.986,6.988949849583853,18.68,19.45328331,-0.7732833100000001
24265.345,8997.787,2086.576,6.892399437060811,14.5,17.50551987,-3.0055198700000005
25953.193,9094.193,2027.487,7.628346282123824,8.83,9.81358719,-0.9835871899999997
25953.035,9080.262,2007.883,9.058783472409134,11.64,11.40286255,0.23713745000000053
25953.129,9088.545,2019.539,6.957742952999172,9.55,10.19985199,-0.6498519900000002
26372.014,9183.671,2227.828,4.716992792022493,18.58,17.52999878,1.0500012199999986
24776.015,9008.065,1961.174,5.009763068250303,16.17,16.70999908,-0.5399990799999976
24467.487,8809.566,2034.566,7.070140097622996,13.15,14.68693829,-1.5369382900000002
25670.313,8997.51,2031.095,7.74125919989931,12.44,13.88489437,-1.44489437
26151.271,9058.616,1985.239,7.549040866228753,20.3,17.23221397,3.0677860300000006
26151.302,9059.541,1977.041,8.925052716930958,16.86,16.88127708,-0.021277080000000836
26151.075,9052.718,2037.406,8.399820533796344,18.93,18.4579792,0.47202079999999924
26151.19,9056.425,2004.615,6.805876137575124,16.66,16.90493202,-0.24493202000000025
26151.367,9061.592,1959.158,7.209515725762438,16.37,16.66550827,-0.29550826999999913
26151.338,9060.733,1966.609,9.533174392614594,22.37,16.88130188,5.488698120000002
25668.083,8993.686,2019.139,5.965132521577887,11.67,14.20172596,-2.5317259599999993
25666.793,8991.426,2012.105,7.765909476681807,15.9,14.20172596,1.6982740400000012
25662.737,8984.447,1990.301,2.8648872578166062,19.25,17.02298164,2.227018359999999
25825.252,9035.308,2055.946,6.935653105512117,11.54,14.26826859,-2.7282685900000008
25825.489,9025.955,2037.987,5.92142845941713,11.41,12.79360485,-1.3836048499999993
25825.62,9007.103,2001.298,3.066237596795179,19.17,15.63209248,3.537907520000001
25825.643,9004.043,1995.281,7.515201860229788,12.65,15.63209248,-2.9820924800000004
26082.369,8980.842,2106.289,4.332741164666452,15.05,17.88381004,-2.8338100399999995
26082.25,9009.832,2014.771,5.555012601246145,11.72,12.61614323,-0.8961432299999998
26082.225,9021.959,1975.345,4.173407600510216,22.53,17.67483521,4.85516479
26082.238,9024.589,1966.737,5.783574500254882,14.01,17.67483521,-3.6648352100000015
26082.288,9030.044,1948.799,8.017747875806574,16.76,18.45117188,-1.6911718799999989
26027.491,9137.169,2112.254,7.226005673954079,7.51,8.87449837,-1.3644983699999997
26027.793,9123.62,2092.448,5.470187656745747,10.19,10.00930882,0.18069118000000017
26027.891,9117.302,2083.139,8.133904720366218,11.67,11.03834915,0.6316508499999998
26219.827,9152.89,2217.06,5.537204077872446,14.75,12.48771858,2.2622814200000008
26219.57,9140.603,2200.032,5.479920893590252,10.02,11.72812939,-1.7081293899999999
26219.719,9144.545,2205.509,7.348813985943854,14.01,14.01000023,-2.299999994903601e-07
26219.514,9137.098,2195.164,3.730240742900604,12.56,12.04839897,0.5116010300000013
26219.606,9133.152,2189.688,7.71477050857641,14.24,12.40781593,1.8321840700000003
26219.558,9129.213,2184.207,4.989847893473417,10.08,12.94910336,-2.8691033600000004
26219.251,9117.471,2167.713,3.0359860012850137,14.61,14.17308712,0.4369128799999995
26219.06,9112.708,2160.98,7.085002752293141,12.86,14.17308712,-1.3130871200000005
24527.729,8738.68,2141.32,7.448304572182631,21.15,21.8820076,-0.7320076000000029
24349.409,8808.355,2228.053,7.700397067683725,14.97,15.07747078,-0.10747077999999988
24349.295,8819.578,2199.424,8.41616807103873,12.74,13.35025787,-0.6102578699999999
24349.182,8825.554,2184.045,6.880629695021354,11.05,12.96706486,-1.91706486
24527.952,8743.038,2120.778,6.044752434964667,14.06,13.97395134,0.08604866000000122
24399.37,8754.888,2251.861,6.450408126623275,14.02,12.84080601,1.17919399
24399.384,8758.15,2245.107,5.140856446158441,12.09,13.27031422,-1.1803142199999996
24470.456,8756.499,2122.499,7.2017315973329055,25.33,23.74952126,1.5804787399999967
26150.457,9042.106,2129.796,10.545648439049144,8.78,11.80389881,-3.0238988100000004
24399.098,8810.847,2134.801,6.008794721072634,12.16,12.30658722,-0.14658722000000068
24398.71,8828.957,2096.079,6.544554224697855,22.17,19.90565109,2.2643489100000025
24398.57,8834.62,2083.825,7.456200439902308,16.97,18.12194061,-1.1519406100000005
24397.757,8854.6,2041.016,8.043525657321245,15.2,16.34137344,-1.1413734400000024
26200.272,9120.671,2180.037,5.4562435796062845,10.19,11.76801682,-1.5780168200000002
26200.208,9123.513,2174.753,7.750512370160161,15.13,10.68053341,4.44946659
26200.151,9126.709,2168.807,3.1853933822989884,7.92,10.68053341,-2.7605334100000007
26199.942,9134.083,2154.892,3.620209524323529,11.16,12.63648319,-1.4764831899999997
26199.631,9143.913,2136.338,3.280697182001339,11.76,11.74466228,0.015337719999999777
