Orig_Este,Orig_Norte,Orig_Cota,Orig_Real_RecPeso(%),Val_Este,Val_Norte,Val_Cota,Val_Real_Empresa_recpe(%),pred_real_knn,pred_real_xgb,pred_real_svr,pred_real_mlp,Rec_Peso_PND25_(%)_nscore,cluster_con_nscore,cluster_sin_nscore
8963.005,25382.002,1650.13,21.2,8965.0,25377.5,1657.5,21.19844437,19.014925102316642,18.958271521094783,16.543273420589383,16.09026282084561,0.7039217888285135,2,1
8969.47,25376.577,1489.101,15.5,8965.0,25377.5,1492.5,15.5,14.248508164623523,15.1,13.98914139124443,14.499040817609034,-0.2252024008381489,2,1
9047.681,26198.206,1854.555,16.9,9045.0,26202.5,1852.5,16.83794022,15.91202675039075,16.426575940867775,14.439264449292656,15.300644060685466,0.0640267225378649,2,2
8974.54,25226.736,1724.471,20.4,8975.0,25227.5,1717.5,20.42209435,19.178325448853723,19.322633418848554,17.42503075820774,16.72222904580996,0.5984352524007998,2,1
8909.568,25995.647,1686.941,22.0,8905.0,25992.5,1687.5,22.0,16.8,19.324701997039195,16.043464556314152,16.525923441829626,0.7779025634224145,2,2
8974.095,26195.432,1590.598,14.3,8975.0,26202.5,1597.5,15.76309776,16.90456994688744,14.691225038626401,15.094957281484927,15.787443850563726,-0.4766187439234876,2,2
8957.61,24802.397,1518.692,21.6,8955.0,24807.5,1522.5,21.12189865,13.800615373597493,13.79697993572808,17.77422757033661,15.390463892380279,0.7347981032164006,2,1
8971.927,24801.809,1480.811,10.6,8975.0,24807.5,1477.5,10.9648962,14.06085701743481,12.2921346126783,16.4,15.142429638705469,-1.489429222452912,2,1
8914.196,24841.415,1368.848,19.1,8915.0,24837.5,1372.5,18.73090363,13.423823087407236,12.614545280484311,14.965351805277313,14.082762278410517,0.3807862020707866,2,1
8934.162,24843.411,1320.334,10.2,8935.0,24837.5,1327.5,11.28322887,13.423823087407236,10.210373306369616,14.3,13.67682248865689,-1.58587503967541,2,1
8961.6,26196.2,1628.3,23.5,8965.0,26202.5,1627.5,22.53435516,16.90456994688744,19.185683260502636,15.36,16.213198246514633,1.007636707833905,2,2
9023.016,26790.971,1672.205,15.4,9025.0,26787.5,1672.5,15.39999962,16.04194915142891,15.503076892888142,15.263248776561552,15.301475063313193,-0.2380893279790155,2,2
9025.886,26590.951,1763.335,14.8,9025.0,26592.5,1762.5,14.76724434,15.834856852390068,15.028519636850529,15.238946393787863,15.456433898897217,-0.3762827437846237,2,2
8917.383,25155.122,1551.959,16.0,8915.0,25152.5,1552.5,15.94982433,14.942004055238957,16.02954211739526,16.18124271694095,15.224601077381294,-0.1118896402415854,2,1
9103.667,24384.428,1378.819,15.1,9105.0,24387.5,1372.5,15.19096088,14.499483274107458,16.69,15.390921928347657,17.5,-0.3163303832842014,2,1
8879.8,24952.633,1312.159,15.1,8875.0,24957.5,1312.5,14.61026955,13.423823087407236,15.167556030842475,14.037272629652307,13.535429303281818,-0.3163303832842014,2,1
9032.406,26024.492,1749.141,14.1,9035.0,26022.5,1747.5,14.17712879,14.810869904105571,15.771679816721615,15.69,16.24805207694452,-0.529301094308674,2,2
8880.246,24950.973,1284.463,14.3,8885.0,24957.5,1282.5,14.01377106,13.423823087407236,12.822973237082987,13.832571253382206,13.40708209459412,-0.4766187439234876,2,1
9139.848,24752.322,1745.501,13.2,9135.0,24747.5,1747.5,15.12967014,15.73,15.228317484695859,16.695290066818938,17.360577810826545,-0.744694447710125,2,3
9047.035,26001.25,1809.462,14.8,9045.0,26007.5,1807.5,14.83963299,15.896338646071637,16.341248753366063,15.29677533547124,16.07882550402704,-0.3762827437846237,2,2
8940.182,25810.498,1560.526,14.7,8945.0,25812.5,1567.5,14.56654739,14.197829968679397,16.871775439427264,14.7,15.49725745265953,-0.3992762163940186,2,2
8990.151,25652.673,1751.717,21.0,8995.0,25647.5,1747.5,20.64297867,15.722730302526234,16.24807014870126,16.405120615318335,16.700587374337566,0.6802238432458025,2,2
8927.508,25400.771,1614.124,15.6,8925.0,25407.5,1612.5,15.76394367,16.68048170641714,15.118078485049942,16.012092897118023,15.792635326624376,-0.2008180598924123,2,1
8944.257,25703.791,1694.997,22.5,8945.0,25707.5,1687.5,20.87524223,18.2054513842339,19.92523258439524,16.30886118599125,16.684723046798258,0.8583160110775261,2,2
8891.163,24981.964,1270.948,12.6,8895.0,24987.5,1267.5,12.3397274,13.423823087407236,11.619112231152558,13.664552333210958,13.121066114271757,-0.8957798188835894,2,1
8809.253,25500.099,1630.409,16.2,8805.0,25497.5,1627.5,16.14918137,15.73,16.598203466308718,15.631247119359257,16.056812306727167,-0.0803788648229754,2,1
9142.064,24752.343,1731.425,18.5,9145.0,24747.5,1732.5,17.26836014,15.73,15.010681993529278,16.443238240308702,17.426418904829635,0.2992297324571835,2,3
