block_id,xcentre,ycentre,zcentre,xlength,ylength,zlength,recpe,ue
1977959,8645.0,25812.5,1117.5,10.0,15.0,15.0,12.0,2
1977960,8675.0,25827.5,1132.5,10.0,15.0,15.0,12.00000095,2
1977961,8665.0,25827.5,1132.5,10.0,15.0,15.0,12.0,2
1977962,8675.0,25812.5,1132.5,10.0,15.0,15.0,12.00000095,2
1977963,8675.0,25812.5,1117.5,10.0,15.0,15.0,12.0,2
1977964,8665.0,25812.5,1117.5,10.0,15.0,15.0,12.0,2
1977965,8665.0,25812.5,1132.5,10.0,15.0,15.0,12.0,2
1977966,8675.0,25827.5,1117.5,10.0,15.0,15.0,12.0,2
1977967,8665.0,25827.5,1117.5,10.0,15.0,15.0,12.0,2
1977968,8695.0,25827.5,1132.5,10.0,15.0,15.0,12.00000095,2
1977970,8685.0,25812.5,1132.5,10.0,15.0,15.0,12.0,2
1977971,8695.0,25812.5,1132.5,10.0,15.0,15.0,12.0,2
1977972,8685.0,25827.5,1117.5,10.0,15.0,15.0,11.99999905,2
1977973,8685.0,25827.5,1132.5,10.0,15.0,15.0,12.0,2
1977975,8685.0,25812.5,1117.5,10.0,15.0,15.0,12.0,2
1977978,8715.0,25827.5,1132.5,10.0,15.0,15.0,12.0,2
1977980,8705.0,25812.5,1132.5,10.0,15.0,15.0,12.0,2
1977982,8705.0,25827.5,1132.5,10.0,15.0,15.0,11.99999905,2
1977983,8715.0,25812.5,1132.5,10.0,15.0,15.0,12.0,2
1979137,8595.0,25857.5,1132.5,10.0,15.0,15.0,12.0,2
1979139,8585.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979143,8595.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979144,8615.0,25857.5,1132.5,10.0,15.0,15.0,12.0,2
1979145,8615.0,25857.5,1117.5,10.0,15.0,15.0,12.0,2
1979146,8615.0,25842.5,1117.5,10.0,15.0,15.0,12.0,2
1979149,8615.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979150,8605.0,25857.5,1132.5,10.0,15.0,15.0,12.0,2
1979151,8605.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979152,8625.0,25857.5,1132.5,10.0,15.0,15.0,12.0,2
1979153,8635.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979154,8635.0,25842.5,1117.5,10.0,15.0,15.0,12.0,2
1979155,8625.0,25842.5,1132.5,10.0,15.0,15.0,12.0,2
1979156,8635.0,25857.5,1132.5,10.0,15.0,15.0,12.0,2
1979157,8635.0,25857.5,1117.5,10.0,15.0,15.0,12.0,2
1979158,8625.0,25857.5,1117.5,10.0,15.0,15.0,12.0,2
