block_id,xcentre,ycentre,zcentre,xlength,ylength,zlength,recpe,ue
4835008,8995.0,24822.5,1462.5,10.0,15.0,15.0,12.49746513,2
4835009,8995.0,24822.5,1447.5,10.0,15.0,15.0,12.96879005,2
4835010,8985.0,24822.5,1447.5,10.0,15.0,15.0,12.68442917,2
4835011,8985.0,24837.5,1462.5,10.0,15.0,15.0,13.4537878,2
4835012,8985.0,24837.5,1447.5,10.0,15.0,15.0,13.76785374,2
4835013,8995.0,24837.5,1462.5,10.0,15.0,15.0,13.62528992,2
4835014,8995.0,24837.5,1447.5,10.0,15.0,15.0,13.98456287,2
4835015,8985.0,24822.5,1462.5,10.0,15.0,15.0,12.20065117,2
4835016,9015.0,24822.5,1462.5,10.0,15.0,15.0,13.49872971,2
4835017,9005.0,24837.5,1447.5,10.0,15.0,15.0,14.32939911,2
4835018,9005.0,24822.5,1462.5,10.0,15.0,15.0,12.95051575,2
4835019,9005.0,24822.5,1447.5,10.0,15.0,15.0,13.41040802,2
4835020,9005.0,24837.5,1462.5,10.0,15.0,15.0,13.92951107,2
4835021,9015.0,24837.5,1462.5,10.0,15.0,15.0,14.33786488,2
4835022,9015.0,24837.5,1447.5,10.0,15.0,15.0,14.7745533,2
4835023,9015.0,24822.5,1447.5,10.0,15.0,15.0,13.9647398,2
4835025,9025.0,24822.5,1447.5,10.0,15.0,15.0,14.38307858,2
4835026,9025.0,24837.5,1447.5,10.0,15.0,15.0,15.04566765,2
4835027,9035.0,24837.5,1462.5,10.0,15.0,15.0,15.11897755,2
4835028,9035.0,24837.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835029,9035.0,24822.5,1462.5,10.0,15.0,15.0,14.54113579,2
4835030,9035.0,24822.5,1447.5,10.0,15.0,15.0,15.00865555,2
4835032,9045.0,24822.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835033,9045.0,24822.5,1462.5,10.0,15.0,15.0,15.15977097,2
4835034,9055.0,24837.5,1462.5,10.0,15.0,15.0,10.60000038,2
4835035,9055.0,24837.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835036,9045.0,24837.5,1462.5,10.0,15.0,15.0,15.51201057,2
4835037,9055.0,24822.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835038,9055.0,24822.5,1462.5,10.0,15.0,15.0,10.59999943,2
4835039,9045.0,24837.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835042,9075.0,24837.5,1462.5,10.0,15.0,15.0,10.60000038,2
4835043,9075.0,24822.5,1462.5,10.0,15.0,15.0,10.60000038,2
4835044,9065.0,24822.5,1462.5,10.0,15.0,15.0,10.60000038,2
4835045,9065.0,24837.5,1462.5,10.0,15.0,15.0,10.60000038,2
4835046,9065.0,24837.5,1447.5,10.0,15.0,15.0,10.60000038,2
4835047,9065.0,24822.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836163,8855.0,24867.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836165,8855.0,24852.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836168,8865.0,24867.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836169,8865.0,24852.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836170,8875.0,24867.5,1462.5,10.0,15.0,15.0,19.10000038,2
4836171,8875.0,24852.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836174,8875.0,24852.5,1462.5,10.0,15.0,15.0,19.10000038,2
4836175,8875.0,24867.5,1447.5,10.0,15.0,15.0,19.10000038,2
4836176,8885.0,24867.5,1462.5,10.0,15.0,15.0,17.0729866,2
4836177,8885.0,24867.5,1447.5,10.0,15.0,15.0,14.64190006,2
4836178,8895.0,24852.5,1462.5,10.0,15.0,15.0,17.07101059,2
4836179,8895.0,24852.5,1447.5,10.0,15.0,15.0,17.1854229,2
4836180,8885.0,24852.5,1462.5,10.0,15.0,15.0,17.07521248,2
4836181,8885.0,24852.5,1447.5,10.0,15.0,15.0,14.70023632,2
4836182,8895.0,24867.5,1447.5,10.0,15.0,15.0,17.15132141,2
4836183,8895.0,24867.5,1462.5,10.0,15.0,15.0,17.07359505,2
4836184,8915.0,24867.5,1462.5,10.0,15.0,15.0,16.02880096,2
4836185,8905.0,24867.5,1447.5,10.0,15.0,15.0,17.19327354,2
4836186,8905.0,24867.5,1462.5,10.0,15.0,15.0,17.07460403,2
4836187,8915.0,24867.5,1447.5,10.0,15.0,15.0,17.19577599,2
4836188,8915.0,24852.5,1462.5,10.0,15.0,15.0,16.83026123,2
4836189,8915.0,24852.5,1447.5,10.0,15.0,15.0,17.10205269,2
4836190,8905.0,24852.5,1447.5,10.0,15.0,15.0,17.21223259,2
4836191,8905.0,24852.5,1462.5,10.0,15.0,15.0,16.99909782,2
4836192,8925.0,24867.5,1462.5,10.0,15.0,15.0,15.90777206,2
4836193,8935.0,24867.5,1462.5,10.0,15.0,15.0,15.82628441,2
4836194,8925.0,24852.5,1447.5,10.0,15.0,15.0,16.88143349,2
4836195,8925.0,24867.5,1447.5,10.0,15.0,15.0,16.17756844,2
4836196,8925.0,24852.5,1462.5,10.0,15.0,15.0,16.59584045,2
4836197,8935.0,24852.5,1462.5,10.0,15.0,15.0,15.30569363,2
4836198,8935.0,24867.5,1447.5,10.0,15.0,15.0,16.05666542,2
4836199,8935.0,24852.5,1447.5,10.0,15.0,15.0,16.6091938,2
4836200,8955.0,24867.5,1447.5,10.0,15.0,15.0,15.91246891,2
4836201,8945.0,24852.5,1447.5,10.0,15.0,15.0,15.41377068,2
4836202,8945.0,24867.5,1462.5,10.0,15.0,15.0,15.72836399,2
4836203,8945.0,24852.5,1462.5,10.0,15.0,15.0,15.06660461,2
4836204,8955.0,24852.5,1462.5,10.0,15.0,15.0,14.85615253,2
4836205,8945.0,24867.5,1447.5,10.0,15.0,15.0,15.98354435,2
4836206,8955.0,24852.5,1447.5,10.0,15.0,15.0,15.1986599,2
4836207,8955.0,24867.5,1462.5,10.0,15.0,15.0,15.63899612,2
4836208,8975.0,24852.5,1462.5,10.0,15.0,15.0,13.69802761,2
4836209,8965.0,24867.5,1462.5,10.0,15.0,15.0,14.51269722,2
4836210,8965.0,24852.5,1447.5,10.0,15.0,15.0,15.0613966,2
4836211,8965.0,24867.5,1447.5,10.0,15.0,15.0,15.87120914,2
4836212,8975.0,24867.5,1462.5,10.0,15.0,15.0,14.50533295,2
4836213,8975.0,24852.5,1447.5,10.0,15.0,15.0,14.95275021,2
4836214,8965.0,24852.5,1462.5,10.0,15.0,15.0,13.76804733,2
4836215,8975.0,24867.5,1447.5,10.0,15.0,15.0,15.78822136,2
4836216,8985.0,24852.5,1462.5,10.0,15.0,15.0,13.76418495,2
4836217,8995.0,24867.5,1447.5,10.0,15.0,15.0,14.84836388,2
4836218,8985.0,24867.5,1447.5,10.0,15.0,15.0,14.74325657,2
4836219,8995.0,24867.5,1462.5,10.0,15.0,15.0,14.63303661,2
4836220,8985.0,24852.5,1447.5,10.0,15.0,15.0,14.91118145,2
4836221,8995.0,24852.5,1447.5,10.0,15.0,15.0,15.08538723,2
4836222,8995.0,24852.5,1462.5,10.0,15.0,15.0,14.73138618,2
4836223,8985.0,24867.5,1462.5,10.0,15.0,15.0,14.5477972,2
4836224,9005.0,24867.5,1462.5,10.0,15.0,15.0,14.79508305,2
4836225,9005.0,24852.5,1447.5,10.0,15.0,15.0,15.33362007,2
4836227,9015.0,24852.5,1462.5,10.0,15.0,15.0,15.26571465,2
4836228,9015.0,24852.5,1447.5,10.0,15.0,15.0,15.37462711,2
4836229,9015.0,24867.5,1447.5,10.0,15.0,15.0,15.66178322,2
4836230,9015.0,24867.5,1462.5,10.0,15.0,15.0,15.85213089,2
4836231,9005.0,24852.5,1462.5,10.0,15.0,15.0,14.95854187,2
4836232,9025.0,24867.5,1447.5,10.0,15.0,15.0,15.6707592,2
4836233,9035.0,24867.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836234,9035.0,24867.5,1462.5,10.0,15.0,15.0,15.67369747,2
4836235,9035.0,24852.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836236,9035.0,24852.5,1462.5,10.0,15.0,15.0,15.58910656,2
4836237,9025.0,24852.5,1447.5,10.0,15.0,15.0,15.56367493,2
4836238,9025.0,24852.5,1462.5,10.0,15.0,15.0,15.5905695,2
4836239,9025.0,24867.5,1462.5,10.0,15.0,15.0,15.89261913,2
4836240,9055.0,24867.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836241,9045.0,24852.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836242,9045.0,24852.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836243,9055.0,24852.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836244,9055.0,24852.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836245,9045.0,24867.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836246,9045.0,24867.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836247,9055.0,24867.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836250,9065.0,24867.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836251,9065.0,24867.5,1447.5,10.0,15.0,15.0,10.60000038,2
4836252,9065.0,24852.5,1462.5,10.0,15.0,15.0,10.60000038,2
4836253,9065.0,24852.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837372,8855.0,24897.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837375,8855.0,24882.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837377,8865.0,24882.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837378,8875.0,24882.5,1462.5,10.0,15.0,15.0,19.10000038,2
4837381,8875.0,24897.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837382,8875.0,24882.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837383,8865.0,24897.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837384,8885.0,24882.5,1462.5,10.0,15.0,15.0,17.22537804,2
4837385,8885.0,24882.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837386,8885.0,24897.5,1462.5,10.0,15.0,15.0,14.85000038,2
4837387,8895.0,24897.5,1447.5,10.0,15.0,15.0,14.58893585,2
4837388,8885.0,24897.5,1447.5,10.0,15.0,15.0,19.10000038,2
4837389,8895.0,24882.5,1447.5,10.0,15.0,15.0,17.12232971,2
4837390,8895.0,24882.5,1462.5,10.0,15.0,15.0,17.07294464,2
4837391,8895.0,24897.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837392,8905.0,24882.5,1447.5,10.0,15.0,15.0,17.12502098,2
4837393,8915.0,24897.5,1447.5,10.0,15.0,15.0,16.04599762,2
4837394,8905.0,24882.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837395,8915.0,24897.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837396,8915.0,24882.5,1447.5,10.0,15.0,15.0,16.06118011,2
4837397,8915.0,24882.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837398,8905.0,24897.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837399,8905.0,24897.5,1447.5,10.0,15.0,15.0,15.96107197,2
4837400,8925.0,24882.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837401,8935.0,24897.5,1462.5,10.0,15.0,15.0,15.96062851,2
4837402,8925.0,24882.5,1447.5,10.0,15.0,15.0,16.05844879,2
4837403,8935.0,24882.5,1447.5,10.0,15.0,15.0,16.0533638,2
4837404,8925.0,24897.5,1447.5,10.0,15.0,15.0,16.04598808,2
4837405,8935.0,24882.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837406,8925.0,24897.5,1462.5,10.0,15.0,15.0,15.96062946,2
4837407,8935.0,24897.5,1447.5,10.0,15.0,15.0,16.04598808,2
4837408,8945.0,24882.5,1447.5,10.0,15.0,15.0,16.04858208,2
4837409,8955.0,24882.5,1447.5,10.0,15.0,15.0,16.04613686,2
4837410,8955.0,24882.5,1462.5,10.0,15.0,15.0,14.85158443,2
4837411,8945.0,24882.5,1462.5,10.0,15.0,15.0,15.96059227,2
4837412,8955.0,24897.5,1447.5,10.0,15.0,15.0,16.04598618,2
4837413,8945.0,24897.5,1447.5,10.0,15.0,15.0,16.04598618,2
4837414,8945.0,24897.5,1462.5,10.0,15.0,15.0,15.96062851,2
4837415,8955.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837416,8975.0,24897.5,1447.5,10.0,15.0,15.0,14.85223866,2
4837417,8975.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837418,8965.0,24897.5,1447.5,10.0,15.0,15.0,15.96062851,2
4837419,8975.0,24882.5,1462.5,10.0,15.0,15.0,14.85048676,2
4837420,8965.0,24882.5,1447.5,10.0,15.0,15.0,15.96018791,2
4837421,8965.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837422,8975.0,24882.5,1447.5,10.0,15.0,15.0,15.95995426,2
4837423,8965.0,24882.5,1462.5,10.0,15.0,15.0,14.85028458,2
4837424,8995.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837425,8995.0,24882.5,1447.5,10.0,15.0,15.0,14.8521452,2
4837426,8985.0,24882.5,1447.5,10.0,15.0,15.0,14.85201168,2
4837427,8985.0,24897.5,1447.5,10.0,15.0,15.0,14.85223866,2
4837428,8985.0,24882.5,1462.5,10.0,15.0,15.0,14.8516283,2
4837429,8995.0,24897.5,1447.5,10.0,15.0,15.0,14.85223866,2
4837430,8995.0,24882.5,1462.5,10.0,15.0,15.0,14.85195446,2
4837431,8985.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837432,9005.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837433,9015.0,24882.5,1447.5,10.0,15.0,15.0,15.67500591,2
4837434,9005.0,24882.5,1462.5,10.0,15.0,15.0,14.85216904,2
4837435,9015.0,24897.5,1462.5,10.0,15.0,15.0,14.85223866,2
4837436,9015.0,24897.5,1447.5,10.0,15.0,15.0,14.69467545,2
4837437,9005.0,24897.5,1447.5,10.0,15.0,15.0,14.63736439,2
4837438,9005.0,24882.5,1447.5,10.0,15.0,15.0,14.69467068,2
4837440,9035.0,24882.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837441,9025.0,24882.5,1462.5,10.0,15.0,15.0,15.67500591,2
4837442,9025.0,24882.5,1447.5,10.0,15.0,15.0,15.67500591,2
4837443,9035.0,24897.5,1462.5,10.0,15.0,15.0,10.60000038,2
4837444,9035.0,24897.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837445,9025.0,24897.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837446,9025.0,24897.5,1462.5,10.0,15.0,15.0,14.69467449,2
4837447,9035.0,24882.5,1462.5,10.0,15.0,15.0,15.67500591,2
4837448,9055.0,24882.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837449,9055.0,24882.5,1462.5,10.0,15.0,15.0,10.60000038,2
4837450,9045.0,24882.5,1462.5,10.0,15.0,15.0,10.60000038,2
4837451,9045.0,24897.5,1462.5,10.0,15.0,15.0,10.60000038,2
4837452,9045.0,24897.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837453,9055.0,24897.5,1462.5,10.0,15.0,15.0,10.60000038,2
4837454,9055.0,24897.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837455,9045.0,24882.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837462,9065.0,24882.5,1447.5,10.0,15.0,15.0,10.60000038,2
4837463,9065.0,24882.5,1462.5,10.0,15.0,15.0,10.60000038,2
4838584,8865.0,24912.5,1447.5,10.0,15.0,15.0,19.10000038,2
4838585,8875.0,24912.5,1447.5,10.0,15.0,15.0,19.10000038,2
4838587,8875.0,24927.5,1447.5,10.0,15.0,15.0,19.79065132,2
4838589,8865.0,24927.5,1447.5,10.0,15.0,15.0,19.75,2
4838591,8875.0,24927.5,1462.5,10.0,15.0,15.0,20.39999962,2
4838592,8895.0,24927.5,1447.5,10.0,15.0,15.0,17.59740639,2
4838593,8885.0,24912.5,1447.5,10.0,15.0,15.0,19.716959,2
4838594,8885.0,24927.5,1462.5,10.0,15.0,15.0,16.62748718,2
4838595,8895.0,24927.5,1462.5,10.0,15.0,15.0,16.62748718,2
4838596,8885.0,24927.5,1447.5,10.0,15.0,15.0,17.68731308,2
4838597,8895.0,24912.5,1462.5,10.0,15.0,15.0,15.86832428,2
4838598,8895.0,24912.5,1447.5,10.0,15.0,15.0,17.61952591,2
4838599,8885.0,24912.5,1462.5,10.0,15.0,15.0,13.19999981,2
4838600,8905.0,24912.5,1462.5,10.0,15.0,15.0,15.96062851,2
4838601,8915.0,24912.5,1447.5,10.0,15.0,15.0,16.89904594,2
4838602,8915.0,24912.5,1462.5,10.0,15.0,15.0,15.96062946,2
4838603,8915.0,24927.5,1447.5,10.0,15.0,15.0,15.69004536,2
4838604,8905.0,24927.5,1447.5,10.0,15.0,15.0,15.69004536,2
4838605,8905.0,24927.5,1462.5,10.0,15.0,15.0,16.84807587,2
4838606,8915.0,24927.5,1462.5,10.0,15.0,15.0,16.87930107,2
4838607,8905.0,24912.5,1447.5,10.0,15.0,15.0,15.54913616,2
4838608,8925.0,24927.5,1462.5,10.0,15.0,15.0,16.29984474,2
4838609,8935.0,24927.5,1462.5,10.0,15.0,15.0,14.85224056,2
4838610,8935.0,24912.5,1462.5,10.0,15.0,15.0,15.96062946,2
4838611,8925.0,24927.5,1447.5,10.0,15.0,15.0,16.99504471,2
4838612,8935.0,24927.5,1447.5,10.0,15.0,15.0,16.89904594,2
4838613,8935.0,24912.5,1447.5,10.0,15.0,15.0,16.04598618,2
4838614,8925.0,24912.5,1462.5,10.0,15.0,15.0,15.96062946,2
4838615,8925.0,24912.5,1447.5,10.0,15.0,15.0,16.04598808,2
4838616,8945.0,24912.5,1447.5,10.0,15.0,15.0,16.04598618,2
4838617,8945.0,24912.5,1462.5,10.0,15.0,15.0,14.85224056,2
4838618,8955.0,24912.5,1447.5,10.0,15.0,15.0,15.96062851,2
4838619,8955.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838620,8945.0,24927.5,1462.5,10.0,15.0,15.0,14.85224056,2
4838621,8945.0,24927.5,1447.5,10.0,15.0,15.0,15.96106815,2
4838622,8955.0,24927.5,1447.5,10.0,15.0,15.0,15.96062946,2
4838623,8955.0,24927.5,1462.5,10.0,15.0,15.0,14.85223961,2
4838624,8975.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838625,8975.0,24912.5,1447.5,10.0,15.0,15.0,14.85223866,2
4838626,8965.0,24927.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838627,8965.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838628,8965.0,24912.5,1447.5,10.0,15.0,15.0,15.96062851,2
4838629,8975.0,24927.5,1462.5,10.0,15.0,15.0,14.85223961,2
4838630,8975.0,24927.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838631,8965.0,24927.5,1462.5,10.0,15.0,15.0,14.85223961,2
4838632,8995.0,24927.5,1462.5,10.0,15.0,15.0,14.85223961,2
4838633,8995.0,24927.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838634,8995.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838635,8985.0,24927.5,1462.5,10.0,15.0,15.0,14.85223961,2
4838636,8995.0,24912.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838637,8985.0,24927.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838638,8985.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838639,8985.0,24912.5,1447.5,10.0,15.0,15.0,14.85223866,2
4838640,9005.0,24912.5,1447.5,10.0,15.0,15.0,14.63736343,2
4838641,9015.0,24927.5,1462.5,10.0,15.0,15.0,14.63736343,2
4838642,9015.0,24927.5,1447.5,10.0,15.0,15.0,11.81636333,2
4838643,9005.0,24927.5,1462.5,10.0,15.0,15.0,14.63736343,2
4838644,9005.0,24912.5,1462.5,10.0,15.0,15.0,14.85223866,2
4838645,9015.0,24912.5,1462.5,10.0,15.0,15.0,14.63736343,2
4838646,9015.0,24912.5,1447.5,10.0,15.0,15.0,11.81636333,2
4838647,9005.0,24927.5,1447.5,10.0,15.0,15.0,11.81636238,2
4838648,9025.0,24927.5,1447.5,10.0,15.0,15.0,11.81636333,2
4838649,9025.0,24927.5,1462.5,10.0,15.0,15.0,11.81636333,2
4838650,9025.0,24912.5,1447.5,10.0,15.0,15.0,11.75451469,2
4838651,9035.0,24927.5,1462.5,10.0,15.0,15.0,11.81636333,2
4838652,9035.0,24927.5,1447.5,10.0,15.0,15.0,11.83792496,2
4838653,9035.0,24912.5,1447.5,10.0,15.0,15.0,10.60000038,2
4838654,9035.0,24912.5,1462.5,10.0,15.0,15.0,10.60000038,2
4838655,9025.0,24912.5,1462.5,10.0,15.0,15.0,14.63736343,2
4838658,9055.0,24912.5,1462.5,10.0,15.0,15.0,10.60000038,2
4838659,9045.0,24927.5,1462.5,10.0,15.0,15.0,10.60000038,2
4838660,9045.0,24927.5,1447.5,10.0,15.0,15.0,10.60000038,2
4838661,9045.0,24912.5,1462.5,10.0,15.0,15.0,10.60000038,2
4838662,9045.0,24912.5,1447.5,10.0,15.0,15.0,10.60000038,2
4838663,9055.0,24912.5,1447.5,10.0,15.0,15.0,10.60000038,2
4839784,8855.0,24942.5,1462.5,10.0,15.0,15.0,20.39999962,2
4839785,8855.0,24942.5,1447.5,10.0,15.0,15.0,20.39999962,2
4839786,8855.0,24957.5,1447.5,10.0,15.0,15.0,20.39999962,2
4839787,8855.0,24957.5,1462.5,10.0,15.0,15.0,20.39999962,2
4839790,8845.0,24957.5,1447.5,10.0,15.0,15.0,20.39999962,2
4839791,8845.0,24957.5,1462.5,10.0,15.0,15.0,20.39999962,2
4839792,8875.0,24957.5,1462.5,10.0,15.0,15.0,16.85278893,2
4839793,8865.0,24957.5,1447.5,10.0,15.0,15.0,20.39999962,2
4839794,8865.0,24957.5,1462.5,10.0,15.0,15.0,20.39999962,2
4839795,8875.0,24942.5,1447.5,10.0,15.0,15.0,19.79065132,2
4839796,8865.0,24942.5,1462.5,10.0,15.0,15.0,20.39999962,2
4839797,8865.0,24942.5,1447.5,10.0,15.0,15.0,20.39999962,2
4839798,8875.0,24942.5,1462.5,10.0,15.0,15.0,17.02514458,2
4839799,8875.0,24957.5,1447.5,10.0,15.0,15.0,17.02514458,2
4839800,8885.0,24957.5,1462.5,10.0,15.0,15.0,16.85278893,2
4839801,8885.0,24942.5,1447.5,10.0,15.0,15.0,17.54764175,2
4839802,8885.0,24942.5,1462.5,10.0,15.0,15.0,16.85278893,2
4839803,8895.0,24942.5,1462.5,10.0,15.0,15.0,16.85279083,2
4839804,8895.0,24957.5,1447.5,10.0,15.0,15.0,15.93037605,2
4839805,8895.0,24957.5,1462.5,10.0,15.0,15.0,16.85279083,2
4839806,8885.0,24957.5,1447.5,10.0,15.0,15.0,17.54764175,2
4839807,8895.0,24942.5,1447.5,10.0,15.0,15.0,17.54764175,2
4839808,8905.0,24957.5,1462.5,10.0,15.0,15.0,16.85279083,2
4839809,8905.0,24942.5,1447.5,10.0,15.0,15.0,17.54764175,2
4839810,8915.0,24942.5,1447.5,10.0,15.0,15.0,15.69004536,2
4839811,8905.0,24957.5,1447.5,10.0,15.0,15.0,15.93037605,2
4839812,8915.0,24957.5,1447.5,10.0,15.0,15.0,15.63467121,2
4839813,8915.0,24957.5,1462.5,10.0,15.0,15.0,14.55425167,2
4839814,8915.0,24942.5,1462.5,10.0,15.0,15.0,16.37504387,2
4839815,8905.0,24942.5,1462.5,10.0,15.0,15.0,14.74594116,2
4839816,8935.0,24957.5,1462.5,10.0,15.0,15.0,15.93910408,2
4839817,8925.0,24957.5,1462.5,10.0,15.0,15.0,15.93951511,2
4839818,8925.0,24957.5,1447.5,10.0,15.0,15.0,15.38004017,2
4839819,8925.0,24942.5,1462.5,10.0,15.0,15.0,16.43778992,2
4839820,8935.0,24942.5,1462.5,10.0,15.0,15.0,16.29984283,2
4839821,8935.0,24942.5,1447.5,10.0,15.0,15.0,16.94766426,2
4839822,8935.0,24957.5,1447.5,10.0,15.0,15.0,15.38004017,2
4839823,8925.0,24942.5,1447.5,10.0,15.0,15.0,15.69004536,2
4839824,8945.0,24957.5,1462.5,10.0,15.0,15.0,15.93818378,2
4839825,8945.0,24957.5,1447.5,10.0,15.0,15.0,15.37554646,2
4839826,8945.0,24942.5,1447.5,10.0,15.0,15.0,16.94766617,2
4839827,8955.0,24957.5,1447.5,10.0,15.0,15.0,14.52991676,2
4839828,8955.0,24957.5,1462.5,10.0,15.0,15.0,15.87708187,2
4839829,8945.0,24942.5,1462.5,10.0,15.0,15.0,16.29984474,2
4839830,8955.0,24942.5,1447.5,10.0,15.0,15.0,16.84807777,2
4839831,8955.0,24942.5,1462.5,10.0,15.0,15.0,14.85223961,2
4839832,8965.0,24942.5,1447.5,10.0,15.0,15.0,14.63736343,2
4839833,8965.0,24957.5,1462.5,10.0,15.0,15.0,14.62508488,2
4839834,8965.0,24957.5,1447.5,10.0,15.0,15.0,14.32448101,2
4839835,8965.0,24942.5,1462.5,10.0,15.0,15.0,14.85223961,2
4839836,8975.0,24957.5,1462.5,10.0,15.0,15.0,14.6264658,2
4839837,8975.0,24957.5,1447.5,10.0,15.0,15.0,11.81636524,2
4839838,8975.0,24942.5,1447.5,10.0,15.0,15.0,14.63736343,2
4839839,8975.0,24942.5,1462.5,10.0,15.0,15.0,14.85223961,2
4839840,8995.0,24942.5,1462.5,10.0,15.0,15.0,14.63736343,2
4839841,8995.0,24957.5,1462.5,10.0,15.0,15.0,14.63736343,2
4839842,8985.0,24942.5,1447.5,10.0,15.0,15.0,14.63736343,2
4839843,8985.0,24942.5,1462.5,10.0,15.0,15.0,14.85223961,2
4839844,8985.0,24957.5,1462.5,10.0,15.0,15.0,14.63721561,2
4839845,8985.0,24957.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839846,8995.0,24942.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839847,8995.0,24957.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839848,9015.0,24942.5,1462.5,10.0,15.0,15.0,11.81636238,2
4839849,9005.0,24942.5,1462.5,10.0,15.0,15.0,14.63736343,2
4839850,9005.0,24957.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839851,9015.0,24942.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839852,9005.0,24957.5,1462.5,10.0,15.0,15.0,11.81636238,2
4839853,9015.0,24957.5,1462.5,10.0,15.0,15.0,11.81636238,2
4839854,9015.0,24957.5,1447.5,10.0,15.0,15.0,11.90022182,2
4839855,9005.0,24942.5,1447.5,10.0,15.0,15.0,11.81636238,2
4839856,9025.0,24957.5,1462.5,10.0,15.0,15.0,11.90022182,2
4839857,9025.0,24957.5,1447.5,10.0,15.0,15.0,11.90022182,2
4839858,9025.0,24942.5,1447.5,10.0,15.0,15.0,11.90022182,2
4839859,9035.0,24942.5,1447.5,10.0,15.0,15.0,11.83792496,2
4839860,9035.0,24942.5,1462.5,10.0,15.0,15.0,11.90022182,2
4839861,9035.0,24957.5,1447.5,10.0,15.0,15.0,11.96229649,2
4839862,9035.0,24957.5,1462.5,10.0,15.0,15.0,11.96229649,2
4839863,9025.0,24942.5,1462.5,10.0,15.0,15.0,11.81636238,2
4839865,9045.0,24942.5,1462.5,10.0,15.0,15.0,11.89999962,2
4839866,9045.0,24942.5,1447.5,10.0,15.0,15.0,10.60000038,2
4839870,9045.0,24957.5,1462.5,10.0,15.0,15.0,13.19999981,2
4840986,8835.0,24972.5,1447.5,10.0,15.0,15.0,20.39999962,2
4840987,8825.0,24987.5,1447.5,10.0,15.0,15.0,20.39999962,2
4840989,8835.0,24987.5,1462.5,10.0,15.0,15.0,20.39999962,2
